feature,ridge_coef
count_m1,-0.0019416537484222619
eq_m12,0.0018833334775302296
has_sec0_m1,0.001616503428594229
sum_m_mod3,-0.0015473058759317402
has_all_m2,-0.0015473058759317125
is_rainbow,0.0015473058759317114
count_m2,0.0015346980808507488
is_monochrome,0.0012576139141974836
count_m0,-0.0011841762307599497
eq_m01,-0.0011528680563824755
eq_m02,-0.0008531184373187198
has_sec0_m0,0.0007571868667842014
has_sec0_m2,-0.0007514073656359775
m2,-0.0006758171408516533
m3,-0.0005388378063754599
