seed,variant,total_cost,cover12_count
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,25,32,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,26,29,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,27,29,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,28,29,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,29,29,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,30,32,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,31,38,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,32,39,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,33,39,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,34,32,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,35,39,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,36,32,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,37,38,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,38,29,276
W33_N12_58_phase_aware_bundle_v2_20260112.zip:W33_N12_58_phase_aware_loop_v2/w33_to_n12_mapping.csv,39,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,0,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,1,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,2,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,3,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,4,38,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,5,43,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,6,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,7,38,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,8,38,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,9,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,10,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,11,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,12,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,13,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,14,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,15,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,16,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,17,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,18,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,19,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,20,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,21,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,22,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,23,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,24,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,25,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,26,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,27,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,28,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,29,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,30,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,31,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,32,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,33,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,34,38,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,35,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,36,29,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,37,32,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,38,39,276
W33_N12_58_phase_aware_bundle_v3_20260112.zip:W33_N12_58_phase_aware_loop_v3/w33_to_n12_mapping.csv,39,32,276
