mu,line_id,mean_prob,std_prob,max_prob,min_prob,mean_density,std_density,mask_size,stability_prob,stability_density,type
1.0,0,0.032702671696970484,0.01705374945469073,0.05276927087089321,0.0,0.016351335848485242,0.008526874727345365,2,1.9176234449927365,1.9176233325468945,monochrome
1.0,1,0.21786865943260825,0.1202007794795159,0.30383565801215284,0.0,0.02723358242907603,0.015025097434939488,8,1.8125394740655323,1.8125393685106803,rainbow
1.0,2,0.41475164878328585,0.2935748406183506,1.0,0.16297657174083152,0.05184395609791073,0.036696855077293825,8,1.4127629142093379,1.412762880523413,rainbow
1.0,3,0.40918254124136466,0.2866046891628826,1.0,0.16987187035239815,0.05114781765517058,0.03582558614536033,8,1.4276896201831826,1.4276895853134566,rainbow
1.0,4,0.2207647100510136,0.14001751537631493,0.34833360622837684,0.0,0.0275955887563767,0.017502189422039367,8,1.5766935149576593,1.57669343613285,rainbow
1.0,5,0.19598381429258327,0.13441151366561888,0.33848645739848676,0.0,0.02449797678657291,0.01680143920820236,8,1.4580879828647149,1.4580879069291421,rainbow
1.0,6,0.3110482677500554,0.1505960822075734,0.5040918511617443,0.0,0.038881033468756925,0.018824510275946674,8,2.0654472621397697,2.0654471661337523,rainbow
1.0,7,0.4372420136366409,0.2759690897939751,1.0,0.21281330184227407,0.05465525170458011,0.03449613622424689,8,1.5843876297112713,1.5843875895230277,rainbow
1.0,8,0.3404487398668721,0.15921667928209957,0.5298176252787945,0.0,0.04255609248335901,0.019902084910262446,8,2.1382730707842055,2.1382729767745148,rainbow
1.0,9,0.30372986351280873,0.34994324388341946,1.0,0.06796259532961207,0.15186493175640436,0.17497162194170973,2,0.8679403530535177,0.867940350573286,monochrome
1.0,10,0.9999999999999998,2.1854762094519229e-16,1.0,0.9999999999999993,0.04166666666666666,9.179293821800323e-18,24,999999781.4524266,41666666.284196086,hub
1.0,11,0.4101320724248995,0.29541292486322007,1.0,0.16518162723296353,0.05126650905311244,0.03692661560790251,8,1.3883348916654914,1.3883348587680007,rainbow
1.0,12,0.038302072145348275,0.02320438092712543,0.07029314813664984,0.0,0.019151036072674137,0.011602190463562714,2,1.6506396190873744,1.650639547952554,monochrome
1.0,13,0.46356744584054443,0.2597176102885804,1.0,0.2550635098275402,0.057945930730068054,0.03246470128607255,8,1.784890302742928,1.784890254635941,rainbow
1.0,14,0.3156678441084418,0.15036294453910218,0.5027947959385874,0.0,0.03945848051355522,0.018795368067387772,8,2.0993725746503933,2.099372476916159,rainbow
1.0,15,0.4134106490617454,0.29325998687322885,1.0,0.17680585904363216,0.051676331132718176,0.036657498359153606,8,1.409706970459453,1.4097069368103057,rainbow
1.0,16,0.22404328668785953,0.13978388706008033,0.34645534407252054,0.0,0.02800541083598244,0.01747298588251004,8,1.602783337887724,1.6027832576246626,rainbow
1.0,17,0.31238926747159584,0.1460276643567923,0.48452760041559334,0.0,0.03904865843394948,0.018253458044599036,8,2.139247153670018,2.1392470511228106,rainbow
1.0,18,0.472032604000871,0.2561419440602742,1.0,0.24100862180430552,0.059004075500108874,0.03201774300753427,8,1.8428555459348694,1.8428554955722145,rainbow
1.0,19,0.27420008346665853,0.17865526164887172,0.43378313791749734,0.0,0.034275010433332316,0.022331907706108965,8,1.5347999236136145,1.5347998634776918,rainbow
1.0,20,0.3729487993260269,0.17768378401098767,0.5689814021595584,0.0,0.046618599915753366,0.02221047300137346,8,2.0989467288923658,2.0989466462026227,rainbow
