mu,lambda,line_id,stability_flux,stability_noflux,delta_stability
0.75,0.49,28,2.4517149178476108,2.452057346793649,-0.00034242894603808693
0.75,0.49,29,9.314045982655525,9.310879971502425,0.0031660111531000013
0.75,0.49,30,6.106920132532595,6.103015728266142,0.003904404266453554
0.75,0.49,31,2.3752322806625914,2.374800759150292,0.0004315215122994154
0.75,0.49,32,6.625354533349634,6.627179321792754,-0.0018247884431197292
0.75,0.49,33,12.8133983209297,12.811291367592013,0.0021069533376874006
0.75,0.49,34,4.808814952047826,4.810699460863389,-0.0018845088155625689
0.75,0.49,35,6.692455642695681,6.679908549948045,0.012547092747636768
0.75,0.49,36,8.861841623680537,8.858833137517152,0.0030084861633845605
0.75,0.49,37,4.808814952047826,4.810699460863389,-0.0018845088155625689
0.75,0.49,38,8.48057561406039,8.47032839681184,0.01024721724854949
0.75,0.49,39,11.454657423049039,11.476611987845349,-0.021954564796310194
0.75,0.5,0,5.300761770102486,5.298955715103436,0.0018060549990499553
0.75,0.5,1,4.804995300772683,4.798270124640727,0.006725176131956445
0.75,0.5,2,4.587750407867783,4.586887211853617,0.0008631960141656236
0.75,0.5,3,8.943038947203872,8.952243170427339,-0.009204223223466812
0.75,0.5,4,6.177354139663766,6.1783647237871175,-0.0010105841233514212
0.75,0.5,5,6.105211970647291,6.10152377425162,0.003688196395670751
0.75,0.5,6,8.721748435154584,8.718987187239618,0.002761247914966347
0.75,0.5,7,5.5853798839819655,5.576101165076512,0.009278718905453509
0.75,0.5,8,13.667229408376041,13.69919283931843,-0.031963430942388626
0.75,0.5,9,7.97375440915733,7.970246218236745,0.0035081909205851858
0.75,0.5,10,4.660378100451189,4.662383856075999,-0.0020057556248094244
0.75,0.5,11,6.105211970647291,6.10152377425162,0.003688196395670751
0.75,0.5,12,5.423979181053188,5.415217486801323,0.008761694251864682
0.75,0.5,13,7.246561662280684,7.239575143483922,0.006986518796762375
0.75,0.5,14,5.518841406946683,5.509771725655847,0.009069681290835518
0.75,0.5,15,8.668867806904306,8.675645634041723,-0.006777827137417702
0.75,0.5,16,9.174306724302442,9.171436487433308,0.002870236869133791
0.75,0.5,17,2.3318133726523094,2.33046812778986,0.0013452448624495794
0.75,0.5,18,5.56840601933932,5.576663553013226,-0.008257533673906359
0.75,0.5,19,12.397100218460032,12.370096871509325,0.02700334695070694
0.75,0.5,20,2.7809547181098018,2.7816084381143624,-0.0006537200045606539
0.75,0.5,21,10.564125643260978,10.555843392165212,0.008282251095765858
0.75,0.5,22,5.300223008054472,5.296099520622646,0.0041234874318254455
0.75,0.5,23,8.479214923862752,8.471419463924333,0.007795459938419569
0.75,0.5,24,5.988508857747565,5.978407374774088,0.010101482973476905
0.75,0.5,25,6.105211970647291,6.10152377425162,0.003688196395670751
0.75,0.5,26,6.177302861821778,6.166274911369377,0.011027950452400681
0.75,0.5,27,3.994743565654149,3.991720134012834,0.003023431641314911
0.75,0.5,28,2.412535694799004,2.412852325450851,-0.0003166306518469497
0.75,0.5,29,9.138855695074916,9.135986375963288,0.0028693191116282435
0.75,0.5,30,6.105211970647291,6.10152377425162,0.003688196395670751
0.75,0.5,31,2.355194656150417,2.354789547064152,0.00040510908626512077
0.75,0.5,32,6.587576204737053,6.5931950826785455,-0.005618877941492073
0.75,0.5,33,12.129070574216192,12.125803711844842,0.0032668623713494327
0.75,0.5,34,4.660378100451189,4.662383856075999,-0.0020057556248094244
0.75,0.5,35,6.312038404882615,6.300572272763986,0.011466132118628458
0.75,0.5,36,8.721748435154584,8.718987187239618,0.002761247914966347
0.75,0.5,37,4.660378100451189,4.662383856075999,-0.0020057556248094244
0.75,0.5,38,8.500515727269205,8.490875406179942,0.009640321089262827
0.75,0.5,39,10.983517738426617,11.00437088441452,-0.020853145987903332
0.75,0.51,0,5.289349031823605,5.288633585703511,0.0007154461200933326
0.75,0.51,1,4.825586209362836,4.818842813773259,0.006743395589577261
0.75,0.51,2,4.535521597038958,4.535068842601616,0.0004527544373420511
0.75,0.51,3,8.78586025004291,8.794599479087779,-0.00873922904486868
0.75,0.51,4,6.2320053644252615,6.23282357754348,-0.0008182131182188357
0.75,0.51,5,6.082706701765076,6.079257270507387,0.0034494312576889286
0.75,0.51,6,8.569073773482987,8.566553228053246,0.0025205454297410057
0.75,0.51,7,5.627024905766214,5.617654989215574,0.009369916550639346
0.75,0.51,8,12.900575565226251,12.930261416526339,-0.02968585130008705
0.75,0.51,9,7.890251939501722,7.888158452619848,0.0020934868818738295
0.75,0.51,10,4.508942157329358,4.511008237352372,-0.0020660800230141163
0.75,0.51,11,6.082706701765076,6.079257270507387,0.0034494312576889286
0.75,0.51,12,5.454755845765872,5.445941589167081,0.008814256598791204
0.75,0.51,13,7.469977829940364,7.463014609217204,0.00696322072315958
0.75,0.51,14,5.555465148537852,5.5463218490246,0.009143299513252323
0.75,0.51,15,8.38839190531245,8.400553173651911,-0.012161268339461628
0.75,0.51,16,8.98430713321275,8.98172407803564,0.002583055177110438
0.75,0.51,17,2.314996982394269,2.3136814343891485,0.0013155480051203483
0.75,0.51,18,5.569452252076733,5.578393635777823,-0.008941383701090544
0.75,0.51,19,12.405325548696624,12.376644901971199,0.028680646725424808
0.75,0.51,20,2.7393852086144395,2.740008501000978,-0.0006232923865385764
0.75,0.51,21,10.548697949461024,10.541812845596587,0.006885103864437525
0.75,0.51,22,5.269045761925815,5.266631480622016,0.0024142813037988375
0.75,0.51,23,8.408443464771555,8.401361111198879,0.007082353572675615
0.75,0.51,24,5.849525621453357,5.839563385214625,0.00996223623873238
0.75,0.51,25,6.082706701765076,6.079257270507387,0.0034494312576889286
0.75,0.51,26,6.067556437759833,6.05652060521073,0.01103583254910312
0.75,0.51,27,4.0384221126841755,4.035712472152798,0.0027096405313775662
0.75,0.51,28,2.4049055532144035,2.404882296114132,2.3257100271401043e-05
0.75,0.51,29,8.950749850525833,8.948164135032625,0.00258571549320763
0.75,0.51,30,6.082706701765076,6.079257270507387,0.0034494312576889286
0.75,0.51,31,2.3364871051547045,2.3361116106606468,0.0003754944940577154
0.75,0.51,32,6.47154959907719,6.480106937719746,-0.008557338642556367
0.75,0.51,33,12.20190259254775,12.199111545715576,0.0027910468321739046
0.75,0.51,34,4.508942157329358,4.511008237352372,-0.0020660800230141163
0.75,0.51,35,6.146058887228753,6.134485475844535,0.011573411384217636
0.75,0.51,36,8.569073773482987,8.566553228053246,0.0025205454297410057
0.75,0.51,37,4.508942157329358,4.511008237352372,-0.0020660800230141163
0.75,0.51,38,8.498427052898823,8.489559035234937,0.008868017663886008
0.75,0.51,39,10.436116261943278,10.45568014831836,-0.01956388637508155
0.75,0.52,0,5.247505139995401,5.247807921105013,-0.0003027811096112387
0.75,0.52,1,4.862679191346376,4.855894867409684,0.00678432393669226
0.75,0.52,2,4.4717248532824545,4.471658130421298,6.672286115616544e-05
0.75,0.52,3,8.570483036536102,8.57863733866825,-0.008154302132147961
0.75,0.52,4,6.260206065071389,6.2608316798989945,-0.0006256148276051476
0.75,0.52,5,6.039119002929667,6.035923657428735,0.003195345500931701
0.75,0.52,6,8.405800761061109,8.403510509356035,0.002290251705073132
0.75,0.52,7,5.675673167744172,5.666230806150489,0.009442361593682946
0.75,0.52,8,12.060212397250382,12.087377330724497,-0.02716493347411486
0.75,0.52,9,7.7777857514336795,7.777007523819825,0.0007782276138543764
0.75,0.52,10,4.437398829899266,4.43709250546405,0.0003063244352157213
0.75,0.52,11,6.039119002929667,6.035923657428735,0.003195345500931701
0.75,0.52,12,5.491657061472171,5.482809260194155,0.008847801278016654
0.75,0.52,13,7.668663402961807,7.66192738010774,0.00673602285406627
0.75,0.52,14,5.598670968332431,5.589473088331913,0.009197880000518133
0.75,0.52,15,8.037804668433953,8.053284621401154,-0.015479952967201172
0.75,0.52,16,8.783951828957163,8.781638159422634,0.002313669534528273
0.75,0.52,17,2.301982359965132,2.3006968473391827,0.0012855126259494476
0.75,0.52,18,5.533968108608922,5.54333822929834,-0.009370120689418115
0.75,0.52,19,12.263035931295741,12.233876091216361,0.029159840079380217
0.75,0.52,20,2.6939771158655565,2.6945689686788636,-0.0005918528133070922
0.75,0.52,21,10.489335354234777,10.483790603295724,0.0055447509390536
0.75,0.52,22,5.196389670762636,5.195538277100781,0.0008513936618541607
0.75,0.52,23,8.72739360528445,8.720563378984,0.006830226300449382
0.75,0.52,24,5.716849351683263,5.707079123918881,0.009770227764382078
0.75,0.52,25,6.039119002929667,6.035923657428735,0.003195345500931701
0.75,0.52,26,5.964604902403029,5.953612863496408,0.010992038906620927
0.75,0.52,27,4.0653292852244745,4.062978678377506,0.002350606846968084
0.75,0.52,28,2.40347551128635,2.403489291248966,-1.3779962615867447e-05
0.75,0.52,29,8.75244096574711,8.750121522722516,0.0023194430245947473
0.75,0.52,30,6.039119002929667,6.035923657428735,0.003195345500931701
0.75,0.52,31,2.318987897870974,2.318644962717975,0.00034293515299888
0.75,0.52,32,6.2975206922760165,6.308029994739587,-0.010509302463570513
0.75,0.52,33,12.448916782311164,12.43785192278735,0.011064859523813197
0.75,0.52,34,4.357574431805354,4.359650275092514,-0.0020758432871605947
0.75,0.52,35,6.01487300821309,6.003456886645661,0.011416121567429549
0.75,0.52,36,8.405800761061109,8.403510509356035,0.002290251705073132
0.75,0.52,37,4.357574431805354,4.359650275092514,-0.0020758432871605947
0.75,0.52,38,8.467425350367817,8.459487328296376,0.007938022071440898
0.75,0.52,39,9.84929278797511,9.867482087931252,-0.018189299956143046
0.75,0.53,0,5.17830865352362,5.179507686137471,-0.0011990326138517915
0.75,0.53,1,4.905250577803923,4.898441141719338,0.006809436084584952
0.75,0.53,2,4.397352803198053,4.397638952169077,-0.0002861489710239695
0.75,0.53,3,8.306522798855227,8.314006852359832,-0.007484053504605015
0.75,0.53,4,6.26178367751011,6.262230246405739,-0.00044656889562944
0.75,0.53,5,5.975158353184264,5.972224248057225,0.0029341051270384
0.75,0.53,6,8.23416906874159,8.232095695532756,0.0020733732088338286
0.75,0.53,7,5.730393918749622,5.720906826027162,0.009487092722459955
0.75,0.53,8,11.257553653391664,11.282865824324885,-0.025312170933220912
0.75,0.53,9,7.639245861851836,7.639643083338498,-0.0003972214866623247
0.75,0.53,10,4.430382599338484,4.430495191915319,-0.00011259257683438051
0.75,0.53,11,5.975158353184264,5.972224248057225,0.0029341051270384
0.75,0.53,12,5.533743071657543,5.52488857495721,0.00885449670033367
0.75,0.53,13,7.826779177511346,7.8205121637704025,0.006267013740943739
0.75,0.53,14,5.647518063049507,5.638293112524442,0.009224950525064557
0.75,0.53,15,7.656834017677217,7.673905634344391,-0.017071616667173828
0.75,0.53,16,8.576180047444922,8.574115004779385,0.0020650426655368648
0.75,0.53,17,2.2924926718669707,2.291237771019092,0.001254900847878826
0.75,0.53,18,5.465084072374002,5.474619388293954,-0.009535315919952048
0.75,0.53,19,11.979252450403369,11.950793185496558,0.028459264906810944
0.75,0.53,20,2.645409550659961,2.645969402602917,-0.0005598519429557136
0.75,0.53,21,10.38733768166011,10.383026625610528,0.0043110560495822625
0.75,0.53,22,5.089340518130678,5.0898159686842295,-0.00047545055355158183
0.75,0.53,23,8.983612177370604,8.977414017476754,0.00619815989385053
0.75,0.53,24,5.5914132934402785,5.581874055282152,0.009539238158126295
0.75,0.53,25,5.975158353184264,5.972224248057225,0.0029341051270384
0.75,0.53,26,5.869306189577749,5.858397717233467,0.010908472344281606
0.75,0.53,27,4.0743334740472745,4.072373064131331,0.001960409915943373
0.75,0.53,28,2.4008661620463023,2.40092071333817,-5.455129186771046e-05
0.75,0.53,29,8.546808368724921,8.544734941891761,0.0020734268331601413
0.75,0.53,30,5.975158353184264,5.972224248057225,0.0029341051270384
0.75,0.53,31,2.3025646988965605,2.302256978860364,0.0003077200361962795
0.75,0.53,32,6.086838549498124,6.098392832435316,-0.011554282937192184
0.75,0.53,33,12.816792064168839,12.807930239706128,0.008861824462710999
0.75,0.53,34,4.208812903139597,4.210858620779603,-0.0020457176400059396
0.75,0.53,35,5.889910576176746,5.878705633101616,0.011204943075130203
0.75,0.53,36,8.23416906874159,8.232095695532756,0.0020733732088338286
0.75,0.53,37,4.208812903139597,4.210858620779603,-0.0020457176400059396
0.75,0.53,38,8.723634742302831,8.716310254149422,0.007324488153409803
0.75,0.53,39,10.158414227857419,10.177448919281186,-0.01903469142376757
0.75,0.54,0,5.243247732063787,5.236993983585247,0.006253748478539656
0.75,0.54,1,4.952600018177436,4.945787269446307,0.006812748731128693
0.75,0.54,2,4.377585426519823,4.3753601002921485,0.0022253262276743513
0.75,0.54,3,8.005109713548638,8.011875206794015,-0.006765493245376675
0.75,0.54,4,6.237459171093891,6.2377525625242445,-0.0002933914303531182
0.75,0.54,5,5.892465563341198,5.889791663361847,0.002673899979351191
0.75,0.54,6,8.056543713218142,8.054671740468068,0.0018719727500737804
0.75,0.54,7,5.790108734613987,5.780615008601504,0.009493726012482995
0.75,0.54,8,10.999320866936472,11.026627433881226,-0.02730656694475364
0.75,0.54,9,7.487281468345106,7.480706689650931,0.006574778694175443
0.75,0.54,10,4.4056534168625126,4.4061644232580734,-0.0005110063955608979
0.75,0.54,11,5.892465563341198,5.889791663361847,0.002673899979351191
0.75,0.54,12,5.5799540421472384,5.571128544840759,0.008825497306479413
0.75,0.54,13,7.92727011745888,7.921726490737651,0.005543626721228989
0.75,0.54,14,5.700930038240247,5.691715230133377,0.009214808106870365
0.75,0.54,15,7.274359081678586,7.291789994618587,-0.017430912940000987
0.75,0.54,16,8.363932946175538,8.36209414630604,0.0018387998694979757
0.75,0.54,17,2.2862594514113788,2.2850359522279176,0.0012234991834612075
0.75,0.54,18,5.3679132710081365,5.377371135499088,-0.009457864490951096
0.75,0.54,19,11.575351671951688,11.548567913361792,0.026783758589896678
0.75,0.54,20,2.6364036511185596,2.635984041804967,0.00041960931359241727
0.75,0.54,21,10.245827985874616,10.242606117454942,0.003221868419673868
0.75,0.54,22,4.9562951244777995,4.957819123079482,-0.001523998601682841
0.75,0.54,23,9.14400323288329,9.138839933421007,0.0051632994622821116
0.75,0.54,24,5.47357733760839,5.464297976185232,0.00927936142315744
0.75,0.54,25,5.892465563341198,5.889791663361847,0.002673899979351191
0.75,0.54,26,5.782004210408207,5.771210457566828,0.010793752841379067
0.75,0.54,27,4.065121182479062,4.063565350351629,0.0015558321274324882
0.75,0.54,28,2.396922685678724,2.3970212058654257,-9.852018670164497e-05
0.75,0.54,29,8.336737868597417,8.33488857710714,0.0018492914902772384
0.75,0.54,30,5.892465563341198,5.889791663361847,0.002673899979351191
0.75,0.54,31,2.2904754614380174,2.290610720030131,-0.00013525859211371838
0.75,0.54,32,5.85805551868321,5.869938833930237,-0.011883315247026793
0.75,0.54,33,12.995401176429814,12.989554329122374,0.005846847307440228
0.75,0.54,34,4.185783955733302,4.190141684692576,-0.004357728959273999
0.75,0.54,35,5.771901759256207,5.7609486731582615,0.01095308609794543
0.75,0.54,36,8.056543713218142,8.054671740468068,0.0018719727500737804
0.75,0.54,37,4.064654209463564,4.066639919774323,-0.0019857103107590035
0.75,0.54,38,8.92546402406408,8.91897088754713,0.006493136516949605
0.75,0.54,39,10.548092332235854,10.567142721236419,-0.019050389000565104
0.75,0.55,0,5.330570423527731,5.32514808840976,0.005422335117970967
0.75,0.55,1,5.003930016131913,4.9971425147666695,0.006787501365243642
0.75,0.55,2,4.387995687510556,4.385974925701569,0.002020761808987359
0.75,0.55,3,7.6777168165743666,7.68374999171874,-0.006033175144373182
0.75,0.55,4,6.188735974144386,6.188911638262436,-0.000175664118049923
0.75,0.55,5,5.793449392477368,5.791027298931252,0.002422093546115889
0.75,0.55,6,7.875293571624664,7.873606381196024,0.001687190428640406
0.75,0.55,7,5.853563863981272,5.844113335388254,0.009450528593017538
0.75,0.55,8,10.583840232236907,10.611868285923604,-0.028028053686696808
0.75,0.55,9,7.520359218977182,7.514390348375874,0.0059688706013085735
0.75,0.55,10,4.364214971332735,4.365088662017262,-0.0008736906845276948
0.75,0.55,11,5.793449392477368,5.791027298931252,0.002422093546115889
0.75,0.55,12,5.629091067067038,5.620339996085124,0.008751070981913855
0.75,0.55,13,7.9546564027092455,7.950062332766912,0.0045940699423336895
0.75,0.55,14,5.757671468176787,5.748514845696869,0.00915662247991822
0.75,0.55,15,7.076117986812344,7.079753981115485,-0.00363599430314121
0.75,0.55,16,8.150016186562018,8.14838081448658,0.0016353720754374024
0.75,0.55,17,2.283020407709831,2.2818292842352035,0.0011911234746273536
0.75,0.55,18,5.2487086337823525,5.257888423128991,-0.009179789346638323
0.75,0.55,19,11.080704353941742,11.056254119871012,0.02445023407073066
0.75,0.55,20,2.6500125650173785,2.649626185707074,0.0003863793103042745
0.75,0.55,21,10.069386186467682,10.067086179529605,0.0023000069380767485
0.75,0.55,22,5.03584824591657,5.030995641567294,0.004852604349276035
0.75,0.55,23,9.179476088582568,9.175680257944588,0.0037958306379799467
0.75,0.55,24,5.363284993564541,5.3542873564878315,0.00899763707670953
0.75,0.55,25,5.793449392477368,5.791027298931252,0.002422093546115889
0.75,0.55,26,5.702655848830697,5.692002215216259,0.010653633614438718
0.75,0.55,27,4.038220800579767,4.037066452419947,0.0011543481598197403
0.75,0.55,28,2.3914948771513087,2.3916399171792833,-0.0001450400279745523
0.75,0.55,29,8.374776405373066,8.369575852729584,0.005200552643481515
0.75,0.55,30,5.793449392477368,5.791027298931252,0.002422093546115889
0.75,0.55,31,2.293650029374773,2.292861935237203,0.0007880941375697503
0.75,0.55,32,5.625238545117032,5.636948839690992,-0.011710294573959779
0.75,0.55,33,12.979146084426512,12.97674249223922,0.0024035921872922472
0.75,0.55,34,4.180974641125931,4.185526599197487,-0.004551958071555617
0.75,0.55,35,5.661054816515282,5.650384825308954,0.010669991206327722
0.75,0.55,36,7.875293571624664,7.873606381196024,0.001687190428640406
0.75,0.55,37,4.021307509995313,4.024688747352196,-0.0033812373568835596
0.75,0.55,38,9.026375225788238,9.021095023331887,0.005280202456351191
0.75,0.55,39,10.75630797405646,10.77435968587966,-0.018051711823199312
0.75,0.56,0,5.391698308135106,5.387184952564071,0.004513355571035049
0.75,0.56,1,5.05832922149191,5.051602986810512,0.006726234681397436
0.75,0.56,2,4.391493533654958,4.389687783004567,0.0018057506503907916
0.75,0.56,3,7.335165933515909,7.340481731743104,-0.005315798227194968
0.75,0.56,4,6.117734215036828,6.117833674055616,-9.945901878793961e-05
0.75,0.56,5,5.681054953332329,5.678870363088269,0.0021845902440604803
0.75,0.56,6,7.692689017919521,7.691169677637101,0.0015193402824200675
0.75,0.56,7,5.919308158342545,5.909963497278564,0.009344661063980908
0.75,0.56,8,10.057355812484188,10.084922045472654,-0.027566232988466055
0.75,0.56,9,7.53863838095889,7.533305135967082,0.00533324499180754
0.75,0.56,10,4.3077274569599,4.308916471325891,-0.00118901436599117
0.75,0.56,11,5.681054953332329,5.678870363088269,0.0021845902440604803
0.75,0.56,12,5.679803404489304,5.671182538073814,0.008620866415490092
0.75,0.56,13,7.9934899216975746,7.987901048898865,0.005588872798709232
0.75,0.56,14,5.816330477156886,5.807291780846759,0.009038696310127214
0.75,0.56,15,7.129418810539142,7.135288448016516,-0.005869637477374567
0.75,0.56,16,7.936997010840564,7.935542796884134,0.0014542139564301948
0.75,0.56,17,2.282517861976825,2.2813602376757003,0.001157624301124649
0.75,0.56,18,5.162102805606818,5.162850533308813,-0.00074772770199516
0.75,0.56,19,10.604138433881854,10.583140719753569,0.020997714128284883
0.75,0.56,20,2.6599570359283766,2.6596087209284063,0.000348314999970345
0.75,0.56,21,9.863564892461842,9.862011917003276,0.0015529754585656974
0.75,0.56,22,5.1228394800044015,5.118759492338089,0.004079987666312235
0.75,0.56,23,9.073976151630163,9.071711555725411,0.0022645959047515873
0.75,0.56,24,5.260186255632033,5.2514875533098,0.008698702322233132
0.75,0.56,25,5.681054953332329,5.678870363088269,0.0021845902440604803
0.75,0.56,26,5.630929948585616,5.620438481161044,0.010491467424571965
0.75,0.56,27,3.9949254410067514,3.994153384276933,0.0007720567298186154
0.75,0.56,28,2.3844450418864507,2.3846384091525104,-0.00019336726605967414
0.75,0.56,29,8.400446560913013,8.3962008087863,0.004245752126712077
0.75,0.56,30,5.681054953332329,5.678870363088269,0.0021845902440604803
0.75,0.56,31,2.298448299597961,2.297698353520849,0.0007499460771120958
0.75,0.56,32,5.397934691002868,5.409155773297123,-0.01122108229425578
0.75,0.56,33,12.78616606905401,12.787182856828792,-0.0010167877747822018
0.75,0.56,34,4.159120175645238,4.163798347352867,-0.00467817170762963
0.75,0.56,35,5.557197422342082,5.546835396658911,0.010362025683170906
0.75,0.56,36,7.692689017919521,7.691169677637101,0.0015193402824200675
0.75,0.56,37,4.005135442150173,4.008761479851601,-0.0036260377014283307
0.75,0.56,38,9.003875361757462,9.000082136055482,0.0037932257019797078
0.75,0.56,39,10.763472441477337,10.779694143702352,-0.016221702225015733
1.25,0.4,0,5.46943836357042,5.467522585354886,0.0019157782155341252
1.25,0.4,1,5.326338359499074,5.317059592164477,0.009278767334596871
1.25,0.4,2,5.263730133612724,5.268751182114382,-0.005021048501657965
1.25,0.4,3,10.99568639747465,11.010416052630529,-0.014729655155878874
1.25,0.4,4,6.271124539483385,6.2774446416115754,-0.006320102128190008
1.25,0.4,5,5.679251576042129,5.67414616893677,0.005105407105359561
1.25,0.4,6,9.46148951416612,9.455774903174248,0.005714610991871538
1.25,0.4,7,6.18301654543061,6.17057492055053,0.012441624880080049
1.25,0.4,8,13.838896167832488,13.875426777139321,-0.036530609306833384
1.25,0.4,9,9.564499802424528,9.583174783081326,-0.018674980656797402
1.25,0.4,10,5.469438363572122,5.467522585356586,0.0019157782155359016
1.25,0.4,11,5.679251576042129,5.67414616893677,0.005105407105359561
1.25,0.4,12,5.998036242759878,5.986241460815716,0.011794781944161947
1.25,0.4,13,6.783439224158143,6.778821669526445,0.0046175546316984395
1.25,0.4,14,6.073370026000117,6.061318849564798,0.012051176435319277
1.25,0.4,15,9.564499802419277,9.583174783076041,-0.01867498065676365
1.25,0.4,16,10.144411025963146,10.138037993273443,0.006373032689703351
1.25,0.4,17,2.7559130064544144,2.7543379109759822,0.0015750954784321536
1.25,0.4,18,9.564499802429772,9.583174783086607,-0.018674980656834705
1.25,0.4,19,11.278232353496556,11.268523620677884,0.00970873281867135
1.25,0.4,20,3.1366508977467435,3.136950448448217,-0.00029955070147336116
1.25,0.4,21,9.594980393705496,9.583044781444599,0.011935612260897344
1.25,0.4,22,5.2637301336113955,5.268751182113051,-0.005021048501655301
1.25,0.4,23,8.821611673044389,8.815956642247553,0.005655030796836158
1.25,0.4,24,10.640915360657027,10.63763977007993,0.0032755905770969207
1.25,0.4,25,5.679251576042129,5.67414616893677,0.005105407105359561
1.25,0.4,26,10.265664778840799,10.24776695599272,0.01789782284807906
1.25,0.4,27,5.263730133612724,5.268751182114382,-0.005021048501657965
1.25,0.4,28,2.82091278834962,2.820632211810165,0.000280576539454902
1.25,0.4,29,10.111592916772619,10.105245262386802,0.006347654385816526
1.25,0.4,30,5.679251576042129,5.67414616893677,0.005105407105359561
1.25,0.4,31,2.7618115157730463,2.761827351067441,-1.583529439486142e-05
1.25,0.4,32,8.197871187148097,8.187230442618729,0.010640744529368362
1.25,0.4,33,13.631828675171228,13.647482567565843,-0.015653892394615454
1.25,0.4,34,5.469438363572122,5.467522585356586,0.0019157782155359016
1.25,0.4,35,13.531304198060914,13.512334050719483,0.018970147341430987
1.25,0.4,36,9.46148951416612,9.455774903174248,0.005714610991871538
1.25,0.4,37,5.469438363572122,5.467522585356586,0.0019157782155359016
1.25,0.4,38,8.231730166929314,8.22425888224861,0.007471284680704571
1.25,0.4,39,11.930817432499857,11.956405097286433,-0.025587664786575814
1.25,0.41,0,5.482698784732599,5.481188062939818,0.0015107217927807781
1.25,0.41,1,5.221530052309937,5.212486191214346,0.00904386109559141
1.25,0.41,2,5.046804941929717,5.0475722568880315,-0.0007673149583142802
1.25,0.41,3,10.774564625299769,10.791304202075219,-0.016739576775449905
1.25,0.41,4,6.184782708996553,6.1915764294011755,-0.006793720404622228
1.25,0.41,5,5.759251620569086,5.754200370635421,0.005051249933664792
1.25,0.41,6,9.4284714043757,9.423287640546928,0.005183763828771504
1.25,0.41,7,6.070359937787915,6.058161653148101,0.01219828463981365
1.25,0.41,8,14.058884016442954,14.093538297816368,-0.0346542813734132
1.25,0.41,9,8.991933368517202,9.010376325597683,-0.018442957080480937
1.25,0.41,10,5.482698784734309,5.481188062941525,0.0015107217927834427
1.25,0.41,11,5.759251620569086,5.754200370635421,0.005051249933664792
1.25,0.41,12,5.877530394172285,5.866021224659215,0.01150916951307046
1.25,0.41,13,6.694818864141421,6.69022572454525,0.004593139596170914
1.25,0.41,14,5.954746526479643,5.942970537128836,0.011775989350806704
1.25,0.41,15,9.118653233238138,9.098155997443111,0.020497235795026825
1.25,0.41,16,10.101575131581754,10.095865123486984,0.005710008094769847
1.25,0.41,17,2.680801789412916,2.679266887037016,0.001534902375900149
1.25,0.41,18,8.99193336852152,9.010376325602031,-0.018442957080511135
1.25,0.41,19,11.0396084296321,11.026288446930325,0.013319982701775146
1.25,0.41,20,3.106369412445655,3.1066319839952143,-0.00026257154955944273
1.25,0.41,21,9.725605197175952,9.70718884499584,0.018416352180111062
1.25,0.41,22,5.186262381073005,5.1814663150373725,0.004796066035632762
1.25,0.41,23,8.370266242876221,8.365161638337918,0.005104604538303192
1.25,0.41,24,9.7918739529568,9.778624734181944,0.013249218774856075
1.25,0.41,25,5.759251620569086,5.754200370635421,0.005051249933664792
1.25,0.41,26,9.841047969923284,9.827192618230558,0.013855351692726003
1.25,0.41,27,4.976582015380934,4.981498232861076,-0.004916217480142038
1.25,0.41,28,2.7622785276608504,2.7619680210473665,0.000310506613483863
1.25,0.41,29,10.067765732154886,10.062075099637815,0.005690632517071137
1.25,0.41,30,5.759251620569086,5.754200370635421,0.005051249933664792
1.25,0.41,31,2.7041345742708307,2.7041204122984475,1.4161972383242016e-05
1.25,0.41,32,7.939547785684675,7.934987574362374,0.004560211322300667
1.25,0.41,33,13.06368969298971,13.074003550577647,-0.010313857587936681
1.25,0.41,34,5.482698784734309,5.481188062941525,0.0015107217927834427
1.25,0.41,35,12.041004104201136,12.02118576927811,0.019818334923025205
1.25,0.41,36,9.4284714043757,9.423287640546928,0.005183763828771504
1.25,0.41,37,5.482698784734309,5.481188062941525,0.0015107217927834427
1.25,0.41,38,7.858630872773184,7.851722409008908,0.006908463764276007
1.25,0.41,39,11.823434302773745,11.846285951384994,-0.02285164861124933
1.25,0.42,0,5.475317998800881,5.474239490685701,0.0010785081151798437
1.25,0.42,1,5.150068419129252,5.14116277240643,0.008905646722822347
1.25,0.42,2,4.97643355112597,4.977810586212299,-0.001377035086329137
1.25,0.42,3,10.46516657139901,10.483306098570498,-0.018139527171488368
1.25,0.42,4,6.056423302311446,6.060269968355228,-0.003846666043782143
1.25,0.42,5,5.840217613189523,5.83524334051128,0.004974272678243352
1.25,0.42,6,9.38759372093352,9.382972714363763,0.004621006569756503
1.25,0.42,7,5.973626715166242,5.9616412712294915,0.011985443936750606
1.25,0.42,8,13.955664072969839,13.986438195879673,-0.03077412290983439
1.25,0.42,9,8.562884147454582,8.564120471206266,-0.001236323751683699
1.25,0.42,10,5.475317998802581,5.474239490687401,0.0010785081151798437
1.25,0.42,11,5.840217613189523,5.83524334051128,0.004974272678243352
1.25,0.42,12,5.772643745678736,5.761389424375763,0.01125432130297277
1.25,0.42,13,6.60139185832228,6.596889434066667,0.004502424255613313
1.25,0.42,14,5.851833073581373,5.840301876661971,0.011531196919402298
1.25,0.42,15,9.489063933201797,9.475151669972556,0.013912263229240551
1.25,0.42,16,10.047337718973843,10.042328756366244,0.005008962607599088
