mu,lambda,line_id,stability_flux,stability_noflux,delta_stability
0.75,0.42,8,14.101363871362691,14.133790418789111,-0.032426547426419816
0.75,0.42,9,8.864190423869438,8.863827530859572,0.0003628930098660277
0.75,0.42,10,5.469168640535411,5.4683610121972315,0.0008076283381797111
0.75,0.42,11,5.71286285546935,5.7082744930210785,0.0045883624482714325
0.75,0.42,12,5.536014147575727,5.5275795722104,0.008434575365327213
0.75,0.42,13,7.056353510929102,7.048184093067803,0.008169417861298989
0.75,0.42,14,5.600959047584112,5.592343299195755,0.008615748388357325
0.75,0.42,15,9.593459921875686,9.577655417279823,0.015804504595863023
0.75,0.42,16,10.09615790263025,10.091025957393084,0.005131945237165425
0.75,0.42,17,2.6419646518168336,2.640359927495871,0.0016047243209627027
0.75,0.42,18,8.45682834893819,8.47607156097893,-0.019243212040739976
0.75,0.42,19,10.94205048083444,10.937368536635699,0.004681944198742016
0.75,0.42,20,3.036199114872971,3.0366913354078577,-0.0004922205348867337
0.75,0.42,21,10.8874057022851,10.86518285845152,0.022222843833580086
0.75,0.42,22,5.3123999847147925,5.308373878548639,0.004026106166153731
0.75,0.42,23,8.867516064675609,8.857541269780517,0.009974794895091676
0.75,0.42,24,9.400290355987432,9.387029034302648,0.013261321684783667
0.75,0.42,25,5.71286285546935,5.7082744930210785,0.0045883624482714325
0.75,0.42,26,9.191825840105297,9.178215011519654,0.013610828585642665
0.75,0.42,27,4.684405416196642,4.688900737123008,-0.004495320926365842
0.75,0.42,28,2.7195628940604086,2.7190380464888584,0.0005248475715502465
0.75,0.42,29,10.056416703136618,10.051315791560926,0.005100911575691924
0.75,0.42,30,5.71286285546935,5.7082744930210785,0.0045883624482714325
0.75,0.42,31,2.6657625933416824,2.6657336345585647,2.8958783117705167e-05
0.75,0.42,32,8.06832943719515,8.034877368285365,0.03345206890978503
0.75,0.42,33,12.96138352083046,12.9765534732283,-0.015169952397840802
0.75,0.42,34,5.469168640535411,5.4683610121972315,0.0008076283381797111
0.75,0.42,35,10.470135875462132,10.451985025375743,0.01815085008638917
0.75,0.42,36,9.424948567667753,9.420415926398599,0.004532641269154425
0.75,0.42,37,5.469168640535411,5.4683610121972315,0.0008076283381797111
0.75,0.42,38,8.232676512810235,8.220888880088085,0.01178763272215022
0.75,0.42,39,11.641207165238182,11.662006610352478,-0.020799445114295878
0.75,0.43,0,5.435626771778872,5.435336789518971,0.00028998225990140014
0.75,0.43,1,4.942902759639295,4.936112477505951,0.006790282133343872
0.75,0.43,2,5.00025533036529,5.001881825518686,-0.0016264951533964123
0.75,0.43,3,10.22127530345824,10.232570568051178,-0.011295264592938281
0.75,0.43,4,6.328076107321152,6.3319283317304675,-0.003852224409315319
0.75,0.43,5,5.792967221331978,5.788397793841982,0.004569427489995448
0.75,0.43,6,9.386672010021611,9.3823064129225,0.00436559709911144
0.75,0.43,7,5.6513248003004,5.642384233103306,0.008940567197093685
0.75,0.43,8,13.613704748373966,13.640688033006006,-0.02698328463204014
0.75,0.43,9,8.74354081405338,8.74576131950111,-0.0022205054477293373
0.75,0.43,10,5.435626771780533,5.435336789520631,0.0002899822599022883
0.75,0.43,11,5.792967221331978,5.788397793841982,0.004569427489995448
0.75,0.43,12,5.450496295705921,5.44216031290656,0.008335982799361652
0.75,0.43,13,6.985862136911273,6.97784418672038,0.008017950190892797
0.75,0.43,14,5.517022849868714,5.508498809029674,0.008524040839040126
0.75,0.43,15,9.746746925317309,9.741063652657932,0.005683272659377181
0.75,0.43,16,10.043259532651174,10.038349838096826,0.004909694554347865
0.75,0.43,17,2.582559311951544,2.580992097492943,0.001567214458601196
0.75,0.43,18,7.930025219246896,7.94816254237381,-0.018137323126913962
0.75,0.43,19,10.729912423324084,10.723248000466015,0.00666442285806923
0.75,0.43,20,2.994991140880449,2.99544254016014,-0.0004513992796910671
0.75,0.43,21,10.957515931711121,10.937340334286372,0.020175597424749725
0.75,0.43,22,5.308574799580633,5.3063198177374105,0.002254981843222481
0.75,0.43,23,8.475684675807202,8.466730630823463,0.00895404498373864
0.75,0.43,24,8.826670318393225,8.81341253213115,0.0132577862620753
0.75,0.43,25,5.792967221331978,5.788397793841982,0.004569427489995448
0.75,0.43,26,8.612948681994,8.599403019016119,0.013545662977881179
0.75,0.43,27,4.416310981981011,4.4205304380028085,-0.0042194560217971855
0.75,0.43,28,2.6639719623447795,2.6634292130316104,0.0005427493131691108
0.75,0.43,29,10.002851501171786,9.997970340727043,0.00488116044474296
0.75,0.43,30,5.792967221331978,5.788397793841982,0.004569427489995448
0.75,0.43,31,2.6112356865898083,2.611183945362523,5.174122728535124e-05
0.75,0.43,32,8.471082371784426,8.444213915460105,0.02686845632432089
0.75,0.43,33,13.623772943930751,13.637872124185535,-0.014099180254783406
0.75,0.43,34,5.435626771780533,5.435336789520631,0.0002899822599022883
0.75,0.43,35,9.95456159893348,9.935570222614547,0.018991376318933106
0.75,0.43,36,9.386672010021611,9.3823064129225,0.00436559709911144
0.75,0.43,37,5.435626771780533,5.435336789520631,0.0002899822599022883
0.75,0.43,38,8.167171426389741,8.156408514276576,0.010762912113165157
0.75,0.43,39,11.1419540836164,11.159065292998733,-0.01711120938233357
0.75,0.44,0,5.378858456964479,5.379071104695988,-0.0002126477315087527
0.75,0.44,1,4.897912744226549,4.891140681807435,0.006772062419113212
0.75,0.44,2,4.883875378293202,4.88605607159243,-0.002180693299227876
0.75,0.44,3,10.225564212098096,10.237384307899967,-0.011820095801871489
0.75,0.44,4,6.39026301374968,6.394360430715002,-0.004097416965322509
0.75,0.44,5,5.869978356889337,5.865448181889328,0.0045301750000090735
0.75,0.44,6,9.336370087225706,9.332193469606752,0.004176617618954381
0.75,0.44,7,5.585719448376324,5.576832906759554,0.008886541616769605
0.75,0.44,8,13.31416597747909,13.341570271493294,-0.027404294014203856
0.75,0.44,9,8.575749929068046,8.58031797184502,-0.0045680427769738685
0.75,0.44,10,5.3788584569660856,5.379071104697595,-0.0002126477315096409
0.75,0.44,11,5.869978356889337,5.865448181889328,0.0045301750000090735
0.75,0.44,12,5.411389214167086,5.403025872694985,0.008363341472100494
0.75,0.44,13,6.914162651224243,6.906377958438367,0.007784692785875791
0.75,0.44,14,5.4797379106839985,5.471176767382651,0.00856114330134794
0.75,0.44,15,9.667754263932835,9.672591581171906,-0.004837317239070771
0.75,0.44,16,9.97422357240293,9.969563678375774,0.004659894027156497
0.75,0.44,17,2.5299365867314063,2.528404751657024,0.0015318350743824816
0.75,0.44,18,7.436994960543557,7.4538369388498635,-0.016841978306306515
0.75,0.44,19,10.46658497942183,10.458436932414036,0.00814804700779348
0.75,0.44,20,2.9493653361303642,2.9497767172030613,-0.00041138107269711455
0.75,0.44,21,10.950236648938938,10.932569538585922,0.017667110353016824
0.75,0.44,22,5.254190405695775,5.253703113164567,0.000487292531207828
0.75,0.44,23,8.515498142403365,8.505256909388242,0.010241233015122475
0.75,0.44,24,8.241255498078736,8.228530680250506,0.012724817828230428
0.75,0.44,25,5.869978356889337,5.865448181889328,0.0045301750000090735
0.75,0.44,26,8.101810035355257,8.08746677903948,0.014343256315777708
0.75,0.44,27,4.3430435799728935,4.343290527882695,-0.00024694790980195336
0.75,0.44,28,2.628931521099597,2.6294045345202104,-0.0004730134206134551
0.75,0.44,29,9.933468266194689,9.928833791718697,0.004634474475992079
0.75,0.44,30,5.869978356889337,5.865448181889328,0.0045301750000090735
0.75,0.44,31,2.5585620397018225,2.558491468101121,7.05716007014523e-05
0.75,0.44,32,8.625176993342428,8.608748845430693,0.016428147911735635
0.75,0.44,33,14.078957068030068,14.090872884582737,-0.011915816552669156
0.75,0.44,34,5.3788584569660856,5.379071104697595,-0.0002126477315096409
0.75,0.44,35,9.355340509946037,9.336628703774034,0.01871180617200352
0.75,0.44,36,9.336370087225706,9.332193469606752,0.004176617618954381
0.75,0.44,37,5.3788584569660856,5.379071104697595,-0.0002126477315096409
0.75,0.44,38,8.231123324104747,8.22010358302347,0.011019741081277346
0.75,0.44,39,11.537047401167356,11.558243320969984,-0.021195919802627472
0.75,0.45,0,5.299613340267364,5.300291326505797,-0.0006779862384327373
0.75,0.45,1,4.8626613875804425,4.855900403183361,0.006760984397081948
0.75,0.45,2,4.753139283571868,4.755776810726457,-0.002637527154588426
0.75,0.45,3,10.145859636718901,10.1580077789043,-0.01214814218539928
0.75,0.45,4,6.403533709481447,6.407764337279591,-0.004230627798143871
0.75,0.45,5,5.941112285629531,5.936646172424954,0.004466113204577127
0.75,0.45,6,9.27230091694884,9.268333142546354,0.0039677744024864126
0.75,0.45,7,5.5313940869694544,5.522553080928961,0.00884100604049376
0.75,0.45,8,14.026861981138744,14.057194134327064,-0.030332153188320277
0.75,0.45,9,8.365527359299447,8.372092567005508,-0.006565207706060505
0.75,0.45,10,5.299613340268898,5.300291326507334,-0.0006779862384354018
0.75,0.45,11,5.941112285629531,5.936646172424954,0.004466113204577127
0.75,0.45,12,5.389414430065768,5.38099579390106,0.008418636164708282
0.75,0.45,13,6.8436290587585935,6.836141200126162,0.007487858632431177
0.75,0.45,14,5.461296763059641,5.452664435183741,0.008632327875900181
0.75,0.45,15,9.377435491717138,9.391027954990662,-0.013592463273523592
0.75,0.45,16,9.887300935431588,9.882914635422567,0.004386300009020516
0.75,0.45,17,2.483599372616842,2.48210114615145,0.0014982264653919941
0.75,0.45,18,6.98074981203445,6.996229162005599,-0.01547934997114897
0.75,0.45,19,10.585233327436185,10.575113988507042,0.01011933892914385
0.75,0.45,20,2.9077530064093673,2.9085237534122648,-0.0007707470028974761
0.75,0.45,21,10.859615280077987,10.844758214649278,0.014857065428708793
0.75,0.45,22,5.152815370218428,5.153938398228812,-0.0011230280103839974
0.75,0.45,23,8.572074464036694,8.561737233752135,0.01033723028455924
0.75,0.45,24,7.682057541530552,7.670140057532779,0.011917483997772926
0.75,0.45,25,5.941112285629531,5.936646172424954,0.004466113204577127
0.75,0.45,26,7.626754550910912,7.613030980934916,0.013723569975995886
0.75,0.45,27,4.317270813786514,4.318067448512664,-0.0007966347261501028
0.75,0.45,28,2.597509779234284,2.597957627718306,-0.0004478484840220176
0.75,0.45,29,9.846549885614344,9.842185362149081,0.004364523465262948
0.75,0.45,30,5.941112285629531,5.936646172424954,0.004466113204577127
0.75,0.45,31,2.5079850956168794,2.5078994842025066,8.561141437279929e-05
0.75,0.45,32,8.495565943439626,8.490666129230732,0.004899814208894071
0.75,0.45,33,14.280706762307904,14.289590171881684,-0.008883409573780199
0.75,0.45,34,5.299613340268898,5.300291326507334,-0.0006779862384354018
0.75,0.45,35,8.740277641903988,8.722535053510548,0.017742588393440784
0.75,0.45,36,9.27230091694884,9.268333142546354,0.0039677744024864126
0.75,0.45,37,5.299613340268898,5.300291326507334,-0.0006779862384354018
0.75,0.45,38,8.290699923017616,8.279558365234164,0.011141557783451717
0.75,0.45,39,11.867955576229045,11.890276488479971,-0.022320912250926028
0.75,0.46,0,5.199814433841001,5.20090183861331,-0.001087404772309064
0.75,0.46,1,4.83631659892762,4.829561797960808,0.0067548009668119136
0.75,0.46,2,4.674968314466215,4.672437682184798,0.0025306322814167004
0.75,0.46,3,9.988334763671688,10.00059735538467,-0.012262591712982385
0.75,0.46,4,6.367519596183508,6.37176729813856,-0.004247701955052641
0.75,0.46,5,6.003369600599158,5.998996237412487,0.004373363186671142
0.75,0.46,6,9.193204891970664,9.189462689579084,0.003742202391579852
0.75,0.46,7,5.50397142547424,5.495111540129388,0.008859885344851826
0.75,0.46,8,14.530364040986301,14.563075836784488,-0.03271179579818728
0.75,0.46,9,8.119970390473439,8.128112044244093,-0.00814165377065379
0.75,0.46,10,5.199814433842453,5.200901838614762,-0.001087404772309064
0.75,0.46,11,6.003369600599158,5.998996237412487,0.004373363186671142
0.75,0.46,12,5.378019559162268,5.369536761605211,0.00848279755705672
0.75,0.46,13,6.775266341395521,6.768126387127122,0.007139954268398974
0.75,0.46,14,5.453749152963489,5.445035763769204,0.008713389194284993
0.75,0.46,15,8.935169507816838,8.954544994389883,-0.01937548657304511
0.75,0.46,16,9.781432167689985,9.77733807917261,0.0040940885173750274
0.75,0.46,17,2.443099486414173,2.4416334403010564,0.0014660461131166258
0.75,0.46,18,6.561955302377013,6.576085394472734,-0.014130092095721025
0.75,0.46,19,11.105084900965736,11.09155034116991,0.01353455979582563
0.75,0.46,20,2.8952491221518835,2.8960032245718015,-0.0007541024199180235
0.75,0.46,21,10.686349963609937,10.67440071012008,0.011949253489856204
0.75,0.46,22,5.012018785665614,5.014480569009037,-0.002461783343423285
0.75,0.46,23,8.606177706260311,8.595953420956487,0.010224285303824132
0.75,0.46,24,7.1681176033526475,7.157105424346658,0.011012179005989609
0.75,0.46,25,6.003369600599158,5.998996237412487,0.004373363186671142
0.75,0.46,26,7.190708285791306,7.177736904199392,0.01297138159191391
0.75,0.46,27,4.269498046887321,4.270809361825375,-0.0013113149380536981
0.75,0.46,28,2.5635815546735476,2.564003331369753,-0.00042177669620535596
0.75,0.46,29,9.741054217734282,9.736977863449171,0.004076354285110995
0.75,0.46,30,6.003369600599158,5.998996237412487,0.004373363186671142
0.75,0.46,31,2.4608968233099335,2.461796111486181,-0.0008992881762472926
0.75,0.46,32,8.12802780521981,8.132612108956668,-0.004584303736857365
0.75,0.46,33,14.217786719872663,14.223294280289474,-0.00550756041681133
0.75,0.46,34,5.199814433842453,5.200901838614762,-0.001087404772309064
0.75,0.46,35,8.151527709302451,8.135076251920072,0.016451457382379076
0.75,0.46,36,9.193204891970664,9.189462689579084,0.003742202391579852
0.75,0.46,37,5.199814433842453,5.200901838614762,-0.001087404772309064
0.75,0.46,38,8.346929193096816,8.3357988771682,0.011130315928616241
0.75,0.46,39,12.03068398415788,12.053663819586536,-0.02297983542865545
0.75,0.47,0,5.148314037179052,5.143425865499263,0.004888171679788833
0.75,0.47,1,4.818104622078706,4.811353581863107,0.006751040215599247
0.75,0.47,2,4.670964824810494,4.668832609712773,0.002132215097721435
0.75,0.47,3,9.762391976495156,9.774555311512326,-0.012163335017170596
0.75,0.47,4,6.285461894632048,6.289620684724369,-0.0041587900923207854
0.75,0.47,5,6.053673986233256,6.0494248001334725,0.004249186099783309
0.75,0.47,6,9.098385231563547,9.094881284503202,0.0035039470603450695
0.75,0.47,7,5.510192123096603,5.501229904570694,0.008962218525908838
0.75,0.47,8,14.75424257850445,14.788418944060112,-0.03417636555566261
0.75,0.47,9,8.040709984649883,8.032886436128425,0.007823548521457724
0.75,0.47,10,5.082345499545663,5.083773535541521,-0.001428035995858501
0.75,0.47,11,6.053673986233256,6.0494248001334725,0.004249186099783309
0.75,0.47,12,5.376479837889448,5.367926877925129,0.008552959964319484
0.75,0.47,13,6.708996821324816,6.702247796393867,0.006749024930948977
0.75,0.47,14,5.456401959137985,5.4476004684140875,0.008801490723897132
0.75,0.47,15,8.685204293587354,8.66811952150782,0.017084772079533295
0.75,0.47,16,9.656327288102696,9.652537765736142,0.0037895223665547206
0.75,0.47,17,2.408029912895985,2.406594946721156,0.0014349661748291886
0.75,0.47,18,6.179732608942779,6.192575811340841,-0.012843202398062026
0.75,0.47,19,11.57179508673661,11.55457581341309,0.017219273323521023
0.75,0.47,20,2.8757664102480587,2.8764998523763436,-0.0007334421282849668
0.75,0.47,21,10.437780474239647,10.428630459304516,0.009150014935130457
0.75,0.47,22,5.119752348667395,5.1109501609682875,0.008802187699107122
0.75,0.47,23,8.616634631420816,8.606730811163288,0.00990382025752723
0.75,0.47,24,6.706132674301466,6.696021039138918,0.010111635162548538
0.75,0.47,25,6.053673986233256,6.0494248001334725,0.004249186099783309
0.75,0.47,26,6.79643534528838,6.7842429848415,0.012192360446880102
0.75,0.47,27,4.201095365895859,4.202861564432693,-0.0017661985368340183
0.75,0.47,28,2.5276585309465784,2.5280538006343765,-0.00039526968779801663
0.75,0.47,29,9.61669146208192,9.612915393330123,0.003776068751797368
0.75,0.47,30,6.053673986233256,6.0494248001334725,0.004249186099783309
0.75,0.47,31,2.4255129658689025,2.426392089683362,-0.000879123814459426
0.75,0.47,32,7.616914808590629,7.627471050778481,-0.010556242187852227
0.75,0.47,33,13.916154528179774,13.918488054442474,-0.002333526262699337
0.75,0.47,34,5.082345499545663,5.083773535541521,-0.001428035995858501
0.75,0.47,35,7.610240898133907,7.595161599418469,0.015079298715438227
0.75,0.47,36,9.098385231563547,9.094881284503202,0.0035039470603450695
0.75,0.47,37,5.082345499545663,5.083773535541521,-0.001428035995858501
0.75,0.47,38,8.399144514795305,8.388161612338983,0.010982902456321497
0.75,0.47,39,12.009253535977983,12.032370072122873,-0.023116536144890176
0.75,0.48,0,5.228726513322592,5.224772863105789,0.003953650216803162
0.75,0.48,1,4.80729012154016,4.800543166760478,0.006746954779682568
0.75,0.48,2,4.655453570852759,4.653739213154994,0.0017143576977654007
0.75,0.48,3,9.47949467465721,9.491360369505554,-0.011865694848342656
0.75,0.48,4,6.163528434366673,6.167513527498528,-0.003985093131855244
0.75,0.48,5,6.089063411118445,6.084970892570403,0.004092518548042712
0.75,0.48,6,8.987754901963122,8.984497197171107,0.003257704792014593
0.75,0.48,7,5.52626566406406,5.517196545958535,0.009069118105525575
0.75,0.48,8,14.66557791707446,14.70007327817293,-0.03449536109846996
0.75,0.48,9,8.048558673104948,8.042130448315072,0.006428224789875259
0.75,0.48,10,4.95073686330196,4.952430549380202,-0.0016936860782426066
0.75,0.48,11,6.089063411118445,6.084970892570403,0.004092518548042712
0.75,0.48,12,5.3840958396795715,5.375470142287688,0.008625697391883236
0.75,0.48,13,6.774349862285135,6.767741446501515,0.006608415783619925
0.75,0.48,14,5.468586106419027,5.4596929224912305,0.008893183927796144
0.75,0.48,15,8.845048856273293,8.836086067661034,0.008962788612258521
0.75,0.48,16,9.51248965554176,9.509010178502205,0.003479477039554979
0.75,0.48,17,2.3780180090660963,2.376613337130453,0.001404671935643087
0.75,0.48,18,5.8322697608603296,5.843915036258849,-0.011645275398519672
0.75,0.48,19,11.96002121584369,11.939097968313323,0.02092324753036756
0.75,0.48,20,2.8498154897566974,2.850524887889354,-0.0007093981326566912
0.75,0.48,21,10.467897776048634,10.45687663609818,0.011021139950454284
0.75,0.48,22,5.224269608953721,5.216817503716899,0.0074521052368217156
0.75,0.48,23,8.601109248163374,8.591727366910765,0.009381881252608082
0.75,0.48,24,6.2958810759684605,6.286613756964029,0.00926731900443123
0.75,0.48,25,6.089063411118445,6.084970892570403,0.004092518548042712
0.75,0.48,26,6.444345938927883,6.432906339082442,0.011439599845441073
0.75,0.48,27,4.1145231707706325,4.116666609606856,-0.002143438836223588
0.75,0.48,28,2.4902221154049946,2.4905908333522007,-0.0003687179472060542
0.75,0.48,29,9.473947344436374,9.47047697884154,0.003470365594832714
0.75,0.48,30,6.089063411118445,6.084970892570403,0.004092518548042712
0.75,0.48,31,2.396706893619812,2.3962523916696092,0.00045450195020269035
0.75,0.48,32,7.05439069055547,7.06772536712652,-0.013334676571049364
0.75,0.48,33,13.427729580770754,13.42747554944053,0.00025403133022372515
0.75,0.48,34,4.95073686330196,4.952430549380202,-0.0016936860782426066
0.75,0.48,35,7.123921195961314,7.110163332886791,0.01375786307452298
0.75,0.48,36,8.987754901963122,8.984497197171107,0.003257704792014593
0.75,0.48,37,4.95073686330196,4.952430549380202,-0.0016936860782426066
0.75,0.48,38,8.445004723500276,8.43431290565508,0.010691817845195573
0.75,0.48,39,11.808963802871705,11.83171163211261,-0.022747829240904238
0.75,0.49,0,5.280363823931759,5.277456720567989,0.0029071033637695365
0.75,0.49,1,4.803157792943593,4.7964183170594135,0.006739475884179669
0.75,0.49,2,4.627793495271886,4.626505951943615,0.001287543328270857
0.75,0.49,3,9.151996159044733,9.16339313950264,-0.01139698045790638
0.75,0.49,4,6.097352317573039,6.098541363691576,-0.00118904611853754
0.75,0.49,5,6.106920132532595,6.103015728266142,0.003904404266453554
0.75,0.49,6,8.861841623680537,8.858833137517152,0.0030084861633845605
0.75,0.49,7,5.551551350358209,5.542375001439567,0.009176348918641608
0.75,0.49,8,14.282694419280407,14.316373969655153,-0.033679550374746015
0.75,0.49,9,8.026617544046546,8.021645885162588,0.004971658883958341
0.75,0.49,10,4.808814952047826,4.810699460863389,-0.0018845088155625689
0.75,0.49,11,6.106920132532595,6.103015728266142,0.003904404266453554
0.75,0.49,12,5.4001693987016575,5.391472491099125,0.008696907602532278
0.75,0.49,13,7.011445987580929,7.004592827343588,0.0068531602373411715
0.75,0.49,14,5.489631547663608,5.480647273262669,0.008984274400939185
0.75,0.49,15,8.833968011139048,8.833426556309737,0.0005414548293103394
0.75,0.49,16,9.351177522706736,9.348006629912321,0.003170892794415181
0.75,0.49,17,2.3527195293917176,2.3513446681600128,0.001374861231704827
0.75,0.49,18,5.530270339609406,5.537628295700479,-0.007357956091072815
0.75,0.49,19,12.243136712514112,12.218827412795898,0.024309299718213495
0.75,0.49,20,2.8179933290624857,2.8186759446487213,-0.0006826155862356131
0.75,0.49,21,10.536314537478345,10.526634815710628,0.009679721767717808
0.75,0.49,22,5.28552519504677,5.279674691666142,0.005850503380627536
0.75,0.49,23,8.556450444048071,8.547778930725586,0.008671513322484614
0.75,0.49,24,6.132100990011717,6.121930948274991,0.010170041736726532
0.75,0.49,25,6.106920132532595,6.103015728266142,0.003904404266453554
0.75,0.49,26,6.292316884900051,6.281363917780656,0.010952967119394863
0.75,0.49,27,4.013012541704561,4.015446351059473,-0.0024338093549118867
