real,imag
4.082482904638630727e-01,0.000000000000000000e+00
4.082482904638630727e-01,0.000000000000000000e+00
4.082482904638630727e-01,0.000000000000000000e+00
-4.082482904638630727e-01,0.000000000000000000e+00
-4.082482904638630727e-01,0.000000000000000000e+00
-4.082482904638630727e-01,0.000000000000000000e+00
