line_id,mode1,mode2,mode3
0,0.08391140618824909,0.06383640289214909,-0.13566846147278183
1,0.28577370167502847,0.03568328158490704,-0.040352990715905895
2,0.06640044599490508,0.08634667778256189,-0.20963812036830443
3,-0.3400867855253991,-0.16735982151631423,0.014516315133039193
4,-0.06559006426408795,0.011711789928761596,-0.07865727172831699
5,0.06562503466396377,0.08486535629624423,-0.20812675570084957
6,-0.0031664097334956616,0.13124462999079098,0.2723970387911259
7,0.30461997640107613,0.11635689437396354,-0.09417652792810824
8,-0.37157372852755177,0.21368380898209813,-0.38231691521828987
9,-0.052294208155300094,0.3260188060653342,0.08749068052083188
10,0.11358224944334941,-0.012196686279141446,0.025026352655070607
11,-0.11936763310094244,0.7953279597388886,0.24691825004571663
12,0.25258918836361877,0.07864105023766434,-0.17402961065400752
13,0.1291199005810059,0.08125225022444091,0.04744736566265835
14,0.32727675109713433,-0.07000237798624644,-0.11313564168679002
15,0.08210904755317756,0.04011314378568037,-0.12424158703822331
16,0.061099993513002965,0.032105130073967404,0.0376755657897979
17,0.03758823229443234,-0.0059942421097427786,0.02999641210885663
18,0.05661397569038289,0.03483074900245081,0.053171711149179464
19,0.037990400572433344,-0.035832065211841575,-0.38563021215226656
20,0.040424683162357936,-0.002628593676252321,0.02374251111533776
21,-0.21495305105671603,0.13847046421288678,-0.4176282137968501
22,0.08555096172299308,0.06740802336190525,-0.13257268363212116
23,-0.002732658644511103,0.08461460246268167,0.1476117441683974
24,-0.06559006426408795,0.011711789928761622,-0.07865727172831699
25,-0.18050903374907998,0.10883582412616537,-0.14976493348649472
26,-0.06559006426408795,0.011711789928761622,-0.07865727172831699
27,0.10735110530777162,0.007666547270848875,0.033380181818350355
28,0.038156831429189846,-0.00568158463721384,0.028015260639892965
29,0.10839412337015662,0.01159455067684692,0.03595302803035361
30,0.061320006552643726,0.03647212498755288,0.045480971257617395
31,0.03535095285502157,-0.006595305350366707,0.036430182458936165
32,0.0882580346097405,0.0500989338733714,-0.13058226157806083
33,0.1136861224556122,0.007854127107987689,0.013121839268073993
34,0.06640044599490508,0.08634667778256173,-0.2096381203683042
35,-0.06559006426408795,0.011711789928761622,-0.07865727172831699
36,0.3214638306860519,0.2100513009042781,-0.03510764802796111
37,0.13764465489483155,0.05262435975921093,-0.018850192400563185
38,0.19023377478641826,0.06861794558213163,-0.11941007514002927
39,0.06123562586494906,0.08492512344488126,-0.18506582215957557
