,weight
sec0_m0,8.961878140869644
sec0_m1,10.112254156998032
sec0_m2,10.500444263827001
sec1_m0,8.961878140869644
sec1_m1,10.112254156998032
sec1_m2,10.500444263827001
sec2_m0,8.961878140869644
sec2_m1,10.112254156998032
sec2_m2,10.500444263827001
sec3_m0,8.961878140869644
sec3_m1,10.112254156998032
sec3_m2,10.500444263827001
