lambda,mu,m,base_rank,branch,eigval,base_eigval,coin_slope,defect_mass,ipr,mult,defect_localized
0.0,0.0,5,1,anti,4.770531255977426,4.770531255977426,-1.0,0.11664547396193398,0.035281010161575366,3,0
0.0,0.0,5,1,sym,4.770531255977426,4.770531255977426,3.0,0.11664547396193398,0.035281010161575366,1,0
0.0,0.0,1,1,anti,4.770531255977426,4.770531255977426,-1.0,0.11664547396193398,0.035281010161575366,3,0
0.0,0.0,4,1,anti,4.704072668327496,4.704072668327496,-1.0,0.0641287854670099,0.037002255311047214,3,0
0.0,0.0,4,1,sym,4.704072668327496,4.704072668327496,3.0,0.0641287854670099,0.037002255311047214,1,0
0.0,0.0,2,1,anti,4.704072668327494,4.704072668327494,-1.0,0.06412878546700992,0.037002255311047234,3,0
0.0,0.0,2,1,sym,4.704072668327494,4.704072668327494,3.0,0.06412878546700992,0.037002255311047234,1,0
0.0,0.0,3,1,anti,4.669576639044021,4.669576639044021,-1.0,0.03399626519797557,0.03871971412955419,3,0
0.0,0.0,3,1,sym,4.669576639044021,4.669576639044021,3.0,0.03399626519797557,0.03871971412955419,1,0
0.0,0.0,1,2,sym,3.7054412305946682,3.7054412305946682,3.0,0.16505988584013484,0.030746133028913592,1,0
0.0,0.0,1,2,anti,3.7054412305946682,3.7054412305946682,-1.0,0.16505988584013484,0.030746133028913592,3,0
0.0,0.0,5,2,anti,3.7054412305946682,3.7054412305946682,-1.0,0.16505988584013484,0.030746133028913592,3,0
0.0,0.0,5,2,sym,3.7054412305946682,3.7054412305946682,3.0,0.16505988584013484,0.030746133028913592,1,0
0.0,0.0,2,2,sym,3.7015892187557564,3.7015892187557564,3.0,0.11043226045022043,0.03424966314640291,1,0
0.0,0.0,2,2,anti,3.7015892187557564,3.7015892187557564,-1.0,0.11043226045022043,0.03424966314640291,3,0
0.0,0.0,4,2,anti,3.701589218755756,3.701589218755756,-1.0,0.11043226045022776,0.0342496631464022,3,0
0.0,0.0,4,2,sym,3.701589218755756,3.701589218755756,3.0,0.11043226045022776,0.0342496631464022,1,0
0.0,0.0,3,2,anti,3.695995880997437,3.695995880997437,-1.0,0.06178075423914199,0.04489782267857672,3,0
0.0,0.0,3,2,sym,3.695995880997437,3.695995880997437,3.0,0.06178075423914199,0.04489782267857672,1,0
0.0,0.0,0,2,sym,3.695275930339779,3.695275930339779,3.0,0.3113479398374075,0.04780263020115391,1,1
0.0,0.0,0,2,anti,3.695275930339779,3.695275930339779,-1.0,0.3113479398374075,0.04780263020115391,3,1
0.0,0.0,0,3,sym,3.695275930339778,3.695275930339778,3.0,0.0485304104431732,0.047802630201153974,1,0
0.0,0.0,0,3,anti,3.695275930339778,3.695275930339778,-1.0,0.0485304104431732,0.047802630201153974,3,0
0.0,0.0,1,3,anti,3.6785893249853685,3.6785893249853685,-1.0,0.19093888817182345,0.030512936124678317,3,0
0.0,0.0,1,3,sym,3.6785893249853685,3.6785893249853685,3.0,0.19093888817182345,0.030512936124678317,1,0
0.0,0.0,5,3,sym,3.6785893249853685,3.6785893249853685,3.0,0.19093888817182345,0.030512936124678317,1,0
0.0,0.0,5,3,anti,3.6785893249853685,3.6785893249853685,-1.0,0.19093888817182345,0.030512936124678317,3,0
0.0,0.0,4,3,anti,3.6651490330615926,3.6651490330615926,-1.0,0.22888918616493728,0.03027192347171416,3,1
0.0,0.0,4,3,sym,3.6651490330615926,3.6651490330615926,3.0,0.22888918616493728,0.03027192347171416,1,1
0.0,0.0,2,3,anti,3.6651490330615917,3.6651490330615917,-1.0,0.22888918616494527,0.03027192347171432,3,1
0.0,0.0,2,3,sym,3.6651490330615917,3.6651490330615917,3.0,0.22888918616494527,0.03027192347171432,1,1
0.0,0.0,3,3,sym,3.6595010246490856,3.6595010246490856,3.0,0.2613674439983295,0.0377883136215477,1,1
0.0,0.0,3,3,anti,3.6595010246490856,3.6595010246490856,-1.0,0.2613674439983295,0.0377883136215477,3,1
0.0,0.0,0,4,anti,3.4191281165160383,3.4191281165160383,-1.0,0.15105368799057994,0.03354414608827926,3,0
0.0,0.0,0,4,sym,3.4191281165160383,3.4191281165160383,3.0,0.15105368799057994,0.03354414608827926,1,0
0.0,0.0,1,4,sym,3.4023190984133245,3.4023190984133245,3.0,0.18112963742222354,0.030176602772656123,1,0
0.0,0.0,1,4,anti,3.4023190984133245,3.4023190984133245,-1.0,0.18112963742222354,0.030176602772656123,3,0
0.0,0.5,0,1,sym,4.892777934815009,4.892777934815009,3.0,0.230131746329314,0.035994807115352585,1,1
0.0,0.5,0,1,anti,4.892777934815009,4.892777934815009,-1.0,0.230131746329314,0.035994807115352585,3,1
0.0,0.5,1,1,sym,4.846962436457334,4.846962436457334,3.0,0.19781674317975873,0.03512132696792497,1,0
0.0,0.5,5,1,anti,4.846962436457334,4.846962436457334,-1.0,0.19781674317975873,0.03512132696792497,3,0
0.0,0.5,5,1,sym,4.846962436457334,4.846962436457334,3.0,0.19781674317975873,0.03512132696792497,1,0
0.0,0.5,1,1,anti,4.846962436457334,4.846962436457334,-1.0,0.19781674317975873,0.03512132696792497,3,0
0.0,0.5,4,1,anti,4.745928093943269,4.745928093943269,-1.0,0.10955594078294256,0.03563232266905154,3,0
0.0,0.5,4,1,sym,4.745928093943269,4.745928093943269,3.0,0.10955594078294256,0.03563232266905154,1,0
0.0,0.5,2,1,anti,4.745928093943267,4.745928093943267,-1.0,0.10955594078294267,0.03563232266905153,3,0
0.0,0.5,2,1,sym,4.745928093943267,4.745928093943267,3.0,0.10955594078294267,0.03563232266905153,1,0
0.0,0.5,3,1,anti,4.689505139070637,4.689505139070637,-1.0,0.04690942582409448,0.03854227801850089,3,0
0.0,0.5,3,1,sym,4.689505139070637,4.689505139070637,3.0,0.04690942582409448,0.03854227801850089,1,0
0.0,0.5,4,2,sym,3.894449418943542,3.894449418943542,3.0,0.5410882753944684,0.05853250295357065,1,1
0.0,0.5,4,2,anti,3.894449418943542,3.894449418943542,-1.0,0.5410882753944684,0.05853250295357065,3,1
0.0,0.5,2,2,sym,3.8944494189435415,3.8944494189435415,3.0,0.5410882753944685,0.058532502953570625,1,1
0.0,0.5,2,2,anti,3.8944494189435415,3.8944494189435415,-1.0,0.5410882753944685,0.058532502953570625,3,1
0.0,0.5,3,2,anti,3.8922040089194176,3.8922040089194176,-1.0,0.6135322780922262,0.07419309077167924,3,1
0.0,0.5,3,2,sym,3.8922040089194176,3.8922040089194176,3.0,0.6135322780922262,0.07419309077167924,1,1
0.0,0.5,5,2,anti,3.8909820057225057,3.8909820057225057,-1.0,0.44849773246631985,0.04893952626025238,3,1
0.0,0.5,1,2,sym,3.8909820057225057,3.8909820057225057,3.0,0.44849773246631985,0.04893952626025238,1,1
0.0,0.5,5,2,sym,3.8909820057225057,3.8909820057225057,3.0,0.44849773246631985,0.04893952626025238,1,1
0.0,0.5,1,2,anti,3.8909820057225057,3.8909820057225057,-1.0,0.44849773246631985,0.04893952626025238,3,1
0.0,0.5,0,2,sym,3.886523330522055,3.886523330522055,3.0,0.4176482765231503,0.04881164834185031,1,1
0.0,0.5,0,2,anti,3.886523330522055,3.886523330522055,-1.0,0.4176482765231503,0.04881164834185031,3,1
0.0,0.5,0,3,sym,3.7196406462023504,3.7196406462023504,3.0,0.06165195837076571,0.04545323872618787,1,0
0.0,0.5,0,3,anti,3.7196406462023504,3.7196406462023504,-1.0,0.06165195837076571,0.04545323872618787,3,0
0.0,0.5,5,3,anti,3.715744531570275,3.715744531570275,-1.0,0.06126703712463772,0.04535199936007998,3,0
0.0,0.5,5,3,sym,3.715744531570275,3.715744531570275,3.0,0.06126703712463772,0.04535199936007998,1,0
0.0,0.5,1,3,sym,3.715744531570275,3.715744531570275,3.0,0.06126703712463772,0.04535199936007998,1,0
0.0,0.5,1,3,anti,3.715744531570275,3.715744531570275,-1.0,0.06126703712463772,0.04535199936007998,3,0
0.0,0.5,3,3,sym,3.714824765567412,3.714824765567412,3.0,0.0598111954431316,0.044038730319103596,1,0
0.0,0.5,3,3,anti,3.714824765567412,3.714824765567412,-1.0,0.0598111954431316,0.044038730319103596,3,0
0.0,0.5,4,3,anti,3.712922000944503,3.712922000944503,-1.0,0.06090843228071452,0.04493211887637124,3,0
0.0,0.5,4,3,sym,3.712922000944503,3.712922000944503,3.0,0.06090843228071452,0.04493211887637124,1,0
0.0,0.5,2,3,anti,3.7129220009445025,3.7129220009445025,-1.0,0.060908432280714395,0.04493211887637127,3,0
0.0,0.5,2,3,sym,3.7129220009445025,3.7129220009445025,3.0,0.060908432280714395,0.04493211887637127,1,0
0.0,0.5,0,4,anti,3.4738268418434854,3.4738268418434854,-1.0,0.08179015505462225,0.036355138166202866,3,0
0.0,0.5,0,4,sym,3.4738268418434854,3.4738268418434854,3.0,0.08179015505462225,0.036355138166202866,1,0
0.0,0.5,1,4,sym,3.467955925336284,3.467955925336284,3.0,0.09562328398577039,0.03363387878501919,1,0
0.0,0.5,1,4,anti,3.467955925336284,3.467955925336284,-1.0,0.09562328398577039,0.03363387878501919,3,0
0.0,0.75,0,1,sym,4.9582721225849244,4.9582721225849244,3.0,0.29624241738850693,0.03878054561065666,1,1
0.0,0.75,0,1,anti,4.9582721225849244,4.9582721225849244,-1.0,0.29624241738850693,0.03878054561065666,3,1
0.0,0.75,1,1,sym,4.904022510609046,4.904022510609046,3.0,0.2616746867684398,0.03684990698496783,1,1
0.0,0.75,5,1,anti,4.904022510609046,4.904022510609046,-1.0,0.2616746867684398,0.03684990698496783,3,1
0.0,0.75,5,1,sym,4.904022510609046,4.904022510609046,3.0,0.2616746867684398,0.03684990698496783,1,1
0.0,0.75,1,1,anti,4.904022510609046,4.904022510609046,-1.0,0.2616746867684398,0.03684990698496783,3,1
0.0,0.75,2,1,anti,4.778330532422465,4.778330532422465,-1.0,0.1531797971297539,0.03502163029898793,3,0
0.0,0.75,2,1,sym,4.778330532422465,4.778330532422465,3.0,0.1531797971297539,0.03502163029898793,1,0
0.0,0.75,4,1,anti,4.778330532422462,4.778330532422462,-1.0,0.15317979712975394,0.03502163029898793,3,0
0.0,0.75,4,1,sym,4.778330532422462,4.778330532422462,3.0,0.15317979712975394,0.03502163029898793,1,0
0.0,0.75,3,1,anti,4.702447798148743,4.702447798148743,-1.0,0.05732437529346796,0.03857032290287937,3,0
0.0,0.75,3,1,sym,4.702447798148743,4.702447798148743,3.0,0.05732437529346796,0.03857032290287937,1,0
0.0,0.75,3,2,anti,4.059344311938299,4.059344311938299,-1.0,0.7145363152431331,0.09473764863160967,3,1
0.0,0.75,3,2,sym,4.059344311938299,4.059344311938299,3.0,0.7145363152431331,0.09473764863160967,1,1
0.0,0.75,4,2,sym,4.037302617735166,4.037302617735166,3.0,0.5921272312903992,0.066847364553613,1,1
0.0,0.75,4,2,anti,4.037302617735166,4.037302617735166,-1.0,0.5921272312903992,0.066847364553613,3,1
0.0,0.75,2,2,sym,4.037302617735165,4.037302617735165,3.0,0.5921272312903987,0.06684736455361287,1,1
0.0,0.75,2,2,anti,4.037302617735165,4.037302617735165,-1.0,0.5921272312903987,0.06684736455361287,3,1
0.0,0.75,5,2,anti,4.00471239875777,4.00471239875777,-1.0,0.45488276329697225,0.04896633073721255,3,1
0.0,0.75,1,2,sym,4.00471239875777,4.00471239875777,3.0,0.45488276329697225,0.04896633073721255,1,1
0.0,0.75,5,2,sym,4.00471239875777,4.00471239875777,3.0,0.45488276329697225,0.04896633073721255,1,1
0.0,0.75,1,2,anti,4.00471239875777,4.00471239875777,-1.0,0.45488276329697225,0.04896633073721255,3,1
0.0,0.75,0,2,sym,3.990920776473224,3.990920776473224,3.0,0.4125793398140738,0.04708992378660527,1,1
0.0,0.75,0,2,anti,3.990920776473224,3.990920776473224,-1.0,0.4125793398140738,0.04708992378660527,3,1
0.0,0.75,0,3,sym,3.737375201516748,3.737375201516748,3.0,0.0815406508502443,0.04458331435960643,1,0
0.0,0.75,0,3,anti,3.737375201516748,3.737375201516748,-1.0,0.0815406508502443,0.04458331435960643,3,0
0.0,0.75,5,3,anti,3.7329861343042965,3.7329861343042965,-1.0,0.07813333937272299,0.04430730048383843,3,0
0.0,0.75,5,3,sym,3.7329861343042965,3.7329861343042965,3.0,0.07813333937272299,0.04430730048383843,1,0
0.0,0.75,1,3,sym,3.7329861343042965,3.7329861343042965,3.0,0.07813333937272299,0.04430730048383843,1,0
0.0,0.75,1,3,anti,3.7329861343042965,3.7329861343042965,-1.0,0.07813333937272299,0.04430730048383843,3,0
0.0,0.75,3,3,sym,3.7315394973402056,3.7315394973402056,3.0,0.07525563932733731,0.04291850156534404,1,0
0.0,0.75,3,3,anti,3.7315394973402056,3.7315394973402056,-1.0,0.07525563932733731,0.04291850156534404,3,0
0.0,0.75,2,3,anti,3.7297157826674576,3.7297157826674576,-1.0,0.07502568691438151,0.043763150147521065,3,0
0.0,0.75,2,3,sym,3.7297157826674576,3.7297157826674576,3.0,0.07502568691438151,0.043763150147521065,1,0
