potential,m,branch,mu_cross_mass0p6,max_defect_mass,max_ipr,eigval_mu_minus2,eigval_mu_plus2,defect_mass_mu_plus2,O6_mass_mu_plus2,O12_mass_mu_plus2,bias_mu_plus2,slope_mu_ge_1p5,localized_mass0p6,min_overlap,median_overlap
V_O12_4,2,17,,0.11113917625187629,0.05534849440809102,1.0754287703464311,1.2458062547302757,0.11113917625187629,0.06136102131301805,0.08153214943414429,O12,0.08838515732250034,0,0.9997720315345402,0.9999292384234513
V_O12_4,2,18,,0.20042979118202772,0.04617116546895693,0.9248523965020419,1.1512544866894354,0.06524762804763594,0.039022499762965845,0.026782222911218217,O6,0.032871177623014204,0,0.9997707927281984,0.9999180523400294
V_O12_4,2,19,,0.1077338118320866,0.03915712187522258,0.8590866061844413,1.0923051153060115,0.09516878902717703,0.0642596170288745,0.04310952900235817,O6,0.04913060230816594,0,0.9987608094386864,0.9999395312330511
V_O12_4,3,0,,0.5458901356391597,0.0933728007697583,4.6308301615208185,4.913874023547457,0.5458901356391597,0.19088538262420973,0.5137251229164949,O12,0.2937349182315906,0,0.9994642703310124,0.9999986816867066
V_O12_4,3,1,0.7250000000000001,0.7247135444817697,0.11788238554941606,3.659771200073434,4.640338639058999,0.4081657127561553,0.11184971914399333,0.3528141034591078,O12,0.52516800204845,1,0.9937982837634513,0.9999461271180216
V_O12_4,3,2,,0.26164779877035954,0.04486018571333759,3.515473831309113,3.849127016398759,0.2131088805044397,0.05056447036143158,0.19291635867324455,O12,0.147354968058335,0,0.9937882962584894,0.999972906970116
V_O12_4,3,3,,0.3446729678911167,0.0634941325657142,3.1656694150256985,3.5284584494275784,0.10730621838897692,0.021659376399768386,0.08633841731330083,O12,0.07969035492883658,0,0.9998542878669157,0.999946542758256
V_O12_4,3,4,,0.13509824131445414,0.04279404091923164,3.0326549036280053,3.2358205221721743,0.09748530388346595,0.018248157109885137,0.09111058652582456,O12,0.07664221383563699,0,0.9998992249164412,0.9999653388939402
V_O12_4,3,5,,0.22467099003420177,0.04668839874383028,2.7634291549820267,3.1415503118489707,0.22467099003420177,0.10778589044838019,0.2117210235606662,O12,0.17144841155797344,0,0.9998535561969394,0.9999260984593842
V_O12_4,3,6,,0.17921396800302541,0.045506179786694884,2.6198634883993055,2.9268324450121996,0.17921396800302541,0.11842435748752803,0.11355224585631331,O6,0.11293543845401433,0,0.9998355123359868,0.9999254141219603
V_O12_4,3,7,,0.21135676027788014,0.056467820471852205,2.460921333424822,2.6960712892370164,0.21135676027788014,0.03905932664833864,0.19458187688798656,O12,0.14086111235276497,0,0.9997711055373322,0.9999587021725344
V_O12_4,3,8,,0.36597166616621185,0.04951141608242558,2.2305927067429687,2.557833994527889,0.22015299597638105,0.18156013880273744,0.13601186249377792,O6,0.12812462943357347,0,0.999712260894635,0.999954641573188
V_O12_4,3,9,,0.35879323750445513,0.04560146486341195,1.9457293063796801,2.3515069278718466,0.18062563366824205,0.08139138650880971,0.12485769111963474,O12,0.16646796799941527,0,0.9998202080830898,0.9999087411453477
V_O12_4,3,10,,0.31963861530777865,0.0593509622503792,1.8665871538190582,2.1718101717700855,0.31963861530777865,0.11709336896097876,0.20577960132448886,O12,0.21956726870898016,0,0.9986023125030423,0.9999004435232121
V_O12_4,3,11,,0.20537675841523872,0.04752937470492716,1.761593490876139,1.9860651359708181,0.03284461018652925,0.009998438361005434,0.0315437855675675,O12,0.03380933866011724,0,0.9986448161235751,0.9999572393197855
V_O12_4,3,12,,0.1417048263872565,0.045799699283117945,1.5444740861447601,1.7747902264498914,0.09043230187845953,0.03862786178795477,0.07519187362301909,O12,0.05961728566133528,0,0.999769163262115,0.9998815916005249
V_O12_4,3,13,,0.1271227313675203,0.05549882459249654,1.4771070973040796,1.700302206813395,0.11942472432963075,0.08108126588619427,0.057309077942150594,O6,0.07805205530977535,0,0.9988591069519897,0.9998570031024159
V_O12_4,3,14,,0.19601471517350808,0.055901181073103254,1.386237605477154,1.6610680264067148,0.121055863771132,0.07972920254329872,0.04236329577886183,O6,0.04370900249257832,0,0.9988505669881991,0.999891493214911
V_O12_4,3,15,,0.18527826209059226,0.06179148246751358,1.244416021720259,1.4192269836628508,0.18527826209059226,0.09990297858649129,0.09094490176767545,O6,0.07745008518335642,0,0.999883640470574,0.9999674302449999
V_O12_4,3,16,,0.15053470673678515,0.07051344533618556,1.102510565868305,1.3329216882105097,0.13224631637862086,0.054970334283330376,0.08927392537986437,O12,0.09643282474578035,0,0.998743041671934,0.9999419490713362
V_O12_4,3,17,,0.09403954520359128,0.05987235406701855,1.0708668596953896,1.2169358911411927,0.08683685796377119,0.03034000489034403,0.0821812611915736,O12,0.0698454265899054,0,0.9987187886499229,0.9999285191049236
V_O12_4,3,18,,0.21822174013214626,0.07470731346015874,0.9275130371749847,1.1541311643768832,0.040956067079302924,0.012886009657568857,0.02810273317764844,O12,0.037301372211745266,0,0.9998354761747758,0.999912788590224
