eigenvalue
3.000000000000001
3.0000000000000004
3.0
3.0
2.999999999999999
2.999999999999999
-0.9999999999999993
-0.9999999999999993
-0.9999999999999994
-0.9999999999999996
-0.9999999999999996
-0.9999999999999996
-0.9999999999999998
-0.9999999999999998
-0.9999999999999999
-1.0
-1.0
-1.0
-1.0000000000000002
-1.0000000000000004
-1.0000000000000007
-1.0000000000000007
-1.0000000000000009
-1.0000000000000009
