m,node,top_eigval,top_eigvec,sigma_Z2,sum_phases_mod8,dist_from_base,degree_flip_graph
3,35,4.669576639044021,0.13617280045993693,1,0,1,5
3,36,4.669576639044021,0.026504338127961224,1,4,5,3
3,37,4.669576639044021,-0.022073794912656788,-1,6,4,3
3,38,4.669576639044021,0.2903143184768391,1,0,3,6
3,39,4.669576639044021,0.07366250959118012,1,4,5,3
3,40,4.669576639044021,-0.1559860455997171,-1,6,3,5
3,41,4.669576639044021,0.15234695996522626,1,0,4,5
3,42,4.669576639044021,-0.07049447465846129,-1,2,2,4
3,43,4.669576639044021,-0.018996763985352234,-1,6,4,3
3,44,4.669576639044021,0.07220964137546743,1,0,1,5
3,45,4.669576639044021,0.01249049288201501,1,0,2,4
3,46,4.669576639044021,0.052576478942454846,1,4,5,3
3,47,4.669576639044021,0.1887260853402614,1,0,4,5
3,48,4.669576639044021,0.060118380028467755,1,0,2,4
3,49,4.669576639044021,0.06192848010288504,1,0,2,3
3,50,4.669576639044021,-0.153874316350676,-1,6,5,5
3,51,4.669576639044021,-0.03715359350680519,-1,6,3,3
3,52,4.669576639044021,-0.18260480063537074,-1,6,3,5
3,53,4.669576639044021,-0.15944702318398038,-1,6,4,5
3,54,4.669576639044021,0.17700546231487557,1,0,3,5
3,55,4.669576639044021,0.08761678227090663,1,0,6,3
3,56,4.669576639044021,0.2453523588285754,1,0,4,6
3,57,4.669576639044021,-0.019617546509438796,-1,6,3,3
3,58,4.669576639044021,-0.06098409700474938,-1,2,3,3
4,0,4.704072668327496,-0.09633517601740879,-1,2,1,5
4,1,4.704072668327496,-0.02093531788086564,-1,6,4,5
4,2,4.704072668327496,0.084312766806445,1,0,4,4
4,3,4.704072668327496,-0.007385782497906557,-1,6,5,3
4,4,4.704072668327496,-0.01732898225932522,-1,6,4,4
4,5,4.704072668327496,-0.020985875032362628,-1,6,4,4
4,6,4.704072668327496,-0.1945520350172091,-1,2,2,6
4,7,4.704072668327496,-0.00882611763258157,-1,6,5,3
4,8,4.704072668327496,-0.06351913760117218,1,4,4,3
4,9,4.704072668327496,0.10607263886710155,1,0,4,4
4,10,4.704072668327496,0.0180745849286206,1,0,1,3
4,11,4.704072668327496,-0.014966638045522498,-1,6,5,4
4,12,4.704072668327496,-0.026873194189507215,1,4,2,3
4,13,4.704072668327496,-0.04343362354293493,-1,6,2,6
4,14,4.704072668327496,0.02070205796590003,1,0,4,3
4,15,4.704072668327496,-0.025684685135190764,-1,6,3,5
4,16,4.704072668327496,0.16541521997865274,1,0,5,5
4,17,4.704072668327496,-0.010016232655564564,-1,6,5,3
4,18,4.704072668327496,-0.008331393797679651,-1,6,2,4
4,19,4.704072668327496,0.15036164950077033,1,0,3,5
4,20,4.704072668327496,-0.057914289889993364,-1,6,2,6
4,21,4.704072668327496,-0.00508920609595541,-1,6,3,3
4,22,4.704072668327496,0.08389776596181012,1,0,4,4
4,23,4.704072668327496,-0.030399396797905754,-1,6,3,5
4,24,4.704072668327496,0.24297460023604486,1,0,3,6
4,25,4.704072668327496,0.1667271812740782,1,0,4,5
4,26,4.704072668327496,0.04768063280502776,1,0,0,5
4,27,4.704072668327496,-0.0491000891925494,1,4,1,5
4,28,4.704072668327496,-0.0302518268716595,-1,2,3,3
4,29,4.704072668327496,-0.020621022806843595,-1,6,4,4
4,30,4.704072668327496,0.13465077483849935,1,0,5,5
4,31,4.704072668327496,0.038263965932360346,1,0,3,3
4,32,4.704072668327496,0.1582188482473561,1,0,3,5
4,33,4.704072668327496,0.06421672233856747,1,0,2,4
4,34,4.704072668327496,0.22541090539818087,1,0,4,6
4,35,4.704072668327496,0.12882229045973212,1,0,1,5
4,36,4.704072668327496,-0.02022941152152898,1,4,5,3
4,37,4.704072668327496,-0.0025158622864230253,-1,6,4,3
4,38,4.704072668327496,0.2721692891336935,1,0,3,6
4,39,4.704072668327496,-0.053787645962279904,1,4,5,3
4,40,4.704072668327496,-0.03348100077080711,-1,6,3,5
4,41,4.704072668327496,0.14101348948706183,1,0,4,5
4,42,4.704072668327496,-0.05748358756332972,-1,2,2,4
4,43,4.704072668327496,0.0009424018976307506,-1,6,4,3
4,44,4.704072668327496,0.0783287873821823,1,0,1,5
4,45,4.704072668327496,0.020730565112032064,1,0,2,4
4,46,4.704072668327496,-0.03847737780845502,1,4,5,3
4,47,4.704072668327496,0.17146100447831722,1,0,4,5
4,48,4.704072668327496,0.05645304662345602,1,0,2,4
4,49,4.704072668327496,0.06062683985440393,1,0,2,3
4,50,4.704072668327496,-0.021621317719083984,-1,6,5,5
4,51,4.704072668327496,-0.0032418685555596917,-1,6,3,3
4,52,4.704072668327496,-0.03209259021295252,-1,6,3,5
4,53,4.704072668327496,-0.02754500919345293,-1,6,4,5
4,54,4.704072668327496,0.15900588117999578,1,0,3,5
4,55,4.704072668327496,0.07768312976337646,1,0,6,3
4,56,4.704072668327496,0.22349110805950256,1,0,4,6
4,57,4.704072668327496,0.009142620283804803,-1,6,3,3
4,58,4.704072668327496,-0.04695995719523072,-1,2,3,3
5,0,4.770531255977426,-0.14864938053376234,-1,2,1,5
5,1,4.770531255977426,0.11376589807304333,-1,6,4,5
5,2,4.770531255977426,-0.01140416398632299,1,0,4,4
5,3,4.770531255977426,0.03202452653301674,-1,6,5,3
5,4,4.770531255977426,0.07348549906761515,-1,6,4,4
5,5,4.770531255977426,0.0865116556893005,-1,6,4,4
5,6,4.770531255977426,-0.2305393831347063,-1,2,2,6
5,7,4.770531255977426,0.03744331897036691,-1,6,5,3
5,8,4.770531255977426,0.06899937898100526,1,4,4,3
5,9,4.770531255977426,-0.016479301166227957,1,0,4,4
5,10,4.770531255977426,-0.02622107184775269,1,0,1,3
5,11,4.770531255977426,0.06751870043033503,-1,6,5,4
5,12,4.770531255977426,0.05308230088078914,1,4,2,3
5,13,4.770531255977426,0.17928442967231314,-1,6,2,6
5,14,4.770531255977426,-0.0025472560147514612,1,0,4,3
5,15,4.770531255977426,0.10529327375699157,-1,6,3,5
5,16,4.770531255977426,-0.021043325117902897,1,0,5,5
5,17,4.770531255977426,0.05032940763895661,-1,6,5,3
5,18,4.770531255977426,0.0635940394218638,-1,6,2,4
5,19,4.770531255977426,-0.01217469225432465,1,0,3,5
5,20,4.770531255977426,0.18077474496164886,-1,6,2,6
5,21,4.770531255977426,0.030538692990314358,-1,6,3,3
5,22,4.770531255977426,-0.008423512174489342,1,0,4,4
5,23,4.770531255977426,0.13058029161900384,-1,6,3,5
5,24,4.770531255977426,-0.030007848563020592,1,0,3,6
5,25,4.770531255977426,-0.01915653235841108,1,0,4,5
5,26,4.770531255977426,-0.0562433130130575,1,0,0,5
5,27,4.770531255977426,0.11126512945190148,1,4,1,5
5,28,4.770531255977426,-0.035402627494809116,-1,2,3,3
5,29,4.770531255977426,0.08613379706065645,-1,6,4,4
5,30,4.770531255977426,-0.014589415991168721,1,0,5,5
5,31,4.770531255977426,-0.010592528481056305,1,0,3,3
5,32,4.770531255977426,-0.024865248258084893,1,0,3,5
5,33,4.770531255977426,-0.015762828921087116,1,0,2,4
5,34,4.770531255977426,-0.028043089137296646,1,0,4,6
5,35,4.770531255977426,-0.031474024572564374,1,0,1,5
5,36,4.770531255977426,0.022419786458741396,1,4,5,3
5,37,4.770531255977426,0.01593271573551933,-1,6,4,3
5,38,4.770531255977426,-0.029984112196110694,1,0,3,6
5,39,4.770531255977426,0.05834301517893543,1,4,5,3
5,40,4.770531255977426,0.13012451391322213,-1,6,3,5
5,41,4.770531255977426,-0.013302413143149302,1,0,4,5
5,42,4.770531255977426,-0.07266326846517364,-1,2,2,4
5,43,4.770531255977426,0.015699186323170532,-1,6,4,3
5,44,4.770531255977426,-0.0250255665294129,1,0,1,5
5,45,4.770531255977426,-0.04774342658992835,1,0,2,4
5,46,4.770531255977426,0.042406404783120376,1,4,5,3
5,47,4.770531255977426,-0.01853565066851485,1,0,4,5
5,48,4.770531255977426,-0.027522343033606154,1,0,2,4
5,49,4.770531255977426,-0.009052531673618547,1,0,2,3
5,50,4.770531255977426,0.1058767800678597,-1,6,5,5
5,51,4.770531255977426,0.028923174264192844,-1,6,3,3
5,52,4.770531255977426,0.13758708672751513,-1,6,3,5
5,53,4.770531255977426,0.1168967115706,-1,6,4,5
5,54,4.770531255977426,-0.029232856365091625,1,0,3,5
5,55,4.770531255977426,-0.009316570524096393,1,0,6,3
5,56,4.770531255977426,-0.025230500902010847,1,0,4,6
5,57,4.770531255977426,0.02376475297880985,-1,6,3,3
5,58,4.770531255977426,-0.0560257293946457,-1,2,3,3
