potential,mu,m,top1,top_defect_mass_in_topK,avg_defect_mass_in_topK,top_ipr_in_topK,avg_ipr_in_topK,top_O6_mass_in_topK,top_O12_mass_in_topK
V_O12_4,0.10000000000000009,0,4.814055719629658,0.33606886619515064,0.11512627771181537,0.06376649113464669,0.044446580163256005,0.17315429106546903,0.23359926044471724
V_O12_4,0.10000000000000009,1,4.7802903227001465,0.27185206878169615,0.12120897531984047,0.05533599976870469,0.03649102851249726,0.13281727889627237,0.2002171722191079
V_O12_4,0.10000000000000009,2,4.7096461598256445,0.2516936569241658,0.12934487904138273,0.03898571268080541,0.03346984398304066,0.16398871935336437,0.17305942148595319
V_O12_4,0.10000000000000009,3,4.672723724696988,0.32261161783244074,0.13226202553548075,0.05522554234693521,0.04152407308654552,0.1935416596751733,0.1646508945343617
V_O12_4,0.10000000000000009,4,4.709646159825642,0.25169365692416396,0.12934487904138278,0.03898571268080526,0.03346984398304064,0.16398871935336384,0.17305942148595377
V_O12_4,0.10000000000000009,5,4.7802903227001465,0.27185206878169615,0.12120897531984047,0.05533599976870469,0.03649102851249726,0.13281727889627237,0.2002171722191079
V_O12_4,0.125,0,4.817098034700552,0.3410941817331695,0.11572380979083675,0.06383052133261906,0.04447310470707267,0.1745670733331818,0.23842086773244764
V_O12_4,0.125,1,4.782862043386822,0.291015478429254,0.12190898589615377,0.05523588487150326,0.036767173602451915,0.13504809009315227,0.21454839632220887
V_O12_4,0.125,2,4.711112839005104,0.24721787031005288,0.13020709127992344,0.03870212233452675,0.03362209141766054,0.1616116041284386,0.194594436272111
V_O12_4,0.125,3,4.673541369485082,0.31831002956574944,0.13326142518867207,0.055323805859042716,0.041481199010110444,0.18994722129993935,0.16359326175867744
V_O12_4,0.125,4,4.7111128390051045,0.24721787031005357,0.13020709127992333,0.03870212233452667,0.0336220914176605,0.1616116041284375,0.19459443627211087
V_O12_4,0.125,5,4.782862043386822,0.291015478429254,0.12190898589615377,0.05523588487150326,0.036767173602451915,0.13504809009315227,0.21454839632220887
V_O12_4,0.1499999999999999,0,4.82020421330672,0.3459709381001487,0.11632840565855081,0.06389317966338647,0.04449916389027339,0.17587754118820084,0.24316988333433415
V_O12_4,0.1499999999999999,1,4.785489568262765,0.3071689818909193,0.1226185696926941,0.05512949851816126,0.03699927707084698,0.14271622008856735,0.22678116530048548
V_O12_4,0.1499999999999999,2,4.712610760090954,0.2662367195963436,0.13108319361315662,0.0384164987353616,0.03382282761008385,0.15926770467419635,0.21468213613526413
V_O12_4,0.1499999999999999,3,4.6743720317904724,0.3137036224291109,0.13427792503998934,0.05541541381767136,0.04148519873796522,0.18620386162174607,0.19068091243272461
V_O12_4,0.1499999999999999,4,4.712610760090952,0.266236719596338,0.1310831936131565,0.03841649873536157,0.033822827610083796,0.15926770467419554,0.21468213613525997
V_O12_4,0.1499999999999999,5,4.785489568262765,0.3071689818909193,0.1226185696926941,0.05512949851816126,0.03699927707084698,0.14271622008856735,0.22678116530048548
V_O12_4,0.17500000000000027,0,4.823375916113781,0.35069095635213454,0.11694056520279196,0.06395438258653387,0.0445245747239364,0.17708414343213363,0.24783787892562673
V_O12_4,0.17500000000000027,1,4.78817449107221,0.3209071918480495,0.12333830002116726,0.055016634394095335,0.03718763900274961,0.1491074628582137,0.23736212533310352
V_O12_4,0.17500000000000027,2,4.714140955271492,0.2903918486283259,0.13197384386280994,0.03812926835981036,0.034040872308936466,0.1569587542886159,0.23291526694493198
V_O12_4,0.17500000000000027,3,4.67521607012941,0.3088187615464697,0.13531181409992693,0.05550076553738798,0.041533626284762655,0.18232851421070861,0.22073233881229212
V_O12_4,0.17500000000000027,4,4.714140955271492,0.29039184862832573,0.13197384386281005,0.03812926835981029,0.03404087230893641,0.1569587542886149,0.23291526694493186
V_O12_4,0.17500000000000027,5,4.78817449107221,0.3209071918480495,0.12333830002116726,0.055016634394095335,0.03718763900274961,0.1491074628582137,0.23736212533310352
V_O12_4,0.20000000000000018,0,4.826614845441972,0.35524674803376166,0.11756083546748632,0.06401404158981401,0.04454914899382182,0.17818576228416788,0.2524168075581407
V_O12_4,0.20000000000000018,1,4.790918454562347,0.3327617285347466,0.12406879411766476,0.0548970829815963,0.037338523162108776,0.15447437872848338,0.24667780679372733
V_O12_4,0.20000000000000018,2,4.715704501554402,0.3120573102710206,0.13287972555667063,0.03894831583008193,0.03425522989354828,0.15468639023926956,0.2492816265083706
V_O12_4,0.20000000000000018,3,4.676073858292234,0.3036832966437989,0.13636332769859333,0.05558025891217502,0.0416103596803002,0.1783385929072601,0.24695045283826467
V_O12_4,0.20000000000000018,4,4.715704501554402,0.3120573102710195,0.13287972555667063,0.03894831583008178,0.03425522989354822,0.15468639023926817,0.24928162650836982
V_O12_4,0.20000000000000018,5,4.790918454562347,0.3327617285347466,0.12406879411766476,0.0548970829815963,0.037338523162108776,0.15447437872848338,0.24667780679372733
V_O12_4,0.2250000000000001,0,4.829922745665529,0.3596315144765399,0.11818981564605639,0.06407206295724525,0.044572693358403304,0.179181692374083,0.25689902418967453
V_O12_4,0.2250000000000001,1,4.793723151639179,0.3431533451816519,0.12481071642725335,0.054770632151285,0.03745934627168871,0.15902645119138456,0.2550271565057564
V_O12_4,0.2250000000000001,2,4.717302523063377,0.33143065419027984,0.1338015454630645,0.04014400772533931,0.03445564823227027,0.15245215485665164,0.26398411038645064
V_O12_4,0.2250000000000001,3,4.676945786257156,0.32399464113431553,0.13743263919469653,0.05565428607955364,0.04170038291996347,0.17425178935028457,0.26917481936502585
V_O12_4,0.2250000000000001,4,4.717302523063372,0.3314306541902817,0.13380154546306444,0.04014400772533968,0.03445564823227031,0.15245215485665106,0.263984110386452
V_O12_4,0.2250000000000001,5,4.793723151639179,0.3431533451816519,0.12481071642725335,0.054770632151285,0.03745934627168871,0.15902645119138456,0.2550271565057564
V_O12_4,0.25,0,4.833301403543685,0.3638391376219319,0.11882816272774105,0.06412834754048714,0.044595009317197336,0.1800716161801499,0.26127729968002544
V_O12_4,0.25,1,4.796590326497849,0.35239727286342704,0.12556478213634062,0.05463706787078289,0.037556736022906344,0.16292649549278104,0.26262971123042034
V_O12_4,0.25,2,4.718936193460858,0.348834968441615,0.13474003035324086,0.041120641158097354,0.03463929826756724,0.15025749712207093,0.2772963233283977
V_O12_4,0.25,3,4.677832261174452,0.3493213184147261,0.1385198520707786,0.055723229512839256,0.04179595355045396,0.17008586690150526,0.28812818957664027
V_O12_4,0.25,4,4.718936193460861,0.34883496844161616,0.13474003035324084,0.041120641158097354,0.03463929826756722,0.15025749712206948,0.2772963233283987
V_O12_4,0.25,5,4.796590326497849,0.35239727286342704,0.12556478213634062,0.05463706787078289,0.037556736022906344,0.16292649549278104,0.26262971123042034
V_O12_4,0.2749999999999999,0,4.836752648475398,0.36786416351885864,0.11947659787722587,0.06418279053704347,0.04461589304367224,0.18085557675932662,0.26554482877801044
V_O12_4,0.2749999999999999,1,4.799521775720118,0.3607241423859908,0.12633176095121343,0.05449617504573513,0.03763600862394289,0.16629758302370257,0.26964297253273634
V_O12_4,0.2749999999999999,2,4.7206067385031885,0.36460351786234924,0.13569592288468985,0.04190466800993842,0.03480727936427889,0.14810377471520222,0.2894825022773766
V_O12_4,0.2749999999999999,3,4.678733708427701,0.37131907586454826,0.13962499271860426,0.05578745855012543,0.041894863639904606,0.1658584563272738,0.304671224108638
V_O12_4,0.2749999999999999,4,4.720606738503189,0.36460351786235123,0.13569592288468987,0.041904668009938535,0.034807279364278895,0.14810377471520217,0.289482502277378
V_O12_4,0.2749999999999999,5,4.799521775720118,0.3607241423859908,0.12633176095121343,0.05449617504573513,0.03763600862394289,0.16629758302370257,0.26964297253273634
V_O12_4,0.30000000000000027,0,4.840278352669804,0.3717017797098633,0.12013591363218044,0.06423528127964084,0.04463513508429707,0.18153394859341043,0.26969523272444756
V_O12_4,0.30000000000000027,1,4.802519349330765,0.36830138759360354,0.12711248111228748,0.05434773850981198,0.03770121435387084,0.16923191993162956,0.2761789274205288
V_O12_4,0.30000000000000027,2,4.7223154387346575,0.37902875047020923,0.13666997649882698,0.0425278695147914,0.03496225574575135,0.15295596321136168,0.30076560755252935
V_O12_4,0.30000000000000027,3,4.67965057277922,0.3908678521648821,0.1407480042344653,0.05584732635657573,0.04199745745649832,0.1615868585893161,0.31950756323979473
V_O12_4,0.30000000000000027,4,4.7223154387346575,0.3790287504702114,0.1366699764988268,0.042527869514791525,0.03496225574575138,0.15295596321136273,0.3007656075525309
V_O12_4,0.30000000000000027,5,4.802519349330765,0.36830138759360354,0.12711248111228748,0.05434773850981198,0.03770121435387084,0.16923191993162956,0.2761789274205288
V_O12_4,0.3250000000000002,0,4.8438804312236305,0.3753477877366125,0.12080698200470401,0.0642857030420725,0.044652519934902574,0.18210740732714734,0.2737225571630805
V_O12_4,0.3250000000000002,1,4.805584951803966,0.37525066547001174,0.12790783362148134,0.05419154418182797,0.03775535619518835,0.17179869068685616,0.28231706190662414
V_O12_4,0.3250000000000002,2,4.724063632327063,0.39234817100988995,0.13766294923216482,0.04304956845673884,0.03510718322257931,0.15910815414920887,0.31132135640738007
V_O12_4,0.3250000000000002,3,4.680583319607856,0.40862438010991353,0.14188874154312106,0.055903167306359094,0.042104834592020496,0.15728785980043788,0.33314082482014823
V_O12_4,0.3250000000000002,4,4.724063632327063,0.39234817100989183,0.1376629492321649,0.04304956845673908,0.035107183222579365,0.15910815414921015,0.31132135640738134
V_O12_4,0.3250000000000002,5,4.805584951803966,0.37525066547001174,0.12790783362148134,0.05419154418182797,0.03775535619518835,0.17179869068685616,0.28231706190662414
V_O12_4,0.3500000000000001,0,4.847560842096603,0.37879857196955957,0.12149076356946036,0.06433393286788207,0.04466782551798631,0.1825768991079077,0.2776212660867431
V_O12_4,0.3500000000000001,1,4.808720543009818,0.3816608620214228,0.1287187766438864,0.05402738040973196,0.037800625213076,0.17405019369320296,0.2881138808188202
V_O12_4,0.3500000000000001,2,4.725852718071379,0.4047469844717985,0.13867559635259827,0.044365712526356425,0.03524474113841313,0.16471244524375522,0.3212831415212509
V_O12_4,0.3500000000000001,3,4.681532436248094,0.4250486789039579,0.1430469681479261,0.05595529476215835,0.04221808598382689,0.1605720398335268,0.34591240356619546
V_O12_4,0.3500000000000001,4,4.725852718071381,0.4047469844717981,0.13867559635259816,0.04436571252635645,0.035244741138413145,0.16471244524375528,0.3212831415212506
V_O12_4,0.3500000000000001,5,4.808720543009818,0.3816608620214228,0.1287187766438864,0.05402738040973196,0.037800625213076,0.17405019369320296,0.2881138808188202
V_O12_4,0.375,0,4.851321585975487,0.38205106590635496,0.12218831761090632,0.0643798414295528,0.04468082260063447,0.1829436101570972,0.28138623255341705
V_O12_4,0.375,1,4.811928139090364,0.3875974485502396,0.12954634002352697,0.053855039522795065,0.03783860191947559,0.17602639932992448,0.2936096553070586
V_O12_4,0.375,2,4.727684158528181,0.4163665269583845,0.13970866175336227,0.045658713968529704,0.03537714171591397,0.16984388627625194,0.3307500641289016
V_O12_4,0.375,3,4.682498433440344,0.440455128897308,0.14422235476156164,0.05600399922356701,0.04233804900861149,0.16801069098425714,0.35804880071021516
V_O12_4,0.375,4,4.727684158528182,0.4163665269583843,0.1397086617533622,0.04565871396852967,0.03537714171591392,0.16984388627625155,0.3307500641289013
V_O12_4,0.375,5,4.811928139090364,0.3875974485502396,0.12954634002352697,0.053855039522795065,0.03783860191947559,0.17602639932992448,0.2936096553070586
V_O12_4,0.40000000000000036,0,4.8551647060168746,0.38510271699667403,0.12290081338096809,0.0644232929273577,0.044691274213302934,0.18320893711617336,0.28501272689032536
V_O12_4,0.40000000000000036,1,4.81520981325351,0.3931091126075036,0.13039162982534755,0.05367431961491909,0.0378704143419735,0.17775826064976655,0.2988331490218733
V_O12_4,0.40000000000000036,2,4.7295594833433485,0.4273134789017354,0.140762868068133,0.04693334835814153,0.03550611530327399,0.17456209286069357,0.3397947777471609
V_O12_4,0.40000000000000036,3,4.683481846903641,0.4550570027601486,0.14541448000671647,0.05604954681077099,0.042465269426757296,0.1748775416755183,0.3696991439099224
V_O12_4,0.40000000000000036,4,4.729559483343348,0.42731347890173815,0.14076286806813307,0.04693334835814182,0.03550611530327402,0.17456209286069482,0.33979477774716293
V_O12_4,0.40000000000000036,5,4.81520981325351,0.3931091126075036,0.13039162982534755,0.05367431961491909,0.0378704143419735,0.17775826064976655,0.2988331490218733
V_O12_4,0.42500000000000027,0,4.859092287458737,0.38795145094488026,0.12362954248197239,0.06446414503873606,0.04469893515595861,0.18337445861935792,0.28849640306812213
V_O12_4,0.42500000000000027,1,4.818567696472354,0.3982324400991628,0.13125583278033395,0.053485026583504465,0.03789685755116326,0.17927009829269225,0.30380492276125187
V_O12_4,0.42500000000000027,2,4.731480292735396,0.43766797551160475,0.1418389055128709,0.04819282486712914,0.035632965240344754,0.17891419611473888,0.3484700487437542
V_O12_4,0.42500000000000027,3,4.684483239042963,0.46899902263927296,0.14662283329128845,0.057271250745389836,0.04260003097701561,0.18126525056873577,0.38096132165590596
V_O12_4,0.42500000000000027,4,4.731480292735397,0.4376679755116043,0.14183890551287093,0.048192824867129114,0.035632965240344754,0.17891419611473874,0.348470048743754
V_O12_4,0.42500000000000027,5,4.818567696472354,0.3982324400991628,0.13125583278033395,0.053485026583504465,0.03789685755116326,0.17927009829269225,0.30380492276125187
V_O12_4,0.4500000000000002,0,4.863106457090337,0.3905956363241413,0.12437593233125942,0.0645022489310722,0.044703551711301276,0.1834419084551568,0.2918332838766562
V_O12_4,0.4500000000000002,1,4.822003978076437,0.40299522885256667,0.13214022046654875,0.05328697644971781,0.03791848269230829,0.18058131725408233,0.30853965360915503
V_O12_4,0.4500000000000002,2,4.73344826116054,0.4474901419107235,0.1429374195141583,0.04943894351144449,0.0357586418047278,0.18293750011427237,0.3568138806124741
V_O12_4,0.4500000000000002,3,4.685503200805129,0.4823797254653001,0.14784681986285111,0.05910279394332817,0.042742399419512,0.1872413866883717,0.39189936764655475
V_O12_4,0.4500000000000002,4,4.7334482611605395,0.4474901419107219,0.1429374195141582,0.049438943511444323,0.03575864180472777,0.18293750011427184,0.3568138806124729
V_O12_4,0.4500000000000002,5,4.822003978076437,0.40299522885256667,0.13214022046654875,0.05328697644971781,0.03791848269230829,0.18058131725408233,0.30853965360915503
V_O12_4,0.4750000000000001,0,4.86720938256988,0.3930340502117669,0.1251415605754185,0.06453744935302727,0.044704861726128704,0.18341315059241414,0.2950197454724546
V_O12_4,0.4750000000000001,1,4.8255209062204925,0.4074188465273988,0.13304615300453954,0.05307999798719559,0.03793566311958463,0.18170764689576652,0.3130477730603829
V_O12_4,0.4750000000000001,2,4.735465141161085,0.45682513635070865,0.1440589972498548,0.050672327038399204,0.03588381358416227,0.18666168275921102,0.36485338305362974
V_O12_4,0.4750000000000001,3,4.6865423536985515,0.4952665012940579,0.14908576793895506,0.06097450623377157,0.04289226341481663,0.1928556818180317,0.40255486993233514
V_O12_4,0.4750000000000001,4,4.735465141161085,0.45682513635070904,0.14405899724985474,0.0506723270383993,0.035883813584162275,0.18666168275921124,0.36485338305363
V_O12_4,0.4750000000000001,5,4.8255209062204925,0.4074188465273988,0.13304615300453954,0.05307999798719559,0.03793566311958463,0.18170764689576652,0.3130477730603829
V_O12_4,0.5,0,4.871403271579246,0.3952658454315758,0.12592817019322303,0.06456958482218678,0.04470259527215972,0.183290156266451,0.29805250180042764
V_O12_4,0.5,1,4.829120788215362,0.4115199204874399,0.13397508198001565,0.052863935687159046,0.03794864378066644,0.18266204168169298,0.31733663328372813
V_O12_4,0.5,2,4.7375327674022865,0.4657069561065758,0.14520415330473702,0.05189265595067925,0.03600892843267445,0.19011054299031996,0.3726076438388264
V_O12_4,0.5,3,4.6876013519941955,0.5077056675155126,0.15033893770163934,0.06288114759345965,0.04304936787692335,0.19814520229753305,0.41295446659460405
V_O12_4,0.5,4,4.737532767402288,0.46570695610657686,0.14520415330473704,0.05189265595067936,0.036008928432674454,0.1901105429903202,0.37260764383882716
V_O12_4,0.5,5,4.829120788215362,0.4115199204874399,0.13397508198001565,0.052863935687159046,0.03794864378066644,0.18266204168169298,0.31733663328372813
V_O12_4,0.5250000000000004,0,4.875690370804976,0.39729051986883385,0.1267376848448142,0.06459848792977256,0.044696476156555066,0.1830749832483358,0.30092858932142513
V_O12_4,0.5250000000000004,1,4.832805990704646,0.4153115585237698,0.13492855222934283,0.05263865308843342,0.037957578519221755,0.1834553399922119,0.32141134452860337
V_O12_4,0.5250000000000004,2,4.739653060901928,0.4741612765334594,0.1463733147287328,0.05309887847175034,0.03613426229350742,0.19330335643759988,0.3800898430323175
V_O12_4,0.5250000000000004,3,4.688680885127075,0.5197292455517858,0.15160553184526956,0.06481734011460287,0.04321333984285373,0.20313800622249867,0.4231148072274634
V_O12_4,0.5250000000000004,4,4.739653060901926,0.47416127653346063,0.14637331472873272,0.05309887847175047,0.03613426229350743,0.1933033564376005,0.38008984303231846
V_O12_4,0.5250000000000004,5,4.832805990704646,0.4153115585237698,0.13492855222934283,0.05263865308843342,0.037957578519221755,0.1834553399922119,0.32141134452860337
V_O12_4,0.5500000000000003,0,4.880072964734693,0.3991078882100919,0.12757222377682706,0.06462398578651923,0.04468622461785782,0.18276975735653395,0.30364535240614027
V_O12_4,0.5500000000000003,1,4.836578939669897,0.4188042379784502,0.13590820203465662,0.052404036500883606,0.03796255873568067,0.1840967496553347,0.32527538164367886
V_O12_4,0.5500000000000003,2,4.741828033455952,0.4822075566305272,0.1475668058741134,0.054289387289280636,0.036259956621176204,0.19625591387527969,0.3873088040300488
V_O12_4,0.5500000000000003,3,4.689781680319906,0.53135955159518,0.15288470728513062,0.06677764810816787,0.04338370805708971,0.20785572722584694,0.4330458686570612
V_O12_4,0.5500000000000003,4,4.74182803345595,0.4822075566305261,0.14756680587411328,0.05428938728928046,0.03625995662117617,0.1962559138752794,0.38730880403004786
V_O12_4,0.5500000000000003,5,4.836578939669897,0.4188042379784502,0.13590820203465662,0.052404036500883606,0.03796255873568067,0.1840967496553347,0.32527538164367886
V_O12_4,0.5750000000000002,0,4.884553374258382,0.400718056356186,0.12843411526539247,0.06464590063759752,0.04467156160972404,0.18237665621542581,0.3062004296865884
V_O12_4,0.5750000000000002,1,4.840442120246179,0.42200645879978815,0.1369157611771001,0.05215999915011718,0.03796363590418822,0.18459420864174392,0.3289310272010555
V_O12_4,0.5750000000000002,2,4.744059792262262,0.4898605962831795,0.14878483347448967,0.05546216355408245,0.036386045926743854,0.19898131098001792,0.3942701301533432
V_O12_4,0.5750000000000002,3,4.6909045054534255,0.5426123287551906,0.1541755875772128,0.06875665213525887,0.04355991753533688,0.21231540372822613,0.44275319123312235
V_O12_4,0.5750000000000002,4,4.744059792262263,0.48986059628317974,0.14878483347448965,0.055462163554082504,0.036386045926743854,0.19898131098001803,0.3942701301533435
V_O12_4,0.5750000000000002,5,4.840442120246179,0.42200645879978815,0.1369157611771001,0.05215999915011718,0.03796363590418822,0.18459420864174392,0.3289310272010555
V_O12_4,0.6000000000000001,0,4.8891339550640955,0.40212139866314195,0.12932590716081951,0.06466405067867576,0.04465221513209866,0.18189789521944444,0.30859174159067093
V_O12_4,0.6000000000000001,1,4.844398076329053,0.4249252273125081,0.13795304619290472,0.051906485769789144,0.037960839739474235,0.18495465526139016,0.33237969808101586
V_O12_4,0.6000000000000001,2,4.746350544743158,0.4971316863933006,0.1500274725049704,0.05661489187844238,0.036512477072666055,0.20149054650852571,0.4009770373435781
V_O12_4,0.6000000000000001,3,4.692050172210659,0.5534988956048801,0.15547727557211902,0.07074901298520732,0.04374134013948885,0.21653077743533833,0.4522393977056754
V_O12_4,0.6000000000000001,4,4.746350544743157,0.4971316863933004,0.15002747250497045,0.056614891878442375,0.03651247707266603,0.20149054650852571,0.4009770373435778
V_O12_4,0.6000000000000001,5,4.844398076329053,0.4249252273125081,0.13795304619290472,0.051906485769789144,0.037960839739474235,0.18495465526139016,0.33237969808101586
V_O12_4,0.625,0,4.893817095818029,0.4033185380833967,0.13025037258700395,0.06467825110986243,0.044627929099278686,0.18133571562445538,0.3108174792243494
V_O12_4,0.625,1,4.848449409953245,0.4275664177504299,0.13902195207482812,0.05164347766527877,0.03795419328042427,0.18518423234134684,0.33562218832801616
V_O12_4,0.625,2,4.7487026035650315,0.5040294574969226,0.1512946534205526,0.05774505092166462,0.03663912180154016,0.20379297431519178,0.40743096403063367
V_O12_4,0.625,3,4.693219539526114,0.5640276233567687,0.1567888658297892,0.07274952420618931,0.043927281934569,0.2205132166471037,0.46150522833757074
V_O12_4,0.625,4,4.748702603565032,0.5040294574969226,0.15129465342055246,0.05774505092166469,0.036639121801540116,0.20379297431519128,0.40743096403063384
V_O12_4,0.625,5,4.848449409953245,0.4275664177504299,0.13902195207482812,0.05164347766527877,0.03795419328042427,0.18518423234134684,0.33562218832801616
V_O12_4,0.6500000000000004,0,4.898605216119505,0.40431032920856175,0.13121050825928357,0.06468831546934957,0.044598475208216665,0.18069237465879973,0.31287609471027844
V_O12_4,0.6500000000000004,1,4.852598780422725,0.4299350449670829,0.1401244395719512,0.051370998268664946,0.037943725752715034,0.1862264340647245,0.3386588514621403
V_O12_4,0.6500000000000004,2,4.751118391851704,0.5105605051441133,0.15258615139943854,0.058849983981875714,0.03676578379194751,0.20589664445373418,0.4136320173467457
V_O12_4,0.6500000000000004,3,4.694413517374701,0.5742049492045556,0.15810945635542992,0.07475315306404533,0.04411698789219531,0.22427237258881877,0.4705502450752152
V_O12_4,0.6500000000000004,4,4.751118391851705,0.5105605051441154,0.15258615139943857,0.058849983981876,0.03676578379194753,0.20589664445373485,0.4136320173467473
V_O12_4,0.6500000000000004,5,4.852598780422725,0.4299350449670829,0.1401244395719512,0.051370998268664946,0.037943725752715034,0.1862264340647245,0.3386588514621403
V_O12_4,0.6750000000000003,0,4.9035007642220245,0.405097844154573,0.1322095222584256,0.06469405729407171,0.04456366814751115,0.17997013752437477,0.3147662930417872
V_O12_4,0.6750000000000003,1,4.856848903171341,0.4320354722508274,0.14126251717990435,0.051089119199529194,0.0379294837476649,0.18886210644602885,0.34148973877495736
V_O12_4,0.6750000000000003,2,4.753600448584825,0.5167298499034645,0.15390157821100536,0.05992695348332805,0.036892201374348406,0.20780856036301323,0.4195792988808531
V_O12_4,0.6750000000000003,3,4.695633070939736,0.5840360656290571,0.15943815927645952,0.07675507044777385,0.04430964437697215,0.22781664446782657,0.4793733062517521
V_O12_4,0.6750000000000003,4,4.753600448584823,0.516729849903465,0.1539015782110054,0.059926953483328056,0.03689220137434845,0.20780856036301348,0.41957929888085344
V_O12_4,0.6750000000000003,5,4.856848903171341,0.4320354722508274,0.14126251717990435,0.051089119199529194,0.0379294837476649,0.18886210644602885,0.34148973877495736
V_O12_4,0.7000000000000002,0,4.908506214512392,0.40568236117987655,0.13325080751970717,0.06469529216051462,0.04452338421403607,0.17917127114236103,0.3164870254669381
V_O12_4,0.7000000000000002,1,4.861202548332994,0.43387157150965905,0.14243821690257633,0.0507979668389477,0.03791154097648799,0.19144233593741072,0.3441147054942162
V_O12_4,0.7000000000000002,2,4.756151434181644,0.522541274800943,0.15524037727800688,0.06097318264455326,0.03701804694122587,0.2095348726932551,0.4252711416075752
V_O12_4,0.7000000000000002,3,4.696879225204462,0.5935253811686036,0.16077411015902335,0.07875067056836854,0.04450437981346816,0.23115350665205758,0.4879728802605773
V_O12_4,0.7000000000000002,4,4.756151434181643,0.5225412748009433,0.15524037727800682,0.060973182644553314,0.037018046941225825,0.20953487269325521,0.4252711416075752
V_O12_4,0.7000000000000002,5,4.861202548332994,0.43387157150965905,0.14243821690257633,0.0507979668389477,0.03791154097648799,0.19144233593741072,0.3441147054942162
V_O12_4,0.7250000000000001,0,4.913624064740933,0.406065355886271,0.13433789690611778,0.06469184016488234,0.04447758291751553,0.17829803948778333,0.31803748437877116
V_O12_4,0.7250000000000001,1,4.865662538999959,0.4354468483722326,0.14365356293171408,0.05049772941474419,0.037890006606835086,0.19396589710064044,0.3465334934285803
V_O12_4,0.7250000000000001,2,4.758774136236391,0.527997571960932,0.156601822406129,0.061985887050258114,0.037142924061381345,0.2110810253854178,0.4307052812765353
V_O12_4,0.7250000000000001,3,4.698153070017523,0.602676818787435,0.16211647575300345,0.08073558145543361,0.04470026400092614,0.23428973597013805,0.4963472450592119
V_O12_4,0.7250000000000001,4,4.75877413623639,0.527997571960932,0.15660182240612905,0.06198588705025808,0.037142924061381366,0.21108102538541784,0.43070528127653535
V_O12_4,0.7250000000000001,5,4.865662538999959,0.4354468483722326,0.14365356293171408,0.05049772941474419,0.037890006606835086,0.19396589710064044,0.3465334934285803
V_O12_4,0.75,0,4.91885683299714,0.4062484948192764,0.13547439574269263,0.0646835289079954,0.0444263303946808,0.17735270035118134,0.3194170996545312
V_O12_4,0.75,1,4.870231749148388,0.43676454137881626,0.14491053256279454,0.05041375015821061,0.03786503195010104,0.19643134171950474,0.34874579637378733
V_O12_4,0.75,2,4.761471475406939,0.533100722123538,0.15798502051256688,0.06296229836637321,0.037266363370348186,0.2124518658599336,0.43587897951017274
V_O12_4,0.75,3,4.6994557656893985,0.6114939982053578,0.1634644600484695,0.08270566731246956,0.04489630675692776,0.23723156640692794,0.5044946060332799
V_O12_4,0.75,4,4.761471475406939,0.5331007221235384,0.15798502051256674,0.06296229836637324,0.037266363370348166,0.21245186585993386,0.43587897951017307
V_O12_4,0.75,5,4.870231749148388,0.43676454137881626,0.14491053256279454,0.05041375015821061,0.03786503195010104,0.19643134171950474,0.34874579637378733
V_O12_4,0.7750000000000004,0,4.924207054426285,0.4062336312593628,0.1366638883676,0.06467019705631567,0.04436982239411821,0.17633750336341167,0.32062553635823376
V_O12_4,0.7750000000000004,1,4.874913101210183,0.4378277020031141,0.14621100897482725,0.05053764825762423,0.03783681504179994,0.1988369960782987,0.3507513128866344
V_O12_4,0.7750000000000004,2,4.764246511423081,0.5378520247695519,0.15938891850537965,0.06389968203747862,0.03738781847760274,0.21365172832932486,0.4407891114770266
V_O12_4,0.7750000000000004,3,4.7007885491846215,0.6199803350224509,0.16481730861684188,0.08465702378260304,0.04509145699163203,0.23998479091273978,0.512413155063854
V_O12_4,0.7750000000000004,4,4.764246511423082,0.537852024769553,0.15938891850537953,0.06389968203747877,0.03738781847760276,0.2136517283293255,0.44078911147702743
V_O12_4,0.7750000000000004,5,4.874913101210183,0.4378277020031141,0.14621100897482725,0.05053764825762423,0.03783681504179994,0.1988369960782987,0.3507513128866344
V_O12_4,0.8000000000000003,0,4.929677277684432,0.4060228029761317,0.1379098169080227,0.06465169855611719,0.04430840327296315,0.17525468912030895,0.32166269369698397
V_O12_4,0.8000000000000003,1,4.879709563271214,0.438639260475495,0.14755672597385378,0.05063772951877968,0.037805602452554904,0.20118096148326164,0.35254978981692625
V_O12_4,0.8000000000000003,2,4.767102449186439,0.5422521922081894,0.1608123142587424,0.06479535048046842,0.03750666344166623,0.21468449710288812,0.4454322278145628
V_O12_4,0.8000000000000003,3,4.702152740983391,0.6281390800573319,0.16617431129061586,0.08658596712252585,0.04528460403496797,0.2425548246578155,0.5201010869734699
V_O12_4,0.8000000000000003,4,4.767102449186439,0.5422521922081899,0.1608123142587423,0.06479535048046851,0.03750666344166625,0.21468449710288834,0.4454322278145631
V_O12_4,0.8000000000000003,5,4.879709563271214,0.438639260475495,0.14755672597385378,0.05063772951877968,0.037805602452554904,0.20118096148326164,0.35254978981692625
V_O12_4,0.8250000000000002,0,4.935270061130773,0.4056182317035979,0.13921533337196076,0.06462790758259304,0.044242576045856165,0.17410648924693228,0.3225287051014799
V_O12_4,0.8250000000000002,1,4.884624145876971,0.43920208107872105,0.1489492054471124,0.0507137976075627,0.03777168750477763,0.20346111774223602,0.3541410590957005
