potential,m,branch,mu,eig_rank,eigval,ipr,mass_defect7,mass_O6,mass_O12,overlap_score,O6_bias_frac
V_O12_4,3,1,-1.55,2,3.6643277881292264,0.048635351380330115,0.01767440146006128,0.008901140158189083,0.011251135573952645,0.9999989582703324,0.4416940436930694
V_O12_4,3,1,-1.525,2,3.664610820319615,0.04861320889954419,0.017820541132820555,0.008922264625763227,0.011391894309470768,0.9999989255479365,0.43921407988241873
V_O12_4,3,1,-1.5,2,3.664897405902241,0.04859070528556002,0.01796917602754412,0.008943034290592603,0.011535420060291632,0.9999988912840295,0.4367045547932063
V_O12_4,3,1,-1.475,2,3.665187615049566,0.04856783282337824,0.018120365534280782,0.008963411188346856,0.011681793161341623,0.9999988553736228,0.43416432388318515
V_O12_4,3,1,-1.45,2,3.665481519986029,0.04854458357611921,0.01827417111162746,0.008983354521965659,0.011831097474287814,0.9999988177020902,0.43159217082203455
V_O12_4,3,1,-1.4249999999999998,2,3.665779195079151,0.048520949374700216,0.018430656410034135,0.00900282043380075,0.011983420625151397,0.9999987781440572,0.4289868017851349
V_O12_4,3,1,-1.4,2,3.6660807169368317,0.04849692180662769,0.018589887407647505,0.009021761756803045,0.012138854264856482,0.9999987365621389,0.4263468392008166
V_O12_4,3,1,-1.375,2,3.6663861645115343,0.04847249220379194,0.018751932560456326,0.00904012774255399,0.01229749435556118,0.9999986928054969,0.4236708148903278
V_O12_4,3,1,-1.35,2,3.6666956192118927,0.0484476516291287,0.018916862968790773,0.00905786376365442,0.012459441486052264,0.9999986467081997,0.42095716253116483
V_O12_4,3,1,-1.325,2,3.667009165022708,0.0484223908619973,0.019084752562576943,0.009074910987709331,0.012624801219963715,0.9999985980873342,0.41820420936652913
V_O12_4,3,1,-1.2999999999999998,2,3.6673268886340114,0.04839670038209272,0.019255678308165006,0.009091206019781603,0.012793684481180559,0.999998546740846,0.41541016707241474
V_O12_4,3,1,-1.275,2,3.6676488795803546,0.04837057035168504,0.01942972044003607,0.009106680509821007,0.012966207981453221,0.9999984924450471,0.4125731216831206
V_O12_4,3,1,-1.25,2,3.66797523039132,0.04834399059594032,0.019606962721290255,0.00912126072112252,0.013142494696068385,0.9999984349517433,0.4096910224619999
V_O12_4,3,1,-1.225,2,3.6683060367546374,0.04831695058103699,0.01978749273752027,0.009134867055371294,0.013322674394367637,0.9999983739849101,0.4067616695892028
V_O12_4,3,1,-1.2,2,3.6686413976933077,0.04828943938974029,0.019971402229527695,0.00914741352925572,0.013506884233040722,0.999998309236831,0.4037827005203393
V_O12_4,3,1,-1.1749999999999998,2,3.6689814157584313,0.04826144569403634,0.020158787471364452,0.009158807196976605,0.013695269421465628,0.9999982403636067,0.4007515748496748
