lambda,mu,line_id,cards,stability_flux,stability_noflux,delta_stability,meanmax_flux,stdmax_flux,meanmax_noflux,stdmax_noflux
0.45,1.75,1,1♡ 3♠ 6♠ 10♠,13.72614076967841,8.512022650975984,5.214118118702427,0.06388334796911244,0.004654137608018219,0.05964065253836602,0.0070066369632519315
0.45,1.75,2,7♠ 7♡ 7♢ 7♣,9.125461540029825,8.381867020058086,0.7435945199717384,0.07594581100033176,0.00832240765764967,0.07012960858923062,0.008366824291223917
0.45,1.75,3,3♢ 4♣ 8♠ 10♡,13.517355171957904,16.81754083306844,-3.3001856611105342,0.05866485900649032,0.004339965789179829,0.05412353057589287,0.0032182785291336668
0.45,1.75,4,2♣ 3♢ 6♢ 7♠,6.0058557471419185,7.160570764208919,-1.1547150170670006,0.08769060545856228,0.014600851094416094,0.08242820222077886,0.011511401106848123
0.45,1.75,5,5♡ 7♣ 8♢ 10♠,9.125461540029825,8.381867020058086,0.7435945199717384,0.07594581100033176,0.00832240765764967,0.07012960858923062,0.008366824291223917
0.45,1.75,6,3♠ 3♡ 3♢ 3♣,9.530223770642207,11.349394033734216,-1.8191702630920084,0.06011277185055081,0.006307592906236663,0.05788468354130394,0.005100244415627054
0.45,1.75,7,6♠ 6♡ 6♢ 6♣,15.197651518102129,11.072071860554086,4.125579657548043,0.06480223596956303,0.004263963803379503,0.05945154967561597,0.005369505402816344
0.45,1.75,8,3♡ 4♠ 8♣ 10♣,9.670648822110994,18.76179528045074,-9.091146458339747,0.06279799494433752,0.006493669256271206,0.05490101085859923,0.0029262130855784644
0.45,1.75,9,6♡ 7♢ 8♠ 9♣,12.805208806216678,19.11593040787977,-6.310721601663092,0.06301834174814243,0.004921305283014851,0.056102195034725716,0.002934839886820254
0.45,1.75,10,9♠ 9♡ 9♢ 9♣,8.961968366290625,6.4721778294154175,2.4897905368752076,0.07000362017078673,0.0078111880459316285,0.06700187300758033,0.010352291728305632
0.45,1.75,11,2♡ 4♠ 5♡ 6♡,12.16422752918926,28.017072129805833,-15.852844600616573,0.06268364053731991,0.005153113125096053,0.05609237219091653,0.002002078301795244
0.45,1.75,12,6♠ 7♡ 8♣ 9♢,15.406492754978144,10.096072047984721,5.310420706993423,0.06418231350447787,0.004165926309460619,0.05960715775178808,0.005903994887168646
0.45,1.75,13,3♠ 4♡ 5♢ 7♢,10.317217518300176,9.418919598897391,0.8982979194027845,0.06126147074686169,0.005937789974690278,0.05782118811057876,0.006138834449478419
0.45,1.75,14,2♢ 4♣ 5♣ 6♠,16.88735992156551,8.826366533636284,8.060993387929225,0.06280696861488416,0.003719170368050151,0.05842007222861721,0.0066188133028449395
0.45,1.75,15,8♠ 8♡ 8♢ 8♣,9.998982717740601,8.215691077581251,1.7832916401593497,0.07227296784102628,0.00722803207898306,0.06473180802685799,0.007879046012756777
0.45,1.75,16,3♣ 4♢ 5♠ 7♡,6.156371439982121,5.515043237695778,0.6413282022863429,0.07089952755570988,0.01151644735001821,0.06741272329138136,0.01222342607046302
0.45,1.75,17,1♠ 1♡ 1♢ 1♣,3.326162366808195,2.6745474657434247,0.6516149010647703,0.11979249903578815,0.03601522891101126,0.11191625762967239,0.041844932297196616
0.45,1.75,18,1♡ 2♠ 5♠ 8♠,6.156371439982121,5.6571240776716145,0.4992473623105065,0.07089952755570988,0.01151644735001821,0.06756651531679161,0.01194361558790504
0.45,1.75,19,10♠ 10♡ 10♢ 10♣,11.903970185445026,9.452356014617905,2.4516141708271206,0.0646118151501166,0.005427753442218582,0.05867824774852072,0.006207790698718481
0.45,1.75,20,1♠ 4♡ 6♢ 8♢,3.326162366808195,2.6745474657434247,0.6516149010647703,0.11979249903578815,0.03601522891101126,0.11191625762967239,0.041844932297196616
0.45,1.75,21,1♢ 2♢ 7♢ 10♣,9.389120226253455,13.977446933877058,-4.588326707623603,0.06285303647187555,0.006694241308800008,0.05453627330877553,0.003901733525927133
0.45,1.75,22,5♣ 7♠ 8♡ 10♢,9.998982717740601,8.474785224652326,1.5241974930882751,0.07227296784102628,0.00722803207898306,0.06582472507465977,0.007767126048596729
0.45,1.75,23,4♠ 4♡ 4♢ 4♣,13.144714889128219,14.938706252076283,-1.7939913629480646,0.059424475609132346,0.004520788477373623,0.054839731943002096,0.003670982682009702
0.45,1.75,24,2♣ 4♢ 9♣ 10♠,6.0058557471419185,7.160570764208919,-1.1547150170670006,0.08769060545856228,0.014600851094416094,0.08242820222077886,0.011511401106848123
0.45,1.75,25,1♢ 3♢ 5♡ 9♢,11.666695977795376,16.312929053160452,-4.6462330753650765,0.06158296019802899,0.005278526183868738,0.055704089075238813,0.003414720243906581
0.45,1.75,26,2♠ 2♡ 2♢ 2♣,6.0058557471419185,7.160570764208919,-1.1547150170670006,0.08769060545856228,0.014600851094416094,0.08242820222077886,0.011511401106848123
0.45,1.75,27,1♡ 4♠ 7♠ 9♠,8.300034941375625,6.4721778294154175,1.8278571119602072,0.06953682383288272,0.008377895312975378,0.06700187300758033,0.010352291728305632
0.45,1.75,28,1♠ 2♡ 7♡ 10♡,3.326162366808195,2.6745474657434247,0.6516149010647703,0.11979249903578815,0.03601522891101126,0.11191625762967239,0.041844932297196616
0.45,1.75,29,2♢ 3♣ 8♢ 9♠,8.300034941375625,6.4721778294154175,1.8278571119602072,0.06953682383288272,0.008377895312975378,0.06700187300758033,0.010352291728305632
0.45,1.75,30,5♠ 5♡ 5♢ 5♣,6.156371439982121,5.515043237695778,0.6413282022863429,0.07089952755570988,0.01151644735001821,0.06741272329138136,0.01222342607046302
0.45,1.75,31,1♠ 3♡ 5♣ 9♣,3.326162366808195,2.7106193902840885,0.6155429765241065,0.11979249903578815,0.03601522891101126,0.11219403054942273,0.0413905511602144
0.45,1.75,32,1♢ 4♢ 6♣ 8♡,9.998982717740601,8.215691077581251,1.7832916401593497,0.07227296784102628,0.00722803207898306,0.06473180802685799,0.007879046012756777
0.45,1.75,33,5♢ 6♣ 9♠ 10♡,8.300034941375625,6.4721778294154175,1.8278571119602072,0.06953682383288272,0.008377895312975378,0.06700187300758033,0.010352291728305632
0.45,1.75,34,1♣ 4♣ 7♣ 9♡,9.125461540029825,8.381867020058086,0.7435945199717384,0.07594581100033176,0.00832240765764967,0.07012960858923062,0.008366824291223917
0.45,1.75,35,1♣ 2♣ 5♢ 8♣,6.0058557471419185,7.160570764208919,-1.1547150170670006,0.08769060545856228,0.014600851094416094,0.08242820222077886,0.011511401106848123
0.45,1.75,36,1♣ 3♣ 6♡ 10♢,14.046184655186668,11.229728735245182,2.816455919941486,0.06406620657607474,0.004561110945698537,0.05944725953960185,0.005293739585447246
0.45,1.75,37,5♠ 6♢ 9♡ 10♣,7.703297342627283,5.795539545162309,1.9077577974649742,0.07344266853648279,0.009533926222745865,0.06771521751097213,0.01168402302896817
0.45,1.75,38,2♠ 4♡ 9♢ 10♢,14.19776065780272,10.162154004732816,4.0356066530699035,0.06336100008806794,0.004462746035463444,0.05951581736769054,0.005856614389033296
