line_bits
0001|0100|0101
0001|1000|1001
0001|1100|1101
0010|0100|0110
0010|1000|1010
0010|1100|1110
0011|0100|0111
0011|1000|1011
0011|1100|1111
0101|1010|1111
0101|1011|1110
0110|1001|1111
0110|1011|1101
0111|1001|1110
0111|1010|1101
