element,label,node,row_norm
e*,(0 1 2),0,0.0
e*,(0 1 2),1,11.999999999999998
e*,(0 1 2),2,0.0
e*,(0 1 2),3,9.797958971132712
e*,(0 1 2),4,6.92820323027551
e*,(0 1 2),5,9.797958971132712
e*,(0 1 2),6,0.0
e*,(0 1 2),7,0.0
e*,(0 1 2),8,9.797958971132712
e*,(0 1 2),9,0.0
e*,(0 1 2),10,0.0
e*,(0 1 2),11,6.92820323027551
e*,(0 1 2),12,6.92820323027551
e*,(0 1 2),13,9.797958971132712
e*,(0 1 2),14,9.797958971132712
e*,(0 1 2),15,9.797958971132712
e*,(0 1 2),16,6.92820323027551
e*,(0 1 2),17,6.92820323027551
e*,(0 1 2),18,9.797958971132712
e*,(0 1 2),19,6.92820323027551
e*,(0 1 2),20,9.797958971132712
e*,(0 1 2),21,0.0
e*,(0 1 2),22,9.797958971132712
e*,(0 1 2),23,9.797958971132712
e*,(0 1 2),24,0.0
e*,(0 1 2),25,6.92820323027551
e*,(0 1 2),26,0.0
e*,(0 1 2),27,0.0
e*,(0 1 2),28,9.797958971132712
e*,(0 1 2),29,0.0
e*,(0 1 2),30,6.92820323027551
e*,(0 1 2),31,0.0
e*,(0 1 2),32,9.797958971132712
e*,(0 1 2),33,6.92820323027551
e*,(0 1 2),34,6.92820323027551
e*,(0 1 2),35,9.797958971132712
e*,(0 1 2),36,6.92820323027551
e*,(0 1 2),37,0.0
e*,(0 1 2),38,9.797958971132712
e*,(0 1 2),39,6.92820323027551
e*,(0 1 2),40,11.999999999999998
e*,(0 1 2),41,9.797958971132712
e*,(0 1 2),42,6.92820323027551
e*,(0 1 2),43,6.92820323027551
e*,(0 1 2),44,6.92820323027551
e*,(0 1 2),45,0.0
e*,(0 1 2),46,0.0
e*,(0 1 2),47,9.797958971132712
e*,(0 1 2),48,0.0
e*,(0 1 2),49,9.797958971132712
e*,(0 1 2),50,6.92820323027551
e*,(0 1 2),51,0.0
e*,(0 1 2),52,0.0
e*,(0 1 2),53,6.92820323027551
e*,(0 1 2),54,6.92820323027551
e*,(0 1 2),55,6.92820323027551
e*,(0 1 2),56,6.92820323027551
e*,(0 1 2),57,0.0
e*,(0 1 2),58,9.797958971132712
e*,(0 2 1),0,11.999999999999998
e*,(0 2 1),1,0.0
e*,(0 2 1),2,9.797958971132712
e*,(0 2 1),3,0.0
e*,(0 2 1),4,6.92820323027551
e*,(0 2 1),5,6.92820323027551
e*,(0 2 1),6,15.491933384829668
e*,(0 2 1),7,6.92820323027551
e*,(0 2 1),8,0.0
e*,(0 2 1),9,6.92820323027551
e*,(0 2 1),10,0.0
e*,(0 2 1),11,6.92820323027551
e*,(0 2 1),12,0.0
e*,(0 2 1),13,6.92820323027551
e*,(0 2 1),14,6.92820323027551
e*,(0 2 1),15,0.0
e*,(0 2 1),16,0.0
e*,(0 2 1),17,6.92820323027551
e*,(0 2 1),18,0.0
e*,(0 2 1),19,6.92820323027551
e*,(0 2 1),20,9.797958971132712
e*,(0 2 1),21,6.92820323027551
e*,(0 2 1),22,0.0
e*,(0 2 1),23,0.0
e*,(0 2 1),24,9.797958971132712
e*,(0 2 1),25,6.92820323027551
e*,(0 2 1),26,6.92820323027551
e*,(0 2 1),27,9.797958971132712
e*,(0 2 1),28,0.0
e*,(0 2 1),29,0.0
e*,(0 2 1),30,0.0
e*,(0 2 1),31,6.92820323027551
e*,(0 2 1),32,6.92820323027551
e*,(0 2 1),33,6.92820323027551
e*,(0 2 1),34,6.92820323027551
e*,(0 2 1),35,6.92820323027551
e*,(0 2 1),36,6.92820323027551
e*,(0 2 1),37,6.92820323027551
e*,(0 2 1),38,6.92820323027551
e*,(0 2 1),39,6.92820323027551
e*,(0 2 1),40,0.0
e*,(0 2 1),41,0.0
e*,(0 2 1),42,6.92820323027551
e*,(0 2 1),43,6.92820323027551
e*,(0 2 1),44,6.92820323027551
e*,(0 2 1),45,9.797958971132712
e*,(0 2 1),46,9.797958971132712
e*,(0 2 1),47,0.0
e*,(0 2 1),48,9.797958971132712
e*,(0 2 1),49,0.0
e*,(0 2 1),50,9.797958971132712
e*,(0 2 1),51,6.92820323027551
e*,(0 2 1),52,6.92820323027551
e*,(0 2 1),53,6.92820323027551
e*,(0 2 1),54,6.92820323027551
e*,(0 2 1),55,0.0
e*,(0 2 1),56,0.0
e*,(0 2 1),57,9.797958971132712
e*,(0 2 1),58,0.0
e*,e,0,0.0
e*,e,1,0.0
e*,e,2,0.0
e*,e,3,0.0
e*,e,4,0.0
e*,e,5,0.0
e*,e,6,0.0
e*,e,7,0.0
e*,e,8,0.0
e*,e,9,0.0
e*,e,10,0.0
e*,e,11,0.0
e*,e,12,0.0
e*,e,13,0.0
e*,e,14,0.0
e*,e,15,0.0
e*,e,16,0.0
e*,e,17,0.0
e*,e,18,0.0
e*,e,19,0.0
e*,e,20,0.0
e*,e,21,0.0
e*,e,22,0.0
e*,e,23,0.0
e*,e,24,0.0
e*,e,25,0.0
e*,e,26,0.0
e*,e,27,0.0
e*,e,28,0.0
e*,e,29,0.0
e*,e,30,0.0
e*,e,31,0.0
e*,e,32,0.0
e*,e,33,0.0
e*,e,34,0.0
e*,e,35,0.0
e*,e,36,0.0
e*,e,37,0.0
e*,e,38,0.0
e*,e,39,0.0
e*,e,40,0.0
e*,e,41,0.0
e*,e,42,0.0
e*,e,43,0.0
e*,e,44,0.0
e*,e,45,0.0
e*,e,46,0.0
e*,e,47,0.0
e*,e,48,0.0
e*,e,49,0.0
e*,e,50,0.0
e*,e,51,0.0
e*,e,52,0.0
e*,e,53,0.0
e*,e,54,0.0
e*,e,55,0.0
e*,e,56,0.0
e*,e,57,0.0
e*,e,58,0.0
e*,e*,0,6.6332495807108005
e*,e*,1,0.0
e*,e*,2,0.0
e*,e*,3,0.0
e*,e*,4,0.0
e*,e*,5,0.0
e*,e*,6,0.0
e*,e*,7,0.0
e*,e*,8,0.0
e*,e*,9,0.0
e*,e*,10,6.6332495807108005
e*,e*,11,0.0
e*,e*,12,6.6332495807108005
e*,e*,13,0.0
e*,e*,14,0.0
e*,e*,15,0.0
e*,e*,16,0.0
e*,e*,17,0.0
e*,e*,18,0.0
e*,e*,19,0.0
e*,e*,20,6.6332495807108005
e*,e*,21,0.0
e*,e*,22,0.0
e*,e*,23,0.0
e*,e*,24,0.0
e*,e*,25,0.0
e*,e*,26,6.6332495807108005
e*,e*,27,9.38083151964686
e*,e*,28,0.0
e*,e*,29,0.0
e*,e*,30,0.0
e*,e*,31,0.0
e*,e*,32,0.0
e*,e*,33,0.0
e*,e*,34,0.0
e*,e*,35,0.0
e*,e*,36,0.0
e*,e*,37,0.0
e*,e*,38,0.0
e*,e*,39,0.0
e*,e*,40,0.0
e*,e*,41,0.0
e*,e*,42,0.0
e*,e*,43,0.0
e*,e*,44,0.0
e*,e*,45,6.6332495807108005
e*,e*,46,0.0
e*,e*,47,0.0
e*,e*,48,0.0
e*,e*,49,0.0
e*,e*,50,0.0
e*,e*,51,0.0
e*,e*,52,0.0
e*,e*,53,0.0
e*,e*,54,0.0
e*,e*,55,0.0
e*,e*,56,0.0
e*,e*,57,0.0
e*,e*,58,0.0
(0 1 2),(0 1 2),0,0.0
(0 1 2),(0 1 2),1,11.999999999999998
(0 1 2),(0 1 2),2,0.0
(0 1 2),(0 1 2),3,9.797958971132712
(0 1 2),(0 1 2),4,6.92820323027551
(0 1 2),(0 1 2),5,9.797958971132712
(0 1 2),(0 1 2),6,0.0
(0 1 2),(0 1 2),7,0.0
(0 1 2),(0 1 2),8,9.797958971132712
(0 1 2),(0 1 2),9,0.0
(0 1 2),(0 1 2),10,0.0
(0 1 2),(0 1 2),11,6.92820323027551
(0 1 2),(0 1 2),12,6.92820323027551
(0 1 2),(0 1 2),13,9.797958971132712
(0 1 2),(0 1 2),14,9.797958971132712
(0 1 2),(0 1 2),15,9.797958971132712
(0 1 2),(0 1 2),16,6.92820323027551
(0 1 2),(0 1 2),17,6.92820323027551
(0 1 2),(0 1 2),18,9.797958971132712
(0 1 2),(0 1 2),19,6.92820323027551
(0 1 2),(0 1 2),20,9.797958971132712
(0 1 2),(0 1 2),21,0.0
(0 1 2),(0 1 2),22,9.797958971132712
(0 1 2),(0 1 2),23,9.797958971132712
(0 1 2),(0 1 2),24,0.0
(0 1 2),(0 1 2),25,6.92820323027551
(0 1 2),(0 1 2),26,0.0
(0 1 2),(0 1 2),27,0.0
(0 1 2),(0 1 2),28,9.797958971132712
(0 1 2),(0 1 2),29,0.0
(0 1 2),(0 1 2),30,6.92820323027551
(0 1 2),(0 1 2),31,0.0
(0 1 2),(0 1 2),32,9.797958971132712
(0 1 2),(0 1 2),33,6.92820323027551
(0 1 2),(0 1 2),34,6.92820323027551
(0 1 2),(0 1 2),35,9.797958971132712
(0 1 2),(0 1 2),36,6.92820323027551
(0 1 2),(0 1 2),37,0.0
(0 1 2),(0 1 2),38,9.797958971132712
(0 1 2),(0 1 2),39,6.92820323027551
(0 1 2),(0 1 2),40,11.999999999999998
(0 1 2),(0 1 2),41,9.797958971132712
(0 1 2),(0 1 2),42,6.92820323027551
(0 1 2),(0 1 2),43,6.92820323027551
(0 1 2),(0 1 2),44,6.92820323027551
(0 1 2),(0 1 2),45,0.0
(0 1 2),(0 1 2),46,0.0
(0 1 2),(0 1 2),47,9.797958971132712
