line_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27
1,0.0,0.0,0.0,0.288675134594813,4.9107185318862545e-18,0.28867513459481303,0.288675134594813,0.288675134594813,-7.940287645655509e-22,-8.739354500162272e-17,-2.7825389152791335e-18,1.469094759578749e-17,-1.179427165000943e-16,0.5773502691896258,-2.2242557489361496e-20,0.0,3.7751517320483116e-17,0.0,-2.849213108681513e-92,-1.3346029923053642e-16,9.468731483949105e-18,0.5773502691896257,0.0,-2.2042212977288562e-17,0.0,-1.0744324387083592e-17,0.0
2,-5.015496286022213e-18,6.57187978367637e-17,-2.4201898852688083e-18,0.28867513459481287,4.41675515481633e-17,-0.28867513459481264,-0.28867513459481287,0.28867513459481287,-3.3362706627626515e-19,0.12514828481129986,1.912429700699904e-17,-0.0383661225861946,-0.5623159972647268,-1.1102230246251565e-16,-1.3171508672770896e-18,-0.0044738208320329684,-0.041569873252400566,-0.05329435029977489,-0.06439999065446814,-0.5623159972647267,0.06622723408232863,-1.1102230246251565e-16,-0.01055807271219801,0.03890902432620835,-0.01157891629810237,-0.04611201015014292,-0.011247940164588827
3,4.1436976162406984e-17,-0.4082482904638631,1.2649139442479044e-17,-1.939149664494418e-18,-0.4082482904638629,0.0,0.0,0.0,1.0294227225828388e-17,1.001326247139422e-17,-1.0248527510315084e-16,2.095379420951675e-16,0.0,0.0,9.61048413198036e-18,0.0116578990401097,0.03244320175358853,0.09286004768547834,-0.0007165275969495261,-2.220446049250313e-16,-0.2886258463324443,0.0,0.005318008643047115,0.7528985427855501,-0.0015289319765887602,0.08120735036524857,0.008267366369136563
4,7.35443521134749e-17,-1.2156469780545672e-16,1.0449867909522791e-17,0.28867513459481303,3.7193103677674214e-17,0.2886751345948128,-0.2886751345948129,-0.2886751345948129,-2.225507089363917e-18,0.46559244561058327,4.5760380733858586e-17,-0.1427344918904466,0.11336021972072853,0.28867513459481287,-1.846556449052171e-20,0.016644072953541127,0.15465348950239596,0.1982723688999284,0.23958897392259937,-0.11336021972072846,-0.24638691556108228,-0.28867513459481287,0.03927947476402641,-0.14475426346974135,0.04307734592513538,0.17155172050657314,0.04184600673679854
5,-4.7023309404655204e-17,3.10909680805023e-17,1.190548181597625e-17,0.28867513459481303,9.437528062045298e-18,0.2886751345948128,0.2886751345948129,0.2886751345948129,-6.6798014486754635e-18,0.46559244561058316,-1.71503185000023e-16,-0.1427344918904468,0.1133602197207285,-0.2886751345948128,-2.5975143505448863e-18,-0.01664407295354113,-0.15465348950239596,-0.19827236889992844,-0.23958897392259945,0.11336021972072843,0.24638691556108216,-0.28867513459481287,-0.03927947476402648,0.14475426346974124,-0.0430773459251353,-0.17155172050657327,-0.04184600673679882
6,-5.436060607791784e-17,-3.494237542044531e-17,-0.40824829046386313,-4.975344208742526e-18,0.0,0.0,0.0,0.0,0.4082482904638629,-0.1692221604753078,-2.7032244978711434e-17,-0.551993834872639,0.0,0.0,-3.162923276779161e-18,-0.04756649823338371,-0.09016486108923571,-0.29455868933239526,0.31177978083830754,0.0,-0.19484628982648824,0.0,0.01897569102416487,0.0,0.06433560913094671,-0.3106155867579149,0.004831082166308357
7,-3.9453139719798428e-16,1.7213180272687846e-17,-4.0528723451245815e-18,0.28867513459481303,-2.3315315869859755e-17,-0.2886751345948128,0.2886751345948129,-0.2886751345948129,9.256646272092712e-18,0.0625741424056499,0.49505236338437003,-0.019183061293097024,-0.2811579986323634,0.0,-0.0701652157949318,0.008305380075312847,-0.09580377690225779,-0.005957243014688357,-0.2646275857660324,0.28115799863236346,-0.38749649453026574,0.0,-0.030993693108243243,-0.1433080069809447,-0.050770889544889154,-0.0031898189900616217,-0.027087578662516574
8,-9.005769269336811e-18,7.121685256163797e-19,-0.40824829046386335,-2.294666198840288e-18,0.0,0.0,0.0,0.0,0.4082482904638629,0.08461108023765407,0.07016521579493212,0.2759969174363198,0.0,0.0,0.4950523633843705,-0.01028648897557357,-0.1512408093744816,-0.10549753156461303,-0.08566214299938123,0.0,0.09742314491324411,0.0,-0.016056775683634516,-5.478419095022362e-18,-0.014883296778292846,0.5306495076859999,-0.018069460635029313
11,3.41857810029939e-16,3.3353924648733884e-18,-2.8795431949509056e-18,0.28867513459481303,-2.3315315869859755e-17,-0.2886751345948128,0.2886751345948129,-0.2886751345948129,1.0516962707989716e-17,0.06257414240564982,-0.49505236338437036,-0.019183061293097426,-0.2811579986323634,0.0,0.07016521579493185,-0.0038315592432798693,0.13737365015465863,0.05925159331446346,0.3290275764205007,0.28115799863236335,0.3212692604479369,0.0,0.04155176582044134,0.1043989826547363,0.062349805842991574,0.0493018291402043,0.03833551882710558
13,1.358609895932077e-16,3.3353924648733884e-18,-1.8854779066082202e-17,0.28867513459481303,-3.7193103677674214e-17,-0.2886751345948128,-0.2886751345948129,0.2886751345948129,-2.221822079248401e-18,-0.06257414240564979,0.4950523633843699,0.019183061293097384,0.2811579986323634,0.0,-0.0701652157949318,-0.0038315592432801764,0.13737365015465863,0.05925159331446321,0.32902757642050073,0.2811579986323634,0.3212692604479369,0.0,0.04155176582044139,0.1043989826547363,0.062349805842991386,0.04930182914020459,0.03833551882710528
14,0.5773502691896256,9.669083346816436e-19,1.5403246184081287e-18,1.253111116069204e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.992397996059992e-17,0.38964271705718184,-1.1102230246251565e-16,-0.022185740384428384,0.16712325544666284,0.0,0.0,0.0,-0.02851603727725298,0.0,-0.5867582236642925,0.0,-0.3759314468141692
15,7.715257962411144e-17,-0.408248290463863,4.0420230194221574e-17,1.047061486921159e-18,-0.4082482904638629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.03598823344543703,-0.5926910755666059,0.32410568322262623,0.13492948110003086,9.957836286911229e-17,0.18182537173102123,0.0,0.03447739469408743,-0.3764492713927749,0.021077077676275816,-0.11230449234860888,0.04264494353961063
16,-4.788178693567426e-16,-0.408248290463863,5.70854159262118e-18,-6.002295525790823e-19,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2569610343861701,0.0,0.09572867341455932,3.469446951953614e-16,0.0,0.0,0.0,0.07943699213721012,0.0,0.2783806547387254,0.0,-0.7125080279600903
17,5.691877596019457e-18,-6.402252261326699e-18,-0.4082482904638632,6.638767541200663e-18,0.0,0.0,0.0,0.0,-0.40824829046386296,-0.08461108023765407,0.07016521579493179,-0.2759969174363197,0.0,0.0,0.49505236338437036,0.05785298720895784,0.24140567046371736,0.4000562208970089,-0.22611763783892636,0.0,0.09742314491324404,0.0,-0.0029189153405302895,-5.478419095022358e-18,-0.04945231235265415,-0.22003392092808502,0.013238378468721515
18,2.5150301374793924e-16,-0.408248290463863,1.9586329400435636e-17,6.977368816417763e-19,-0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04764613248554683,0.5602478738130174,-0.4169657309081049,-0.1342129535030813,9.957836286911229e-17,0.10680047460142288,0.0,-0.03979540333713457,-0.3764492713927749,-0.01954814569968711,0.031097141983360152,-0.05091230990874706
19,-6.552766176058309e-17,3.3353924648733884e-18,-2.9276908290735375e-18,0.28867513459481303,9.437528062045298e-18,0.2886751345948128,0.2886751345948129,0.2886751345948129,1.004822395398883e-17,-0.4655924456105835,-8.195606047797714e-18,0.14273449189044682,-0.11336021972072853,-0.2886751345948128,1.5852326547248343e-17,0.016644072953540902,0.15465348950239596,0.1982723688999281,0.23958897392259945,-0.11336021972072852,-0.24638691556108241,-0.28867513459481287,0.03927947476402649,-0.14475426346974135,0.043077345925135194,0.1715517205065732,0.04184600673679864
20,1.6704723164047366e-17,-2.2825670484062027e-18,-0.4082482904638631,1.529646942878161e-18,0.0,0.0,0.0,0.0,-0.40824829046386296,-0.08461108023765403,-0.07016521579493146,-0.2759969174363196,0.0,0.0,-0.49505236338437036,-0.01028648897557355,-0.15124080937448164,-0.10549753156461321,-0.08566214299938132,0.0,0.09742314491324414,0.0,-0.016056775683634426,-5.47841909502236e-18,-0.014883296778292959,0.530649507686,-0.018069460635029486
