line_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27
21,-3.927506248435196e-17,-2.7321482945696098e-17,4.88896130206949e-18,0.288675134594813,-9.406414275368036e-18,-0.2886751345948128,-0.28867513459481287,0.28867513459481287,3.264997422163063e-17,-0.06257414240564987,-0.49505236338437003,0.019183061293097204,0.2811579986323634,0.0,0.0701652157949318,0.008305380075313121,-0.09580377690225796,-0.005957243014688468,-0.2646275857660324,0.28115799863236346,-0.38749649453026574,0.0,-0.030993693108243445,-0.1433080069809447,-0.050770889544889,-0.003189818990061358,-0.027087578662516435
22,0.5773502691896256,6.248413438356292e-19,1.534753936271689e-18,5.403117272440987e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16492337733768567,2.992083991174861e-17,-0.06385516412085777,-0.17316479768263202,0.0,0.0,0.0,0.5806145053282514,0.0,0.4835699630919409,0.0,0.18560793121663266
23,-2.554509082251993e-17,-0.4082482904638631,-5.564578038001052e-17,-7.358447087425415e-18,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5745435461828925,0.0,-0.06852294834366032,-2.566504325367625e-16,0.0,0.0,0.0,-0.4471330938339746,0.0,0.22131022824500696,0.0,0.2880360481418005
26,-4.632132515673106e-17,-5.592102085621522e-18,1.0117492695460136e-17,0.288675134594813,-3.460343816764677e-18,0.2886751345948128,-0.28867513459481287,-0.28867513459481287,-9.763348760697829e-19,-2.7755575615628914e-17,5.5385346889231856e-17,2.42861286636753e-17,-5.551115123125783e-17,-0.5773502691896256,-1.8358925097804633e-17,-6.765421556309548e-17,-3.469446951953614e-18,-1.0408340855860843e-16,-2.0816681711721685e-17,1.1102230246251565e-16,-2.0816681711721685e-17,0.5773502691896257,3.469446951953614e-18,-1.0061396160665481e-16,-1.3877787807814457e-16,2.7755575615628914e-17,-1.5612511283791264e-17
28,3.594277348755596e-17,-1.7384007520321677e-18,-0.40824829046386296,-3.0325439265392995e-18,0.0,0.0,0.0,0.0,-0.40824829046386296,0.1692221604753081,-3.6762300438497894e-16,0.5519938348726393,0.0,0.0,1.1726556068819798e-16,-0.04756649823338364,-0.09016486108923576,-0.2945586893323956,0.31177978083830754,0.0,-0.19484628982648824,0.0,0.01897569102416464,1.095683819004472e-17,0.06433560913094702,-0.310615586757915,0.0048310821663081404
30,0.5773502691896257,6.248413438356297e-19,1.5347539362716904e-18,5.403117272440992e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5545660943948669,3.590500789409833e-17,0.08604090450528609,0.006041542235969067,0.0,0.0,0.0,-0.5520984680509987,0.0,0.10318826057235167,0.0,0.19032351559753602
32,1.342703906448048e-16,-0.4082482904638631,-2.2718460249746897e-17,8.384022595460718e-18,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317582511796723,0.0,-0.027205725070898717,-2.010177496474058e-16,0.0,0.0,0.0,0.3676961016967643,0.0,-0.49969088298373193,0.0,0.42447197981828977
35,3.75068134316211e-17,1.5224579626100163e-17,-1.5256428533101966e-17,0.2886751345948129,-3.8154813336300816e-17,0.28867513459481275,-0.2886751345948128,-0.2886751345948128,-3.630037568143364e-18,-0.4655924456105837,-1.091402561707951e-16,0.1427344918904467,-0.11336021972072849,0.2886751345948128,-2.3384886817552368e-17,-0.01664407295354104,-0.15465348950239588,-0.19827236889992836,-0.2395889739225994,0.11336021972072843,0.24638691556108244,-0.28867513459481287,-0.039279474764026406,0.1447542634697414,-0.04307734592513553,-0.17155172050657314,-0.041846006736798405
36,8.92428712208519e-18,1.5224579626100163e-17,9.029700130573333e-18,0.2886751345948129,6.591038895192973e-17,-0.28867513459481275,0.2886751345948128,-0.2886751345948128,2.0539864802559292e-17,-0.12514828481129964,-8.709671505306344e-17,0.03836612258619464,0.5623159972647268,0.0,1.8537132357012986e-17,-0.004473820832032989,-0.04156987325240066,-0.05329435029977491,-0.06439999065446805,-0.5623159972647269,0.0662272340823287,0.0,-0.010558072712198038,0.03890902432620835,-0.01157891629810233,-0.046112010150142935,-0.011247940164588844
39,5.027001099631896e-18,-2.8110795903613624e-18,-0.4082482904638631,1.3291176130398019e-18,0.0,0.0,0.0,0.0,0.40824829046386296,0.08461108023765408,-0.07016521579493182,0.27599691743631977,0.0,0.0,-0.49505236338437025,0.057852987208957894,0.24140567046371741,0.40005622089700876,-0.2261176378389262,0.0,0.09742314491324403,0.0,-0.0029189153405303914,-5.47841909502236e-18,-0.0494523123526543,-0.22003392092808516,0.013238378468721872
