idx27_a,idx27_b,line_id_a,line_id_b,det1_count,det2_count,corr,opp_rate,mean_abs_delta_a,mean_abs_delta_b,mean_abs_delta_gap,rank_a,rank_b
1,20,11,30,48,48,1.0,0.0,0.003458812317412455,0.003458812317412455,0.0,22,24
1,21,11,22,48,48,-0.16028591807482775,0.29411764705882354,0.003458812317412455,0.0033015429176538303,0.00015726939975862489,22,26
1,22,11,8,48,48,-0.4147372437838353,1.0,0.003458812317412455,0.02892248524455424,0.025463672927141783,22,1
1,23,11,17,48,48,0.8454830762087534,0.0,0.003458812317412455,0.0012889051225446393,0.002169907194867816,22,36
1,24,11,20,48,48,-0.47960857320089345,0.7647058823529411,0.003458812317412455,0.00034271195484016217,0.003116100362572293,22,40
1,25,11,14,48,48,-0.014685757704161495,0.0,0.003458812317412455,0.010940248884698443,0.0074814365672859874,22,9
1,26,11,6,48,48,0.9040958627130047,0.3137254901960784,0.003458812317412455,0.0028638058953718904,0.0005950064220405647,22,29
2,3,18,15,48,48,-0.18463716367362268,0.3333333333333333,0.011371733133028266,0.010631870193550426,0.0007398629394778401,7,10
2,4,18,21,48,48,-0.8520832954141064,1.0,0.011371733133028266,0.010446395495979312,0.0009253376370489536,7,12
2,5,18,36,48,48,-0.7691189801339007,0.6862745098039216,0.011371733133028266,0.0028638058953718904,0.008507927237656376,7,30
2,6,18,7,48,48,0.017192844942559293,1.0,0.011371733133028266,0.01126903239649422,0.00010270073653404627,7,8
2,7,18,3,48,48,0.587161528217359,0.0,0.011371733133028266,0.012527663677193357,0.001155930544165091,7,6
2,8,18,13,48,48,-0.3684283671654887,1.0,0.011371733133028266,0.0038460383048055614,0.007525694828222704,7,20
2,9,18,5,48,48,-0.815452251256062,1.0,0.011371733133028266,0.003458812317412455,0.007912920815615811,7,21
2,10,18,26,48,48,-0.7024101949960126,1.0,0.011371733133028266,0.012538620247055654,0.0011668871140273884,7,5
2,11,18,16,48,48,-0.7705530873443502,0.6470588235294118,0.011371733133028266,0.0032006867810644326,0.008171046351963833,7,27
2,12,18,32,48,48,-0.6404578584810873,0.37254901960784315,0.011371733133028266,0.010237910224970097,0.0011338229080581682,7,14
2,13,18,19,48,48,0.765646670080441,0.9803921568627451,0.011371733133028266,0.023527809847628173,0.012156076714599907,7,2
2,14,18,35,48,48,-0.7119377822430668,1.0,0.011371733133028266,0.015443508339366788,0.004071775206338522,7,4
2,15,18,4,48,48,0.779215012488874,0.0,0.011371733133028266,0.002976508362919793,0.008395224770108473,7,28
2,16,18,23,48,48,-0.4503522778947913,0.9607843137254902,0.011371733133028266,0.004551378777072315,0.00682035435595595,7,19
2,17,18,1,48,48,-0.0849139571540552,1.0,0.011371733133028266,0.00825534969123644,0.0031163834417918257,7,15
2,18,18,39,48,48,0.5141941739236567,0.0,0.011371733133028266,0.01945270245354121,0.008080969320512945,7,3
2,19,18,28,48,48,-0.444697612569537,0.21568627450980393,0.011371733133028266,0.00044766330387043,0.010924069829157836,7,38
2,20,18,30,48,48,-0.815452251256062,1.0,0.011371733133028266,0.003458812317412455,0.007912920815615811,7,24
2,21,18,22,48,48,0.31244602328601245,0.7058823529411765,0.011371733133028266,0.0033015429176538303,0.008070190215374435,7,26
2,22,18,8,48,48,0.31302295108355355,0.0,0.011371733133028266,0.02892248524455424,0.017550752111525972,7,1
2,23,18,17,48,48,-0.8344834162567644,1.0,0.011371733133028266,0.0012889051225446393,0.010082828010483626,7,36
2,24,18,20,48,48,0.42050209389774906,0.23529411764705882,0.011371733133028266,0.00034271195484016217,0.011029021178188103,7,40
2,25,18,14,48,48,0.049448548722008163,1.0,0.011371733133028266,0.010940248884698443,0.00043148424832982306,7,9
2,26,18,6,48,48,-0.7691189801339007,0.6862745098039216,0.011371733133028266,0.0028638058953718904,0.008507927237656376,7,29
3,4,15,21,48,48,0.3552740862090859,0.6666666666666666,0.010631870193550426,0.010446395495979312,0.00018547469757111343,10,12
3,5,15,36,48,48,0.15340523424306393,0.47058823529411764,0.010631870193550426,0.0028638058953718904,0.0077680642981785356,10,30
3,6,15,7,48,48,-0.0799533254674904,0.6666666666666666,0.010631870193550426,0.01126903239649422,0.0006371622029437939,10,8
3,7,15,3,48,48,-0.34726624937329853,0.3333333333333333,0.010631870193550426,0.012527663677193357,0.001895793483642931,10,6
3,8,15,13,48,48,0.11357490508878938,0.6666666666666666,0.010631870193550426,0.0038460383048055614,0.006785831888744864,10,20
3,9,15,5,48,48,0.21634822080999852,0.6666666666666666,0.010631870193550426,0.003458812317412455,0.00717305787613797,10,21
3,10,15,26,48,48,0.10985043809936688,0.6666666666666666,0.010631870193550426,0.012538620247055654,0.0019067500535052285,10,5
3,11,15,16,48,48,0.15567087156361414,0.43137254901960786,0.010631870193550426,0.0032006867810644326,0.0074311834124859925,10,27
3,12,15,32,48,48,0.2275567670270691,0.39215686274509803,0.010631870193550426,0.010237910224970097,0.00039395996858032807,10,14
3,13,15,19,48,48,-0.178848685516458,0.6470588235294118,0.010631870193550426,0.023527809847628173,0.012895939654077747,10,2
3,14,15,35,48,48,0.18103682611602012,0.6666666666666666,0.010631870193550426,0.015443508339366788,0.0048116381458163625,10,4
3,15,15,4,48,48,-0.2896755317324564,0.3333333333333333,0.010631870193550426,0.002976508362919793,0.007655361830630633,10,28
3,16,15,23,48,48,0.14954281007782458,0.6274509803921569,0.010631870193550426,0.004551378777072315,0.00608049141647811,10,19
3,17,15,1,48,48,-0.03888037745837124,0.6666666666666666,0.010631870193550426,0.00825534969123644,0.0023765205023139856,10,15
3,18,15,39,48,48,-0.06401903566591474,0.3333333333333333,0.010631870193550426,0.01945270245354121,0.008820832259990785,10,3
3,19,15,28,48,48,0.12282177092849624,0.3137254901960784,0.010631870193550426,0.00044766330387043,0.010184206889679996,10,38
3,20,15,30,48,48,0.21634822080999852,0.6666666666666666,0.010631870193550426,0.003458812317412455,0.00717305787613797,10,24
3,21,15,22,48,48,0.7271110786185327,0.37254901960784315,0.010631870193550426,0.0033015429176538303,0.007330327275896595,10,26
3,22,15,8,48,48,-0.23077791368860498,0.3333333333333333,0.010631870193550426,0.02892248524455424,0.018290615051003815,10,1
3,23,15,17,48,48,0.23955163361830892,0.6666666666666666,0.010631870193550426,0.0012889051225446393,0.009342965071005786,10,36
3,24,15,20,48,48,-0.049903785731344734,0.45098039215686275,0.010631870193550426,0.00034271195484016217,0.010289158238710263,10,40
3,25,15,14,48,48,-0.07988470121290221,0.6666666666666666,0.010631870193550426,0.010940248884698443,0.00030837869114801707,10,9
3,26,15,6,48,48,0.15340523424306393,0.47058823529411764,0.010631870193550426,0.0028638058953718904,0.0077680642981785356,10,29
4,5,21,36,48,48,0.6341817001937089,0.3137254901960784,0.010446395495979312,0.0028638058953718904,0.007582589600607422,12,30
4,6,21,7,48,48,-0.11671155351357261,0.0,0.010446395495979312,0.01126903239649422,0.0008226369005149073,12,8
4,7,21,3,48,48,-0.616394847351081,1.0,0.010446395495979312,0.012527663677193357,0.0020812681812140445,12,6
4,8,21,13,48,48,0.4066186102014992,0.0,0.010446395495979312,0.0038460383048055614,0.006600357191173751,12,20
4,9,21,5,48,48,0.7325062532117489,0.0,0.010446395495979312,0.003458812317412455,0.006987583178566857,12,21
4,10,21,26,48,48,0.6021480102989625,0.0,0.010446395495979312,0.012538620247055654,0.002092224751076342,12,5
4,11,21,16,48,48,0.6399729219781134,0.35294117647058826,0.010446395495979312,0.0032006867810644326,0.007245708714914879,12,27
4,12,21,32,48,48,0.6682429668581628,0.6274509803921569,0.010446395495979312,0.010237910224970097,0.00020848527100921464,12,14
4,13,21,19,48,48,-0.7609791423136653,0.0196078431372549,0.010446395495979312,0.023527809847628173,0.01308141435164886,12,2
4,14,21,35,48,48,0.6627891708345546,0.0,0.010446395495979312,0.015443508339366788,0.004997112843387476,12,4
4,15,21,4,48,48,-0.752053500602778,1.0,0.010446395495979312,0.002976508362919793,0.00746988713305952,12,28
4,16,21,23,48,48,0.5204241763677073,0.0392156862745098,0.010446395495979312,0.004551378777072315,0.005895016718906997,12,19
4,17,21,1,48,48,-0.013559743238312813,0.0,0.010446395495979312,0.00825534969123644,0.002191045804742872,12,15
4,18,21,39,48,48,-0.49708683899009104,1.0,0.010446395495979312,0.01945270245354121,0.009006306957561898,12,3
4,19,21,28,48,48,0.346269747079473,0.7843137254901961,0.010446395495979312,0.00044766330387043,0.009998732192108882,12,38
4,20,21,30,48,48,0.7325062532117489,0.0,0.010446395495979312,0.003458812317412455,0.006987583178566857,12,24
4,21,21,22,48,48,-0.1496134333589858,0.29411764705882354,0.010446395495979312,0.0033015429176538303,0.007144852578325481,12,26
4,22,21,8,48,48,-0.3677635499007787,1.0,0.010446395495979312,0.02892248524455424,0.018476089748574925,12,1
4,23,21,17,48,48,0.8201078292796461,0.0,0.010446395495979312,0.0012889051225446393,0.009157490373434673,12,36
4,24,21,20,48,48,-0.44555181483877965,0.7647058823529411,0.010446395495979312,0.00034271195484016217,0.01010368354113915,12,40
4,25,21,14,48,48,-0.14980100977297023,0.0,0.010446395495979312,0.010940248884698443,0.0004938533887191305,12,9
4,26,21,6,48,48,0.6341817001937089,0.3137254901960784,0.010446395495979312,0.0028638058953718904,0.007582589600607422,12,29
5,6,36,7,48,48,-0.23867317541686936,0.3137254901960784,0.0028638058953718904,0.01126903239649422,0.00840522650112233,30,8
5,7,36,3,48,48,-0.3024344525607499,0.6862745098039216,0.0028638058953718904,0.012527663677193357,0.009663857781821467,30,6
5,8,36,13,48,48,0.5978436026934263,0.3137254901960784,0.0028638058953718904,0.0038460383048055614,0.000982232409433671,30,20
5,9,36,5,48,48,0.9040958627130047,0.3137254901960784,0.0028638058953718904,0.003458812317412455,0.0005950064220405647,30,21
5,10,36,26,48,48,0.5982874267950912,0.3137254901960784,0.0028638058953718904,0.012538620247055654,0.009674814351683764,30,5
5,11,36,16,48,48,0.9987253590822059,0.0392156862745098,0.0028638058953718904,0.0032006867810644326,0.0003368808856925422,30,27
5,12,36,32,48,48,0.508195027127336,0.35294117647058826,0.0028638058953718904,0.010237910224970097,0.0073741043295982075,30,14
5,13,36,19,48,48,-0.8370016502123718,0.3333333333333333,0.0028638058953718904,0.023527809847628173,0.02066400395225628,30,2
5,14,36,35,48,48,0.5850999722865162,0.3137254901960784,0.0028638058953718904,0.015443508339366788,0.012579702443994898,30,4
5,15,36,4,48,48,-0.656932220574891,0.6862745098039216,0.0028638058953718904,0.002976508362919793,0.00011270246754790242,30,28
5,16,36,23,48,48,0.5616927030559105,0.35294117647058826,0.0028638058953718904,0.004551378777072315,0.001687572881700425,30,19
5,17,36,1,48,48,-0.1299095866789927,0.3137254901960784,0.0028638058953718904,0.00825534969123644,0.00539154379586455,30,15
5,18,36,39,48,48,-0.5990351696677974,0.6862745098039216,0.0028638058953718904,0.01945270245354121,0.01658889655816932,30,3
5,19,36,28,48,48,0.4742812845975106,0.47058823529411764,0.0028638058953718904,0.00044766330387043,0.0024161425915014603,30,38
5,20,36,30,48,48,0.9040958627130047,0.3137254901960784,0.0028638058953718904,0.003458812317412455,0.0005950064220405647,30,24
5,21,36,22,48,48,-0.18401186159089677,0.49019607843137253,0.0028638058953718904,0.0033015429176538303,0.00043773702228193986,30,26
5,22,36,8,48,48,-0.4473842996002887,0.6862745098039216,0.0028638058953718904,0.02892248524455424,0.026058679349182347,30,1
5,23,36,17,48,48,0.9056677078615613,0.3137254901960784,0.0028638058953718904,0.0012889051225446393,0.0015749007728272512,30,36
5,24,36,20,48,48,-0.4399179643361011,0.6470588235294118,0.0028638058953718904,0.00034271195484016217,0.0025210939405317283,30,40
5,25,36,14,48,48,-0.2691469075161596,0.3137254901960784,0.0028638058953718904,0.010940248884698443,0.008076442989326553,30,9
5,26,36,6,48,48,1.0,0.0,0.0028638058953718904,0.0028638058953718904,0.0,30,29
6,7,7,3,48,48,-0.5709524377280061,1.0,0.01126903239649422,0.012527663677193357,0.0012586312806991372,8,6
6,8,7,13,48,48,-0.901639982601295,0.0,0.01126903239649422,0.0038460383048055614,0.007422994091688658,8,20
6,9,7,5,48,48,0.016141527739411337,0.0,0.01126903239649422,0.003458812317412455,0.007810220079081764,8,21
6,10,7,26,48,48,0.2954613030325703,0.0,0.01126903239649422,0.012538620247055654,0.0012695878505614346,8,5
6,11,7,16,48,48,-0.2688557853085019,0.35294117647058826,0.01126903239649422,0.0032006867810644326,0.008068345615429786,8,27
6,12,7,32,48,48,0.2959601292674693,0.6274509803921569,0.01126903239649422,0.010237910224970097,0.001031122171524122,8,14
6,13,7,19,48,48,0.2623957283958099,0.0196078431372549,0.01126903239649422,0.023527809847628173,0.012258777451133953,8,2
6,14,7,35,48,48,0.39061176910485357,0.0,0.01126903239649422,0.015443508339366788,0.004174475942872569,8,4
6,15,7,4,48,48,-0.2535319699085236,1.0,0.01126903239649422,0.002976508362919793,0.008292524033574427,8,28
6,16,7,23,48,48,-0.8594664526002255,0.0392156862745098,0.01126903239649422,0.004551378777072315,0.006717653619421904,8,19
6,17,7,1,48,48,0.9893912147675997,0.0,0.01126903239649422,0.00825534969123644,0.0030136827052577794,8,15
6,18,7,39,48,48,0.36781813935012486,1.0,0.01126903239649422,0.01945270245354121,0.008183670057046991,8,3
6,19,7,28,48,48,-0.2782989837587807,0.7843137254901961,0.01126903239649422,0.00044766330387043,0.01082136909262379,8,38
6,20,7,30,48,48,0.016141527739411337,0.0,0.01126903239649422,0.003458812317412455,0.007810220079081764,8,24
6,21,7,22,48,48,-0.16813001233274094,0.29411764705882354,0.01126903239649422,0.0033015429176538303,0.007967489478840389,8,26
6,22,7,8,48,48,0.3886989125645137,1.0,0.01126903239649422,0.02892248524455424,0.017653452848060018,8,1
6,23,7,17,48,48,-0.4126804461683291,0.0,0.01126903239649422,0.0012889051225446393,0.00998012727394958,8,36
6,24,7,20,48,48,0.4980329440260038,0.7647058823529411,0.01126903239649422,0.00034271195484016217,0.010926320441654057,8,40
6,25,7,14,48,48,0.9981183957701828,0.0,0.01126903239649422,0.010940248884698443,0.0003287835117957768,8,9
6,26,7,6,48,48,-0.23867317541686936,0.3137254901960784,0.01126903239649422,0.0028638058953718904,0.00840522650112233,8,29
7,8,3,13,48,48,0.3130854444194355,1.0,0.012527663677193357,0.0038460383048055614,0.008681625372387796,6,20
7,9,3,5,48,48,-0.6188324652640255,1.0,0.012527663677193357,0.003458812317412455,0.009068851359780902,6,21
7,10,3,26,48,48,-0.6726491083744924,1.0,0.012527663677193357,0.012538620247055654,1.0956569862297441e-05,6,5
7,11,3,16,48,48,-0.279890053788622,0.6470588235294118,0.012527663677193357,0.0032006867810644326,0.009326976896128924,6,27
7,12,3,32,48,48,-0.6351245853212173,0.37254901960784315,0.012527663677193357,0.010237910224970097,0.002289753452223259,6,14
7,13,3,19,48,48,0.3153633926194001,0.9803921568627451,0.012527663677193357,0.023527809847628173,0.011000146170434816,6,2
7,14,3,35,48,48,-0.8052963566124375,1.0,0.012527663677193357,0.015443508339366788,0.0029158446621734314,6,4
7,15,3,4,48,48,0.7974721974909146,0.0,0.012527663677193357,0.002976508362919793,0.009551155314273564,6,28
7,16,3,23,48,48,0.16447827904904003,0.9607843137254902,0.012527663677193357,0.004551378777072315,0.00797628490012104,6,19
7,17,3,1,48,48,-0.6589156013318502,1.0,0.012527663677193357,0.00825534969123644,0.004272313985956917,6,15
7,18,3,39,48,48,0.26208485710443225,0.0,0.012527663677193357,0.01945270245354121,0.006925038776347854,6,3
7,19,3,28,48,48,0.026808810684396243,0.21568627450980393,0.012527663677193357,0.00044766330387043,0.012080000373322927,6,38
7,20,3,30,48,48,-0.6188324652640255,1.0,0.012527663677193357,0.003458812317412455,0.009068851359780902,6,24
7,21,3,22,48,48,0.02246815387975311,0.7058823529411765,0.012527663677193357,0.0033015429176538303,0.009226120759539526,6,26
7,22,3,8,48,48,0.17662613389095913,0.0,0.012527663677193357,0.02892248524455424,0.016394821567360884,6,1
7,23,3,17,48,48,-0.33857787051769495,1.0,0.012527663677193357,0.0012889051225446393,0.011238758554648717,6,36
7,24,3,20,48,48,0.15529656523742688,0.23529411764705882,0.012527663677193357,0.00034271195484016217,0.012184951722353194,6,40
7,25,3,14,48,48,-0.5546651061351111,1.0,0.012527663677193357,0.010940248884698443,0.001587414792494914,6,9
7,26,3,6,48,48,-0.3024344525607499,0.6862745098039216,0.012527663677193357,0.0028638058953718904,0.009663857781821467,6,29
8,9,13,5,48,48,0.35049388791609976,0.0,0.0038460383048055614,0.003458812317412455,0.00038722598739310624,20,21
8,10,13,26,48,48,0.018488907121240808,0.0,0.0038460383048055614,0.012538620247055654,0.008692581942250092,20,5
8,11,13,16,48,48,0.624469512486061,0.35294117647058826,0.0038460383048055614,0.0032006867810644326,0.0006453515237411288,20,27
8,12,13,32,48,48,-0.011193364735703483,0.6274509803921569,0.0038460383048055614,0.010237910224970097,0.006391871920164536,20,14
8,13,13,19,48,48,-0.5420007290396338,0.0196078431372549,0.0038460383048055614,0.023527809847628173,0.01968177154282261,20,2
8,14,13,35,48,48,-0.08808394927356986,0.0,0.0038460383048055614,0.015443508339366788,0.011597470034561227,20,4
8,15,13,4,48,48,-0.06188237960984912,1.0,0.0038460383048055614,0.002976508362919793,0.0008695299418857686,20,28
8,16,13,23,48,48,0.9543659540748688,0.0392156862745098,0.0038460383048055614,0.004551378777072315,0.000705340472266754,20,19
8,17,13,1,48,48,-0.8527495690297395,0.0,0.0038460383048055614,0.00825534969123644,0.004409311386430879,20,15
8,18,13,39,48,48,-0.5548848026023286,1.0,0.0038460383048055614,0.01945270245354121,0.015606664148735648,20,3
8,19,13,28,48,48,0.4694661991730596,0.7843137254901961,0.0038460383048055614,0.00044766330387043,0.0033983750009351312,20,38
8,20,13,30,48,48,0.35049388791609976,0.0,0.0038460383048055614,0.003458812317412455,0.00038722598739310624,20,24
8,21,13,22,48,48,0.02120049790413996,0.29411764705882354,0.0038460383048055614,0.0033015429176538303,0.0005444953871517311,20,26
8,22,13,8,48,48,-0.5156938883366663,1.0,0.0038460383048055614,0.02892248524455424,0.025076446939748677,20,1
8,23,13,17,48,48,0.7359860500310661,0.0,0.0038460383048055614,0.0012889051225446393,0.002557133182260922,20,36
8,24,13,20,48,48,-0.6361996545030468,0.7647058823529411,0.0038460383048055614,0.00034271195484016217,0.0035033263499653993,20,40
8,25,13,14,48,48,-0.9117117762753856,0.0,0.0038460383048055614,0.010940248884698443,0.007094210579892881,20,9
8,26,13,6,48,48,0.5978436026934263,0.3137254901960784,0.0038460383048055614,0.0028638058953718904,0.000982232409433671,20,29
9,10,5,26,48,48,0.7562856008890251,0.0,0.003458812317412455,0.012538620247055654,0.009079807929643198,21,5
9,11,5,16,48,48,0.8878728404831281,0.35294117647058826,0.003458812317412455,0.0032006867810644326,0.0002581255363480225,21,27
9,12,5,32,48,48,0.6399446924564139,0.6274509803921569,0.003458812317412455,0.010237910224970097,0.006779097907557642,21,14
9,13,5,19,48,48,-0.7503604685158244,0.0196078431372549,0.003458812317412455,0.023527809847628173,0.020068997530215717,21,2
9,14,5,35,48,48,0.8144830371318045,0.0,0.003458812317412455,0.015443508339366788,0.011984696021954334,21,4
9,15,5,4,48,48,-0.8341291426212835,1.0,0.003458812317412455,0.002976508362919793,0.0004823039544926623,21,28
9,16,5,23,48,48,0.38751779281526794,0.0392156862745098,0.003458812317412455,0.004551378777072315,0.0010925664596598602,21,19
9,17,5,1,48,48,0.144508282064484,0.0,0.003458812317412455,0.00825534969123644,0.004796537373823985,21,15
9,18,5,39,48,48,-0.6043166904721138,1.0,0.003458812317412455,0.01945270245354121,0.015993890136128754,21,3
9,19,5,28,48,48,0.21756544339670855,0.7843137254901961,0.003458812317412455,0.00044766330387043,0.003011149013542025,21,38
9,20,5,30,48,48,1.0,0.0,0.003458812317412455,0.003458812317412455,0.0,21,24
9,21,5,22,48,48,-0.16028591807482775,0.29411764705882354,0.003458812317412455,0.0033015429176538303,0.00015726939975862489,21,26
9,22,5,8,48,48,-0.4147372437838353,1.0,0.003458812317412455,0.02892248524455424,0.025463672927141783,21,1
9,23,5,17,48,48,0.8454830762087534,0.0,0.003458812317412455,0.0012889051225446393,0.002169907194867816,21,36
9,24,5,20,48,48,-0.47960857320089345,0.7647058823529411,0.003458812317412455,0.00034271195484016217,0.003116100362572293,21,40
9,25,5,14,48,48,-0.014685757704161495,0.0,0.003458812317412455,0.010940248884698443,0.0074814365672859874,21,9
9,26,5,6,48,48,0.9040958627130047,0.3137254901960784,0.003458812317412455,0.0028638058953718904,0.0005950064220405647,21,29
10,11,26,16,48,48,0.5826858203597767,0.35294117647058826,0.012538620247055654,0.0032006867810644326,0.009337933465991221,5,27
10,12,26,32,48,48,0.7446172858076594,0.6274509803921569,0.012538620247055654,0.010237910224970097,0.0023007100220855566,5,14
10,13,26,19,48,48,-0.5934167358956074,0.0196078431372549,0.012538620247055654,0.023527809847628173,0.010989189600572519,5,2
10,14,26,35,48,48,0.878854782835117,0.0,0.012538620247055654,0.015443508339366788,0.002904888092311134,5,4
10,15,26,4,48,48,-0.7033933581874481,1.0,0.012538620247055654,0.002976508362919793,0.009562111884135862,5,28
10,16,26,23,48,48,0.08298360967837247,0.0392156862745098,0.012538620247055654,0.004551378777072315,0.00798724146998334,5,19
10,17,26,1,48,48,0.39656309653026545,0.0,0.012538620247055654,0.00825534969123644,0.004283270555819214,5,15
10,18,26,39,48,48,-0.322495593216305,1.0,0.012538620247055654,0.01945270245354121,0.006914082206485556,5,3
10,19,26,28,48,48,0.030550114146108736,0.7843137254901961,0.012538620247055654,0.00044766330387043,0.012090956943185224,5,38
10,20,26,30,48,48,0.7562856008890251,0.0,0.012538620247055654,0.003458812317412455,0.009079807929643198,5,24
10,21,26,22,48,48,-0.35109214969309344,0.29411764705882354,0.012538620247055654,0.0033015429176538303,0.009237077329401823,5,26
10,22,26,8,48,48,-0.08715556107439709,1.0,0.012538620247055654,0.02892248524455424,0.016383864997498585,5,1
10,23,26,17,48,48,0.5700514434743404,0.0,0.012538620247055654,0.0012889051225446393,0.011249715124511015,5,36
10,24,26,20,48,48,-0.19214776032612224,0.7647058823529411,0.012538620247055654,0.00034271195484016217,0.012195908292215491,5,40
10,25,26,14,48,48,0.2592445335467339,0.0,0.012538620247055654,0.010940248884698443,0.0015983713623572114,5,9
