col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27
2038.9457603998928,144.0817786176505,520.3180769176884,1600.4120814913445,1030.6410474520717,-601.9668139873831,2303.8148457197535,233.12601608677366,-1178.1092180436235,-193.38186065101544,2494.279674059876,-495.9328204105878,511.88911148173094,932.1405565446071,-1901.5971296449793,484.3539012807137,45.771276327652664,88.80487557927061,-41.39899624109727,-1367.65036001363,613.0016898981081,932.1405565446069,365.89350426534355,-2244.111450199934,-1348.930534119669,-1838.6114566249223,-747.9713858816802
144.08177861765046,52.67958848017516,89.1310398323863,60.40447998211995,62.936894191428856,-2.642260629373745,174.20538037415454,24.249576930957954,-153.39823740168958,-30.21510097647936,241.10464992252034,-33.326806144838166,56.384734927853565,69.28513287578689,-176.80493690569108,11.217223630103401,14.668429112051285,15.24162105573356,-26.188257283596162,-149.36699592410307,20.380558070322625,69.28513287578687,30.754635514794515,-185.03201337104662,-122.15629539499938,-159.2047100759968,-86.32859674935177
520.3180769176881,89.13103983238624,376.25423151270405,-16.69515599347627,208.5656759610176,47.21879514296816,570.7173186591197,85.69391035224453,-614.4479259514761,-125.2331736191274,1016.530416090209,-224.75245074787549,213.29863277631256,316.4181007856197,-700.4111566968697,137.18927680206352,63.49356870301559,28.570759763920332,-23.895694559157853,-501.22729099543847,8.873423963002692,316.41810078561963,40.56904152522714,-530.1638186834057,-427.7382646475704,-654.3755373774142,-293.43995313868703
1600.4120814913442,60.404479982119845,-16.69515599347624,2365.867668329168,885.8994006927483,-1031.897889118453,2050.2803268902853,43.719596318825495,-373.33395018534696,24.6195000293729,1065.612529701553,-55.35561747106216,183.7528505339952,532.2149723849309,-1054.877131653629,298.7134037946506,-62.01863205442202,157.42509322193115,-81.14454035353803,-772.0886944881759,809.6938003375809,532.2149723849305,482.56206994786703,-1893.4041453908749,-930.0270583047253,-1002.0416236480007,-392.8791325234484
1030.641047452072,62.936894191428856,208.56567596101766,885.8994006927486,612.6709239762307,-501.0042611482388,1307.5820690607134,-64.18940224508438,-564.3183078238247,-65.01009577196292,1161.3801004550714,-389.8873514035032,217.9989360360369,535.4988218590318,-970.8094710068997,241.5265688344656,91.23507716754789,-39.20214924249813,168.16556441596228,-611.2632568259256,520.3667075302667,535.4988218590316,131.51910569517523,-1159.0433080286873,-581.0934817093644,-1021.608346199772,-345.9232861998342
-601.9668139873831,-2.6422606293737902,47.21879514296812,-1031.8978891184531,-501.0042611482389,862.5355874503658,-1180.9844576497471,451.22499735948645,174.42666976822127,-79.95661407019719,-222.7783264734672,330.26020221414245,40.08161723281361,-370.06311373787,462.60410234168114,-106.33022211597951,-148.60392018360616,99.17383048254763,-394.5666353079933,112.33143405773238,-752.0529454961488,-370.0631137378699,-68.9095790025061,724.893315572998,150.8535724140741,605.355520179716,99.72785479253137
2303.8148457197535,174.20538037415452,570.7173186591197,2050.2803268902853,1307.5820690607131,-1180.9844576497471,3070.106806630593,-205.0936242336104,-1391.2149831080897,-144.86502699705932,2598.402773440072,-791.6942528284488,456.23854911098715,1191.691360893699,-2204.9689171718783,509.49571355365987,214.49656215897477,-8.847982964722338,315.764396056339,-1387.5406596443058,1122.8575447158873,1191.6913608936984,346.7742307579591,-2576.514073583742,-1355.4561701117566,-2260.2833227321266,-810.0525901539405
233.12601608677386,24.249576930957947,85.69391035224452,43.71959631882516,-64.18940224508437,451.2249973594866,-205.09362423361046,557.9104247339889,-67.64808691552088,-96.5509065212586,458.89541973847116,296.56211706744347,175.3400213138846,-89.49213847026478,-123.99522441376656,71.94324300328897,-195.2609251534895,187.21106801046912,-477.2934720819263,-336.5705681526836,-423.79572295768565,-89.49213847026485,170.10347987425166,-239.39877752569487,-367.5079197600258,62.383422466363186,-122.72288556479751
-1178.1092180436233,-153.3982374016895,-614.4479259514762,-373.333950185347,-564.3183078238245,174.42666976822122,-1391.2149831080897,-67.6480869155208,1108.1049820303183,200.8017083788416,-1920.7874312012748,499.8668441670442,-388.00284193136287,-684.3191796757011,1407.5563060415798,-291.8794295393012,-137.81248864950413,-15.118131757394487,-59.305011763946645,962.501519050476,-259.48999903253406,-684.3191796757009,-109.4650783556028,1248.5634973624813,843.6648743100026,1372.9455760116155,562.8540057924391
-193.3818606510154,-30.215100976479327,-125.23317361912737,24.61950002937275,-65.01009577196291,-79.95661407019722,-144.86502699705935,-96.55090652125861,200.8017083788416,55.57286933435847,-392.24002012902207,56.02672629215159,-94.99675215971902,-95.67778397439113,243.4658573042753,-51.73742764976151,-0.8967605847459953,-18.784217993171488,51.01856077133022,203.24727851969698,43.72613552734011,-95.67778397439112,-23.09275038642819,199.2635792932016,172.66481668129524,215.5520820421511,108.51600118256478
2494.279674059876,241.1046499225199,1016.530416090209,1065.6125297015528,1161.380100455071,-222.77832647346673,2598.402773440072,458.89541973847184,-1920.787431201275,-392.2400201290219,3805.168275734926,-803.5733000271772,816.1665762217955,1269.9088459809864,-2684.660573092876,646.4413300279806,112.72590112497511,84.45915582451771,-99.64802514098275,-1961.0631694652197,406.21032055242006,1269.9088459809855,321.8211396393841,-2647.879434417136,-1802.4021846216804,-2567.301172633913,-1093.1864868359482
-495.9328204105876,-33.3268061448381,-224.75245074787543,-55.355617471062224,-389.88735140350315,330.26020221414245,-791.6942528284486,296.5621170674434,499.8668441670442,56.02672629215158,-803.5733000271774,568.4292974791703,-125.15307640912714,-462.27644861637805,694.2655665918544,-142.55378457343141,-207.67329855420294,185.79220576219626,-415.5996354919188,296.0821371613076,-437.69083524145395,-462.27644861637805,109.30414365769471,513.8713616778045,180.22546793915626,849.0615514848575,211.60034879807344
511.8891114817307,56.3847349278536,213.2986327763125,183.75285053399554,217.99893603603684,40.08161723281369,456.2385491109871,175.3400213138847,-388.00284193136287,-94.99675215971904,816.1665762217955,-125.15307640912727,194.87913225456234,233.03780359250746,-547.0689828046064,129.44243554991903,-1.4623065717567703,35.61076622487593,-84.45910095927105,-442.83169381577477,18.607670601445168,233.03780359250743,80.74328279602068,-550.7126976478622,-397.1811114369615,-502.20433876874563,-232.2740568209192
932.1405565446071,69.28513287578679,316.4181007856198,532.2149723849309,535.4988218590318,-370.06311373786997,1191.6913608936984,-89.4921384702648,-684.3191796757012,-95.67778397439112,1269.9088459809857,-462.27644861637816,233.03780359250752,559.3086023562645,-1006.0306689514905,238.73179691190103,129.09465128741837,-61.67835754060278,203.04743295019307,-609.8126030356879,420.2283314794952,559.3086023562644,61.86262040540526,-998.9064678656285,-550.348968891712,-1059.4331520766118,-367.31948378728174
-1901.597129644979,-176.80493690569105,-700.4111566968696,-1054.877131653629,-970.8094710068997,462.60410234168114,-2204.9689171718783,-123.9952244137666,1407.5563060415795,243.4658573042753,-2684.6605730928763,694.2655665918543,-547.0689828046064,-1006.0306689514904,2021.6404596004188,-465.30848431251655,-150.05960492658676,-13.59712042036728,-94.46663891628793,1389.5029558452193,-559.446938212842,-1006.0306689514902,-232.40292369254934,2058.137593554017,1268.917654046779,2000.4321443731192,786.7952075169085
