mu,t,line_id,prob,mask_size,density
0.75,1.5,2,0.2979002166498937,8,0.03723752708123671
0.75,1.5,3,0.28936898354959495,8,0.03617112294369937
0.75,1.5,4,0.326404116358494,8,0.04080051454481175
0.75,1.5,5,0.2893678855953319,8,0.036170985699416486
0.75,1.5,6,0.31278602465664845,8,0.03909825308208106
0.75,1.5,7,0.3216642916194954,8,0.040208036452436924
0.75,1.5,8,0.35815188136072523,8,0.044768985170090654
0.75,1.5,9,0.10778473451514241,2,0.053892367257571204
0.75,1.5,10,0.9999999999999994,24,0.041666666666666644
0.75,1.5,11,0.289570590708979,8,0.036196323838622375
0.75,1.5,12,0.05832511281387635,2,0.029162556406938173
0.75,1.5,13,0.3524802330439424,8,0.0440600291304928
0.75,1.5,14,0.32111565059756314,8,0.04013945632469539
0.75,1.5,15,0.28482966801571735,8,0.03560370850196467
0.75,1.5,16,0.3216631936652323,8,0.04020789920815404
0.75,1.5,17,0.32585657329082474,8,0.04073207166135309
0.75,1.5,18,0.3855986794798578,8,0.04819983493498223
0.75,1.5,19,0.3893137586934573,8,0.04866421983668216
0.75,1.5,20,0.40881411342752727,8,0.05110176417844091
0.75,1.5,21,0.30941688135133405,8,0.038677110168916756
0.75,1.5,22,0.3889678227851722,8,0.04862097784814653
0.75,1.5,23,0.3655496837238556,8,0.04569371046548195
0.75,1.5,24,0.11468513993730786,2,0.05734256996865393
0.75,1.5,25,0.05297920592214352,2,0.02648960296107176
0.75,1.5,26,0.3524791350896793,8,0.044059891886209915
0.75,1.5,27,0.08291094367255253,2,0.041455471836276264
0.75,1.5,28,0.3250334349248098,8,0.040629179365601224
0.75,1.5,29,0.07282411408755808,2,0.03641205704377904
0.75,1.5,30,0.3496206482604265,8,0.04370258103255331
0.75,1.5,31,0.14108699804780633,2,0.07054349902390317
0.75,1.5,32,0.29328566992257854,8,0.03666070874032232
0.75,1.5,33,0.0797256174639866,2,0.0398628087319933
0.75,1.5,34,0.04887942564832238,2,0.02443971282416119
0.75,1.5,35,0.30161529586349317,8,0.037701911982936646
0.75,1.5,36,0.3485624487166957,8,0.043570306089586966
0.75,1.5,37,0.07582882682649003,2,0.037914413413245016
0.75,1.5,38,0.11907417446567284,2,0.05953708723283642
0.75,1.5,39,0.38876621562578817,8,0.04859577695322352
