u,v,w,z2_triangle_parity,s3_holonomy,s3_class,s3_sign
10,21,33,1,"(0, 2, 1)",transposition,1
10,21,35,0,"(0, 1, 2)",id,0
10,21,39,0,"(0, 1, 2)",id,0
10,21,40,0,"(2, 0, 1)",3-cycle,0
10,21,41,0,"(1, 0, 2)",transposition,1
10,21,42,0,"(0, 2, 1)",transposition,1
10,21,44,1,"(1, 2, 0)",3-cycle,0
10,23,25,0,"(0, 2, 1)",transposition,1
10,23,30,1,"(1, 0, 2)",transposition,1
10,23,32,0,"(0, 2, 1)",transposition,1
10,23,34,0,"(0, 1, 2)",id,0
10,23,35,1,"(1, 2, 0)",3-cycle,0
10,23,39,0,"(0, 1, 2)",id,0
10,23,40,0,"(2, 0, 1)",3-cycle,0
10,23,41,0,"(1, 2, 0)",3-cycle,0
10,23,43,1,"(0, 2, 1)",transposition,1
10,23,44,0,"(1, 0, 2)",transposition,1
10,25,26,0,"(0, 1, 2)",id,0
10,25,28,1,"(2, 1, 0)",transposition,1
10,25,30,1,"(1, 0, 2)",transposition,1
10,25,32,1,"(2, 0, 1)",3-cycle,0
10,25,33,1,"(0, 1, 2)",id,0
10,25,34,1,"(0, 2, 1)",transposition,1
10,25,35,1,"(0, 1, 2)",id,0
10,25,39,0,"(0, 1, 2)",id,0
10,25,40,0,"(0, 1, 2)",id,0
10,25,41,0,"(0, 1, 2)",id,0
10,26,28,1,"(2, 1, 0)",transposition,1
10,26,30,1,"(2, 0, 1)",3-cycle,0
10,26,32,1,"(0, 1, 2)",id,0
10,26,33,0,"(0, 1, 2)",id,0
10,26,34,0,"(0, 1, 2)",id,0
10,26,35,0,"(0, 1, 2)",id,0
10,26,39,1,"(1, 0, 2)",transposition,1
10,26,40,1,"(2, 0, 1)",3-cycle,0
10,26,41,1,"(1, 2, 0)",3-cycle,0
10,28,30,0,"(2, 0, 1)",3-cycle,0
10,28,32,0,"(1, 0, 2)",transposition,1
10,28,33,0,"(0, 1, 2)",id,0
10,28,35,1,"(2, 1, 0)",transposition,1
10,28,39,1,"(0, 1, 2)",id,0
10,28,41,0,"(0, 1, 2)",id,0
10,28,42,0,"(2, 0, 1)",3-cycle,0
10,28,43,0,"(0, 2, 1)",transposition,1
10,28,44,0,"(2, 1, 0)",transposition,1
10,30,32,0,"(0, 2, 1)",transposition,1
10,30,34,1,"(2, 1, 0)",transposition,1
10,30,35,0,"(0, 2, 1)",transposition,1
10,30,40,0,"(2, 1, 0)",transposition,1
10,30,41,1,"(2, 0, 1)",3-cycle,0
10,30,42,0,"(0, 1, 2)",id,0
10,30,43,0,"(2, 0, 1)",3-cycle,0
10,30,44,0,"(1, 2, 0)",3-cycle,0
10,32,33,1,"(0, 2, 1)",transposition,1
10,32,34,0,"(0, 2, 1)",transposition,1
10,32,39,0,"(0, 1, 2)",id,0
10,32,40,1,"(1, 2, 0)",3-cycle,0
10,32,42,0,"(0, 2, 1)",transposition,1
10,32,43,0,"(2, 0, 1)",3-cycle,0
10,32,44,0,"(0, 1, 2)",id,0
10,33,34,0,"(0, 1, 2)",id,0
10,33,35,0,"(0, 1, 2)",id,0
10,33,39,1,"(1, 2, 0)",3-cycle,0
10,33,41,0,"(0, 1, 2)",id,0
10,33,42,1,"(1, 0, 2)",transposition,1
10,33,43,0,"(1, 2, 0)",3-cycle,0
10,34,35,0,"(0, 1, 2)",id,0
10,34,39,0,"(0, 2, 1)",transposition,1
10,34,40,1,"(0, 1, 2)",id,0
10,34,43,1,"(0, 2, 1)",transposition,1
10,34,44,0,"(0, 1, 2)",id,0
10,35,40,0,"(2, 0, 1)",3-cycle,0
10,35,41,1,"(1, 2, 0)",3-cycle,0
10,35,42,0,"(0, 2, 1)",transposition,1
10,35,44,1,"(0, 1, 2)",id,0
10,39,40,0,"(2, 0, 1)",3-cycle,0
10,39,41,0,"(0, 1, 2)",id,0
10,39,42,1,"(2, 1, 0)",transposition,1
10,39,44,0,"(0, 1, 2)",id,0
10,40,41,0,"(0, 2, 1)",transposition,1
10,40,42,0,"(2, 1, 0)",transposition,1
10,40,43,1,"(2, 1, 0)",transposition,1
10,41,43,0,"(0, 1, 2)",id,0
10,41,44,1,"(2, 1, 0)",transposition,1
10,42,43,0,"(0, 1, 2)",id,0
10,42,44,0,"(1, 0, 2)",transposition,1
10,43,44,0,"(0, 1, 2)",id,0
11,12,13,0,"(0, 1, 2)",id,0
11,12,14,0,"(0, 1, 2)",id,0
11,12,15,0,"(0, 1, 2)",id,0
11,12,16,0,"(0, 1, 2)",id,0
11,12,19,0,"(0, 1, 2)",id,0
11,12,20,0,"(0, 1, 2)",id,0
11,12,27,0,"(0, 1, 2)",id,0
11,12,28,0,"(0, 1, 2)",id,0
11,12,34,1,"(1, 0, 2)",transposition,1
11,12,35,1,"(2, 0, 1)",3-cycle,0
11,12,36,1,"(0, 2, 1)",transposition,1
11,12,37,1,"(0, 1, 2)",id,0
11,12,38,1,"(2, 0, 1)",3-cycle,0
11,12,39,1,"(0, 1, 2)",id,0
11,12,40,1,"(0, 1, 2)",id,0
11,12,42,1,"(0, 1, 2)",id,0
11,12,44,1,"(0, 1, 2)",id,0
11,13,14,0,"(0, 1, 2)",id,0
11,13,15,0,"(2, 1, 0)",transposition,1
11,13,16,0,"(2, 1, 0)",transposition,1
11,13,17,0,"(0, 1, 2)",id,0
11,13,20,1,"(1, 0, 2)",transposition,1
11,13,21,1,"(1, 0, 2)",transposition,1
11,13,26,0,"(1, 0, 2)",transposition,1
11,13,27,1,"(1, 0, 2)",transposition,1
11,13,30,1,"(2, 0, 1)",3-cycle,0
11,13,34,1,"(2, 1, 0)",transposition,1
11,13,36,0,"(0, 2, 1)",transposition,1
11,13,37,0,"(1, 0, 2)",transposition,1
11,13,38,0,"(0, 1, 2)",id,0
11,13,39,1,"(1, 0, 2)",transposition,1
11,13,44,1,"(1, 0, 2)",transposition,1
11,14,15,0,"(2, 1, 0)",transposition,1
11,14,16,0,"(2, 1, 0)",transposition,1
11,14,19,1,"(2, 0, 1)",3-cycle,0
11,14,21,1,"(1, 0, 2)",transposition,1
11,14,24,0,"(0, 1, 2)",id,0
11,14,28,1,"(2, 0, 1)",3-cycle,0
11,14,30,1,"(2, 0, 1)",3-cycle,0
11,14,31,0,"(1, 0, 2)",transposition,1
11,14,34,0,"(1, 2, 0)",3-cycle,0
11,14,36,1,"(0, 2, 1)",transposition,1
11,14,37,1,"(1, 2, 0)",3-cycle,0
11,14,38,1,"(2, 0, 1)",3-cycle,0
11,14,39,0,"(1, 0, 2)",transposition,1
11,14,44,0,"(1, 0, 2)",transposition,1
11,15,16,0,"(0, 1, 2)",id,0
11,15,17,0,"(2, 1, 0)",transposition,1
11,15,19,1,"(0, 1, 2)",id,0
11,15,24,1,"(0, 2, 1)",transposition,1
11,15,26,0,"(2, 1, 0)",transposition,1
11,15,28,1,"(0, 1, 2)",id,0
11,15,31,1,"(0, 1, 2)",id,0
11,15,35,1,"(2, 0, 1)",3-cycle,0
11,15,36,0,"(0, 1, 2)",id,0
11,15,37,0,"(0, 1, 2)",id,0
11,15,38,0,"(2, 1, 0)",transposition,1
11,15,40,1,"(0, 1, 2)",id,0
11,15,42,1,"(0, 1, 2)",id,0
11,16,20,1,"(2, 0, 1)",3-cycle,0
11,16,21,0,"(0, 1, 2)",id,0
11,16,24,1,"(0, 2, 1)",transposition,1
11,16,27,1,"(0, 2, 1)",transposition,1
11,16,30,0,"(0, 1, 2)",id,0
11,16,31,1,"(0, 1, 2)",id,0
11,16,35,0,"(0, 1, 2)",id,0
11,16,36,1,"(0, 2, 1)",transposition,1
11,16,37,1,"(0, 1, 2)",id,0
11,16,38,1,"(1, 0, 2)",transposition,1
11,16,40,0,"(0, 1, 2)",id,0
11,16,42,0,"(0, 1, 2)",id,0
11,17,19,1,"(2, 1, 0)",transposition,1
11,17,20,1,"(2, 1, 0)",transposition,1
11,17,21,0,"(2, 1, 0)",transposition,1
11,17,24,0,"(2, 1, 0)",transposition,1
11,17,26,0,"(1, 0, 2)",transposition,1
11,17,28,0,"(0, 2, 1)",transposition,1
11,17,30,1,"(0, 1, 2)",id,0
11,17,34,1,"(0, 2, 1)",transposition,1
11,17,35,0,"(2, 1, 0)",transposition,1
11,17,36,0,"(0, 2, 1)",transposition,1
11,17,37,0,"(1, 2, 0)",3-cycle,0
11,17,38,0,"(0, 1, 2)",id,0
11,17,42,1,"(0, 1, 2)",id,0
11,17,44,0,"(0, 1, 2)",id,0
11,19,20,0,"(0, 1, 2)",id,0
11,19,21,1,"(1, 0, 2)",transposition,1
11,19,24,1,"(1, 2, 0)",3-cycle,0
11,19,27,0,"(0, 1, 2)",id,0
11,19,28,0,"(0, 1, 2)",id,0
11,19,34,1,"(1, 2, 0)",3-cycle,0
11,19,36,0,"(0, 2, 1)",transposition,1
11,19,38,1,"(0, 2, 1)",transposition,1
11,19,39,0,"(0, 1, 2)",id,0
11,19,40,1,"(2, 0, 1)",3-cycle,0
11,19,42,0,"(0, 1, 2)",id,0
11,20,21,1,"(1, 0, 2)",transposition,1
11,20,24,1,"(1, 2, 0)",3-cycle,0
11,20,26,0,"(1, 0, 2)",transposition,1
11,20,27,0,"(0, 1, 2)",id,0
11,20,28,0,"(0, 1, 2)",id,0
11,20,30,0,"(0, 2, 1)",transposition,1
11,20,31,0,"(0, 2, 1)",transposition,1
11,20,34,0,"(0, 1, 2)",id,0
11,20,36,1,"(2, 1, 0)",transposition,1
11,20,38,0,"(1, 0, 2)",transposition,1
11,20,39,1,"(0, 1, 2)",id,0
11,20,40,0,"(2, 1, 0)",transposition,1
11,20,42,1,"(0, 1, 2)",id,0
11,21,24,0,"(0, 1, 2)",id,0
11,21,28,0,"(0, 2, 1)",transposition,1
11,21,30,0,"(0, 1, 2)",id,0
11,21,31,1,"(2, 0, 1)",3-cycle,0
11,21,35,0,"(0, 1, 2)",id,0
11,21,37,0,"(0, 1, 2)",id,0
11,21,38,1,"(0, 1, 2)",id,0
11,21,39,1,"(0, 2, 1)",transposition,1
11,21,40,0,"(0, 1, 2)",id,0
11,21,42,0,"(0, 1, 2)",id,0
11,21,44,0,"(0, 2, 1)",transposition,1
11,24,26,1,"(1, 2, 0)",3-cycle,0
11,24,28,0,"(0, 2, 1)",transposition,1
11,24,31,0,"(0, 1, 2)",id,0
11,24,34,0,"(0, 1, 2)",id,0
11,24,35,0,"(0, 1, 2)",id,0
11,24,36,1,"(0, 2, 1)",transposition,1
11,24,37,0,"(0, 2, 1)",transposition,1
11,24,39,0,"(0, 1, 2)",id,0
11,24,40,1,"(0, 1, 2)",id,0
11,24,44,0,"(0, 1, 2)",id,0
11,26,27,1,"(2, 1, 0)",transposition,1
11,26,28,1,"(2, 1, 0)",transposition,1
11,26,30,0,"(1, 2, 0)",3-cycle,0
11,26,31,0,"(1, 0, 2)",transposition,1
11,26,34,0,"(1, 2, 0)",3-cycle,0
11,26,35,1,"(0, 2, 1)",transposition,1
11,26,36,0,"(0, 2, 1)",transposition,1
11,26,37,0,"(1, 2, 0)",3-cycle,0
11,26,38,0,"(1, 0, 2)",transposition,1
11,26,39,1,"(1, 0, 2)",transposition,1
11,26,40,0,"(1, 2, 0)",3-cycle,0
11,27,28,0,"(0, 1, 2)",id,0
11,27,30,1,"(0, 2, 1)",transposition,1
11,27,31,1,"(2, 1, 0)",transposition,1
11,27,35,1,"(0, 1, 2)",id,0
11,27,36,0,"(0, 2, 1)",transposition,1
11,27,37,1,"(0, 2, 1)",transposition,1
11,27,39,0,"(0, 1, 2)",id,0
11,27,42,0,"(0, 2, 1)",transposition,1
11,27,44,1,"(0, 2, 1)",transposition,1
11,28,30,1,"(0, 2, 1)",transposition,1
11,28,31,1,"(2, 1, 0)",transposition,1
11,28,35,0,"(0, 2, 1)",transposition,1
11,28,36,1,"(0, 1, 2)",id,0
11,28,37,0,"(0, 2, 1)",transposition,1
11,28,39,1,"(0, 1, 2)",id,0
11,28,42,1,"(0, 2, 1)",transposition,1
11,28,44,0,"(0, 2, 1)",transposition,1
11,30,31,0,"(0, 1, 2)",id,0
11,30,34,0,"(2, 1, 0)",transposition,1
11,30,35,0,"(0, 1, 2)",id,0
11,30,36,1,"(0, 2, 1)",transposition,1
11,30,38,0,"(1, 2, 0)",3-cycle,0
11,30,40,0,"(0, 1, 2)",id,0
11,30,42,0,"(0, 1, 2)",id,0
11,30,44,1,"(0, 2, 1)",transposition,1
11,31,34,0,"(0, 2, 1)",transposition,1
11,31,37,1,"(0, 2, 1)",transposition,1
11,31,38,0,"(1, 2, 0)",3-cycle,0
11,31,39,0,"(0, 1, 2)",id,0
11,31,40,0,"(0, 1, 2)",id,0
11,31,42,1,"(0, 2, 1)",transposition,1
11,31,44,0,"(1, 0, 2)",transposition,1
11,34,35,1,"(1, 0, 2)",transposition,1
11,34,36,1,"(0, 1, 2)",id,0
11,34,38,0,"(0, 1, 2)",id,0
11,34,39,0,"(0, 1, 2)",id,0
11,34,40,0,"(2, 1, 0)",transposition,1
11,34,44,0,"(0, 2, 1)",transposition,1
11,35,36,1,"(0, 1, 2)",id,0
11,35,37,0,"(2, 1, 0)",transposition,1
11,35,40,0,"(0, 1, 2)",id,0
11,35,42,0,"(0, 1, 2)",id,0
11,35,44,0,"(2, 1, 0)",transposition,1
11,36,37,0,"(0, 1, 2)",id,0
11,36,38,0,"(0, 2, 1)",transposition,1
11,36,39,0,"(0, 2, 1)",transposition,1
11,36,42,0,"(0, 2, 1)",transposition,1
11,37,38,0,"(0, 1, 2)",id,0
11,37,39,1,"(1, 0, 2)",transposition,1
11,37,40,1,"(0, 2, 1)",transposition,1
11,37,44,0,"(0, 1, 2)",id,0
11,38,40,0,"(2, 1, 0)",transposition,1
11,38,42,1,"(0, 1, 2)",id,0
11,38,44,1,"(1, 0, 2)",transposition,1
11,39,40,1,"(2, 1, 0)",transposition,1
11,39,42,0,"(0, 1, 2)",id,0
11,39,44,0,"(1, 0, 2)",transposition,1
11,40,42,0,"(0, 1, 2)",id,0
11,42,44,1,"(0, 1, 2)",id,0
12,13,14,0,"(0, 1, 2)",id,0
12,13,15,0,"(2, 1, 0)",transposition,1
12,13,16,0,"(2, 1, 0)",transposition,1
12,13,20,1,"(1, 0, 2)",transposition,1
12,13,22,1,"(2, 0, 1)",3-cycle,0
12,13,23,0,"(0, 1, 2)",id,0
12,13,27,1,"(1, 0, 2)",transposition,1
12,13,29,1,"(1, 0, 2)",transposition,1
12,13,32,0,"(1, 0, 2)",transposition,1
12,13,34,0,"(2, 0, 1)",3-cycle,0
12,13,36,1,"(0, 1, 2)",id,0
12,13,37,1,"(2, 0, 1)",3-cycle,0
12,13,38,1,"(1, 0, 2)",transposition,1
12,13,39,0,"(1, 0, 2)",transposition,1
12,13,44,0,"(1, 0, 2)",transposition,1
12,14,15,0,"(2, 1, 0)",transposition,1
12,14,16,0,"(2, 1, 0)",transposition,1
12,14,18,0,"(2, 0, 1)",3-cycle,0
12,14,19,1,"(2, 0, 1)",3-cycle,0
12,14,22,1,"(2, 0, 1)",3-cycle,0
12,14,25,0,"(2, 0, 1)",3-cycle,0
12,14,28,1,"(2, 0, 1)",3-cycle,0
12,14,29,1,"(1, 0, 2)",transposition,1
12,14,34,1,"(0, 1, 2)",id,0
12,14,36,0,"(0, 1, 2)",id,0
12,14,37,0,"(1, 2, 0)",3-cycle,0
12,14,38,0,"(0, 1, 2)",id,0
12,14,39,1,"(1, 0, 2)",transposition,1
12,14,44,1,"(2, 0, 1)",3-cycle,0
12,15,16,0,"(0, 1, 2)",id,0
12,15,19,1,"(0, 1, 2)",id,0
12,15,22,0,"(0, 1, 2)",id,0
12,15,23,1,"(0, 1, 2)",id,0
12,15,28,1,"(0, 1, 2)",id,0
12,15,29,0,"(0, 1, 2)",id,0
12,15,32,1,"(1, 2, 0)",3-cycle,0
12,15,35,0,"(0, 1, 2)",id,0
12,15,36,1,"(0, 2, 1)",transposition,1
12,15,37,1,"(0, 2, 1)",transposition,1
12,15,38,1,"(2, 0, 1)",3-cycle,0
12,15,40,0,"(0, 1, 2)",id,0
12,15,42,0,"(0, 1, 2)",id,0
12,16,18,0,"(1, 0, 2)",transposition,1
12,16,20,1,"(2, 0, 1)",3-cycle,0
12,16,23,1,"(0, 1, 2)",id,0
12,16,25,0,"(0, 1, 2)",id,0
12,16,27,1,"(0, 2, 1)",transposition,1
12,16,32,1,"(1, 2, 0)",3-cycle,0
12,16,35,1,"(1, 2, 0)",3-cycle,0
12,16,36,0,"(0, 1, 2)",id,0
12,16,37,0,"(0, 1, 2)",id,0
12,16,38,0,"(2, 1, 0)",transposition,1
12,16,40,1,"(0, 2, 1)",transposition,1
12,16,42,1,"(0, 1, 2)",id,0
12,18,19,1,"(1, 0, 2)",transposition,1
12,18,20,1,"(2, 0, 1)",3-cycle,0
12,18,22,0,"(2, 1, 0)",transposition,1
12,18,23,0,"(2, 0, 1)",3-cycle,0
12,18,25,0,"(1, 0, 2)",transposition,1
12,18,27,0,"(1, 2, 0)",3-cycle,0
12,18,29,1,"(1, 2, 0)",3-cycle,0
12,18,34,1,"(0, 2, 1)",transposition,1
12,18,35,0,"(1, 2, 0)",3-cycle,0
12,18,36,0,"(2, 1, 0)",transposition,1
12,18,37,0,"(1, 2, 0)",3-cycle,0
12,18,38,0,"(0, 2, 1)",transposition,1
12,18,42,1,"(0, 2, 1)",transposition,1
12,18,44,0,"(0, 2, 1)",transposition,1
12,19,20,0,"(0, 1, 2)",id,0
12,19,22,1,"(0, 2, 1)",transposition,1
12,19,23,1,"(2, 1, 0)",transposition,1
12,19,25,0,"(0, 2, 1)",transposition,1
12,19,27,0,"(0, 1, 2)",id,0
12,19,28,0,"(0, 1, 2)",id,0
12,19,29,0,"(0, 2, 1)",transposition,1
12,19,32,0,"(0, 2, 1)",transposition,1
12,19,34,0,"(0, 2, 1)",transposition,1
12,19,36,1,"(0, 1, 2)",id,0
12,19,38,0,"(1, 0, 2)",transposition,1
12,19,39,1,"(0, 1, 2)",id,0
12,19,40,0,"(2, 0, 1)",3-cycle,0
12,19,42,1,"(0, 1, 2)",id,0
12,20,22,1,"(2, 0, 1)",3-cycle,0
12,20,23,1,"(2, 1, 0)",transposition,1
12,20,27,0,"(0, 1, 2)",id,0
12,20,28,0,"(0, 1, 2)",id,0
12,20,34,1,"(2, 0, 1)",3-cycle,0
12,20,36,0,"(1, 2, 0)",3-cycle,0
12,20,38,1,"(0, 1, 2)",id,0
12,20,39,0,"(0, 1, 2)",id,0
12,20,40,1,"(1, 2, 0)",3-cycle,0
12,20,42,0,"(0, 1, 2)",id,0
12,22,23,0,"(0, 1, 2)",id,0
12,22,27,0,"(0, 2, 1)",transposition,1
12,22,29,0,"(0, 1, 2)",id,0
12,22,32,1,"(0, 1, 2)",id,0
12,22,35,0,"(2, 1, 0)",transposition,1
12,22,37,0,"(0, 1, 2)",id,0
12,22,38,1,"(0, 1, 2)",id,0
12,22,39,1,"(0, 2, 1)",transposition,1
12,22,40,0,"(0, 1, 2)",id,0
12,22,42,0,"(0, 1, 2)",id,0
12,22,44,0,"(0, 1, 2)",id,0
12,23,25,1,"(0, 2, 1)",transposition,1
12,23,27,0,"(0, 2, 1)",transposition,1
12,23,32,0,"(0, 2, 1)",transposition,1
12,23,34,0,"(0, 1, 2)",id,0
12,23,35,0,"(1, 0, 2)",transposition,1
12,23,36,1,"(0, 2, 1)",transposition,1
12,23,37,0,"(0, 1, 2)",id,0
12,23,39,0,"(0, 1, 2)",id,0
12,23,40,1,"(0, 1, 2)",id,0
12,23,44,0,"(0, 1, 2)",id,0
12,25,27,1,"(2, 1, 0)",transposition,1
12,25,28,1,"(2, 0, 1)",3-cycle,0
12,25,29,0,"(2, 0, 1)",3-cycle,0
12,25,32,0,"(2, 0, 1)",3-cycle,0
12,25,34,0,"(1, 0, 2)",transposition,1
12,25,35,1,"(0, 1, 2)",id,0
12,25,36,0,"(0, 1, 2)",id,0
12,25,37,0,"(0, 1, 2)",id,0
12,25,38,0,"(1, 2, 0)",3-cycle,0
12,25,39,1,"(0, 1, 2)",id,0
12,25,40,0,"(2, 1, 0)",transposition,1
12,27,28,0,"(0, 1, 2)",id,0
12,27,29,1,"(0, 1, 2)",id,0
12,27,32,1,"(1, 2, 0)",3-cycle,0
12,27,35,0,"(1, 2, 0)",3-cycle,0
12,27,36,1,"(0, 1, 2)",id,0
12,27,37,0,"(0, 2, 1)",transposition,1
12,27,39,1,"(0, 1, 2)",id,0
12,27,42,1,"(0, 2, 1)",transposition,1
12,27,44,0,"(0, 2, 1)",transposition,1
12,28,29,1,"(0, 1, 2)",id,0
12,28,32,1,"(0, 2, 1)",transposition,1
12,28,35,1,"(1, 0, 2)",transposition,1
12,28,36,0,"(0, 2, 1)",transposition,1
12,28,37,1,"(0, 1, 2)",id,0
12,28,39,0,"(0, 1, 2)",id,0
12,28,42,0,"(0, 2, 1)",transposition,1
12,28,44,1,"(0, 1, 2)",id,0
12,29,32,0,"(0, 1, 2)",id,0
12,29,34,0,"(0, 2, 1)",transposition,1
12,29,35,0,"(2, 1, 0)",transposition,1
12,29,36,1,"(0, 2, 1)",transposition,1
12,29,38,0,"(1, 0, 2)",transposition,1
12,29,40,0,"(0, 1, 2)",id,0
12,29,42,0,"(0, 1, 2)",id,0
12,29,44,1,"(0, 2, 1)",transposition,1
12,32,34,0,"(0, 2, 1)",transposition,1
12,32,37,1,"(0, 2, 1)",transposition,1
12,32,38,0,"(1, 2, 0)",3-cycle,0
12,32,39,0,"(0, 1, 2)",id,0
12,32,40,0,"(0, 2, 1)",transposition,1
12,32,42,1,"(0, 2, 1)",transposition,1
12,32,44,0,"(1, 0, 2)",transposition,1
12,34,35,1,"(1, 0, 2)",transposition,1
12,34,36,1,"(2, 0, 1)",3-cycle,0
12,34,38,0,"(0, 1, 2)",id,0
12,34,39,0,"(0, 2, 1)",transposition,1
12,34,40,0,"(1, 0, 2)",transposition,1
12,34,44,0,"(1, 0, 2)",transposition,1
12,35,36,1,"(2, 1, 0)",transposition,1
12,35,37,0,"(0, 2, 1)",transposition,1
12,35,40,0,"(2, 1, 0)",transposition,1
12,35,42,0,"(2, 1, 0)",transposition,1
12,35,44,0,"(2, 0, 1)",3-cycle,0
12,36,37,0,"(0, 1, 2)",id,0
12,36,38,0,"(0, 2, 1)",transposition,1
12,36,39,0,"(0, 2, 1)",transposition,1
12,36,42,0,"(0, 2, 1)",transposition,1
12,37,38,0,"(2, 0, 1)",3-cycle,0
12,37,39,1,"(0, 2, 1)",transposition,1
12,37,40,1,"(0, 1, 2)",id,0
12,37,44,0,"(0, 1, 2)",id,0
12,38,40,0,"(2, 1, 0)",transposition,1
12,38,42,1,"(0, 1, 2)",id,0
12,38,44,1,"(2, 0, 1)",3-cycle,0
12,39,40,1,"(0, 1, 2)",id,0
12,39,42,0,"(0, 1, 2)",id,0
12,39,44,0,"(1, 0, 2)",transposition,1
12,40,42,0,"(0, 1, 2)",id,0
12,42,44,1,"(0, 2, 1)",transposition,1
13,14,15,0,"(0, 1, 2)",id,0
13,14,16,0,"(0, 1, 2)",id,0
13,14,21,0,"(0, 1, 2)",id,0
13,14,22,0,"(0, 1, 2)",id,0
13,14,29,0,"(0, 1, 2)",id,0
13,14,30,0,"(0, 1, 2)",id,0
13,14,33,1,"(0, 2, 1)",transposition,1
13,14,34,1,"(0, 2, 1)",transposition,1
13,14,36,1,"(1, 2, 0)",3-cycle,0
13,14,37,1,"(1, 2, 0)",3-cycle,0
13,14,38,1,"(0, 1, 2)",id,0
13,14,39,1,"(2, 1, 0)",transposition,1
13,14,41,1,"(0, 1, 2)",id,0
13,14,43,1,"(2, 1, 0)",transposition,1
13,14,44,1,"(0, 1, 2)",id,0
13,15,16,0,"(0, 1, 2)",id,0
13,15,17,0,"(0, 1, 2)",id,0
13,15,22,1,"(2, 0, 1)",3-cycle,0
13,15,23,1,"(1, 0, 2)",transposition,1
13,15,26,0,"(1, 0, 2)",transposition,1
13,15,29,1,"(2, 0, 1)",3-cycle,0
13,15,32,1,"(0, 2, 1)",transposition,1
13,15,33,1,"(1, 2, 0)",3-cycle,0
13,15,36,0,"(1, 2, 0)",3-cycle,0
13,15,37,0,"(2, 0, 1)",3-cycle,0
13,15,38,0,"(0, 1, 2)",id,0
13,15,41,1,"(0, 2, 1)",transposition,1
13,15,43,1,"(2, 1, 0)",transposition,1
13,16,20,0,"(0, 1, 2)",id,0
13,16,21,1,"(0, 2, 1)",transposition,1
13,16,23,1,"(1, 0, 2)",transposition,1
13,16,27,0,"(0, 2, 1)",transposition,1
13,16,30,1,"(0, 2, 1)",transposition,1
13,16,32,1,"(0, 2, 1)",transposition,1
13,16,33,0,"(1, 0, 2)",transposition,1
13,16,36,1,"(0, 2, 1)",transposition,1
13,16,37,1,"(2, 1, 0)",transposition,1
13,16,38,1,"(0, 1, 2)",id,0
13,16,41,0,"(0, 2, 1)",transposition,1
13,16,43,0,"(0, 2, 1)",transposition,1
13,17,20,0,"(2, 0, 1)",3-cycle,0
13,17,21,1,"(0, 2, 1)",transposition,1
13,17,22,1,"(2, 0, 1)",3-cycle,0
13,17,23,0,"(2, 1, 0)",transposition,1
13,17,26,0,"(0, 1, 2)",id,0
13,17,30,0,"(1, 2, 0)",3-cycle,0
13,17,32,1,"(2, 0, 1)",3-cycle,0
13,17,33,1,"(2, 0, 1)",3-cycle,0
13,17,34,0,"(2, 0, 1)",3-cycle,0
13,17,36,0,"(0, 1, 2)",id,0
13,17,37,0,"(0, 2, 1)",transposition,1
13,17,38,0,"(0, 1, 2)",id,0
13,17,43,0,"(1, 0, 2)",transposition,1
13,17,44,1,"(1, 0, 2)",transposition,1
13,20,21,1,"(0, 1, 2)",id,0
13,20,22,1,"(0, 1, 2)",id,0
13,20,23,0,"(1, 0, 2)",transposition,1
13,20,26,1,"(0, 2, 1)",transposition,1
13,20,27,0,"(2, 1, 0)",transposition,1
13,20,30,0,"(2, 1, 0)",transposition,1
13,20,33,0,"(1, 0, 2)",transposition,1
13,20,34,0,"(1, 2, 0)",3-cycle,0
13,20,36,0,"(1, 0, 2)",transposition,1
13,20,38,1,"(2, 1, 0)",transposition,1
13,20,39,1,"(2, 1, 0)",transposition,1
13,20,41,0,"(0, 1, 2)",id,0
13,20,43,0,"(0, 1, 2)",id,0
13,21,22,0,"(0, 1, 2)",id,0
13,21,23,1,"(1, 2, 0)",3-cycle,0
13,21,29,0,"(0, 1, 2)",id,0
13,21,30,0,"(0, 1, 2)",id,0
13,21,33,1,"(1, 2, 0)",3-cycle,0
13,21,37,1,"(1, 0, 2)",transposition,1
13,21,38,0,"(0, 1, 2)",id,0
13,21,39,1,"(1, 2, 0)",3-cycle,0
13,21,41,0,"(2, 1, 0)",transposition,1
13,21,44,0,"(0, 1, 2)",id,0
13,22,23,1,"(1, 2, 0)",3-cycle,0
13,22,26,0,"(0, 1, 2)",id,0
13,22,27,0,"(2, 1, 0)",transposition,1
13,22,29,0,"(0, 1, 2)",id,0
13,22,30,0,"(0, 1, 2)",id,0
13,22,32,0,"(1, 2, 0)",3-cycle,0
13,22,33,0,"(1, 0, 2)",transposition,1
13,22,37,0,"(0, 1, 2)",id,0
13,22,38,1,"(0, 1, 2)",id,0
13,22,39,0,"(1, 0, 2)",transposition,1
13,22,41,1,"(2, 1, 0)",transposition,1
13,22,44,1,"(0, 1, 2)",id,0
13,23,27,1,"(1, 0, 2)",transposition,1
13,23,30,0,"(1, 2, 0)",3-cycle,0
13,23,32,0,"(1, 2, 0)",3-cycle,0
13,23,34,0,"(1, 2, 0)",3-cycle,0
13,23,36,0,"(0, 2, 1)",transposition,1
13,23,37,1,"(0, 1, 2)",id,0
13,23,39,0,"(1, 0, 2)",transposition,1
13,23,41,1,"(1, 2, 0)",3-cycle,0
