u,v,z2_voltage,quad_from,quad_to,s3_perm,s3_class,s3_sign
33,22,1,51,65,"(0, 1, 2)",id,0
33,25,1,51,38,"(0, 2, 1)",transposition,1
33,26,0,51,26,"(0, 1, 2)",id,0
33,27,0,51,27,"(0, 2, 1)",transposition,1
33,28,1,51,66,"(2, 0, 1)",3-cycle,0
33,31,1,51,83,"(2, 0, 1)",3-cycle,0
33,32,0,51,32,"(0, 1, 2)",id,0
33,34,0,51,53,"(0, 1, 2)",id,0
33,35,0,51,52,"(0, 1, 2)",id,0
33,37,1,51,77,"(2, 0, 1)",3-cycle,0
33,38,0,51,59,"(2, 1, 0)",transposition,1
33,39,0,51,61,"(0, 1, 2)",id,0
33,41,1,51,86,"(0, 1, 2)",id,0
33,42,1,51,79,"(1, 2, 0)",3-cycle,0
33,43,0,51,68,"(1, 2, 0)",3-cycle,0
34,3,0,53,3,"(0, 1, 2)",id,0
34,4,1,53,48,"(1, 0, 2)",transposition,1
34,5,0,53,5,"(0, 1, 2)",id,0
34,6,1,53,49,"(0, 2, 1)",transposition,1
34,7,0,53,7,"(0, 1, 2)",id,0
34,8,1,53,50,"(1, 2, 0)",3-cycle,0
34,9,1,53,36,"(0, 2, 1)",transposition,1
34,10,0,53,10,"(0, 1, 2)",id,0
34,11,1,53,72,"(1, 0, 2)",transposition,1
34,12,0,53,12,"(0, 1, 2)",id,0
34,13,0,53,13,"(1, 2, 0)",3-cycle,0
34,14,1,53,58,"(0, 1, 2)",id,0
34,17,1,53,37,"(0, 2, 1)",transposition,1
34,18,0,53,18,"(0, 1, 2)",id,0
34,19,0,53,19,"(0, 2, 1)",transposition,1
34,20,1,53,60,"(1, 0, 2)",transposition,1
34,23,1,53,89,"(0, 1, 2)",id,0
34,24,0,53,24,"(0, 1, 2)",id,0
34,25,1,53,38,"(0, 2, 1)",transposition,1
34,26,0,53,26,"(0, 1, 2)",id,0
34,29,1,53,81,"(0, 2, 1)",transposition,1
34,30,0,53,30,"(2, 1, 0)",transposition,1
34,31,0,53,31,"(0, 1, 2)",id,0
34,32,1,53,69,"(0, 2, 1)",transposition,1
34,33,0,53,51,"(0, 1, 2)",id,0
34,35,0,53,52,"(0, 1, 2)",id,0
34,36,0,53,55,"(2, 0, 1)",3-cycle,0
34,38,1,53,75,"(0, 1, 2)",id,0
34,39,1,53,85,"(0, 2, 1)",transposition,1
34,40,0,53,63,"(1, 2, 0)",3-cycle,0
34,43,1,53,82,"(2, 0, 1)",3-cycle,0
34,44,0,53,71,"(0, 1, 2)",id,0
35,3,0,52,3,"(0, 1, 2)",id,0
35,4,1,52,48,"(2, 0, 1)",3-cycle,0
35,5,0,52,5,"(0, 1, 2)",id,0
35,6,1,52,49,"(1, 0, 2)",transposition,1
35,7,0,52,7,"(0, 1, 2)",id,0
35,8,1,52,50,"(0, 2, 1)",transposition,1
35,9,1,52,36,"(0, 2, 1)",transposition,1
35,10,0,52,10,"(0, 1, 2)",id,0
35,11,0,52,11,"(0, 2, 1)",transposition,1
35,12,1,52,54,"(1, 0, 2)",transposition,1
35,15,1,52,76,"(0, 2, 1)",transposition,1
35,16,0,52,16,"(2, 0, 1)",3-cycle,0
35,17,1,52,37,"(0, 2, 1)",transposition,1
35,18,0,52,18,"(0, 1, 2)",id,0
35,21,1,52,87,"(0, 1, 2)",id,0
35,22,0,52,22,"(2, 1, 0)",transposition,1
35,23,0,52,23,"(1, 2, 0)",3-cycle,0
35,24,1,52,62,"(0, 1, 2)",id,0
35,25,1,52,38,"(0, 2, 1)",transposition,1
35,26,0,52,26,"(0, 1, 2)",id,0
35,27,1,52,78,"(1, 0, 2)",transposition,1
35,28,0,52,28,"(0, 1, 2)",id,0
35,29,0,52,29,"(0, 1, 2)",id,0
35,30,1,52,70,"(0, 1, 2)",id,0
35,33,0,52,51,"(0, 1, 2)",id,0
35,34,0,52,53,"(0, 1, 2)",id,0
35,36,1,52,73,"(0, 2, 1)",transposition,1
35,37,0,52,57,"(1, 2, 0)",3-cycle,0
35,40,1,52,88,"(2, 0, 1)",3-cycle,0
35,41,0,52,64,"(0, 1, 2)",id,0
35,42,0,52,67,"(0, 2, 1)",transposition,1
35,44,1,52,80,"(2, 1, 0)",transposition,1
36,1,0,55,1,"(0, 1, 2)",id,0
36,2,1,55,34,"(0, 2, 1)",transposition,1
36,5,0,55,5,"(0, 1, 2)",id,0
36,6,1,55,49,"(0, 1, 2)",id,0
36,7,1,55,43,"(0, 2, 1)",transposition,1
36,8,0,55,8,"(0, 1, 2)",id,0
36,11,0,55,11,"(0, 2, 1)",transposition,1
36,12,1,55,54,"(0, 1, 2)",id,0
36,13,0,55,13,"(0, 1, 2)",id,0
36,14,1,55,58,"(0, 2, 1)",transposition,1
36,15,0,55,15,"(2, 0, 1)",3-cycle,0
36,16,1,55,56,"(0, 2, 1)",transposition,1
36,17,1,55,37,"(2, 1, 0)",transposition,1
36,18,0,55,18,"(2, 1, 0)",transposition,1
36,19,0,55,19,"(0, 1, 2)",id,0
36,20,1,55,60,"(0, 1, 2)",id,0
36,23,1,55,89,"(0, 2, 1)",transposition,1
36,24,0,55,24,"(2, 1, 0)",transposition,1
36,25,0,55,25,"(2, 0, 1)",3-cycle,0
36,26,1,55,40,"(2, 1, 0)",transposition,1
36,27,0,55,27,"(0, 1, 2)",id,0
36,28,1,55,66,"(0, 1, 2)",id,0
36,29,1,55,81,"(0, 2, 1)",transposition,1
36,30,0,55,30,"(1, 0, 2)",transposition,1
36,34,0,55,53,"(1, 2, 0)",3-cycle,0
36,35,1,55,47,"(0, 1, 2)",id,0
36,37,0,55,57,"(2, 1, 0)",transposition,1
36,38,0,55,59,"(0, 1, 2)",id,0
36,39,0,55,61,"(0, 1, 2)",id,0
36,41,1,55,86,"(1, 0, 2)",transposition,1
36,42,0,55,67,"(0, 1, 2)",id,0
36,43,1,55,82,"(2, 1, 0)",transposition,1
37,1,0,57,1,"(0, 1, 2)",id,0
37,2,1,57,34,"(0, 2, 1)",transposition,1
37,3,0,57,3,"(0, 1, 2)",id,0
37,4,1,57,48,"(2, 0, 1)",3-cycle,0
37,5,1,57,44,"(2, 1, 0)",transposition,1
37,6,0,57,6,"(0, 1, 2)",id,0
37,11,0,57,11,"(1, 2, 0)",3-cycle,0
37,12,1,57,54,"(2, 1, 0)",transposition,1
37,13,0,57,13,"(0, 2, 1)",transposition,1
37,14,1,57,58,"(0, 1, 2)",id,0
37,15,0,57,15,"(1, 0, 2)",transposition,1
37,16,1,57,56,"(1, 2, 0)",3-cycle,0
37,17,1,57,37,"(2, 1, 0)",transposition,1
37,18,0,57,18,"(2, 0, 1)",3-cycle,0
37,21,1,57,87,"(2, 1, 0)",transposition,1
37,22,0,57,22,"(0, 2, 1)",transposition,1
37,23,0,57,23,"(0, 1, 2)",id,0
37,24,1,57,62,"(1, 2, 0)",3-cycle,0
37,25,0,57,25,"(2, 1, 0)",transposition,1
37,26,1,57,40,"(2, 1, 0)",transposition,1
37,27,1,57,78,"(2, 1, 0)",transposition,1
37,28,0,57,28,"(2, 1, 0)",transposition,1
37,31,0,57,31,"(0, 1, 2)",id,0
37,32,1,57,69,"(1, 2, 0)",3-cycle,0
37,33,1,57,45,"(0, 1, 2)",id,0
37,35,0,57,52,"(2, 0, 1)",3-cycle,0
37,36,0,57,55,"(2, 1, 0)",transposition,1
37,38,0,57,59,"(1, 2, 0)",3-cycle,0
37,39,1,57,85,"(0, 2, 1)",transposition,1
37,40,0,57,63,"(0, 1, 2)",id,0
37,43,0,57,68,"(0, 1, 2)",id,0
37,44,1,57,80,"(0, 2, 1)",transposition,1
38,1,0,59,1,"(0, 1, 2)",id,0
38,2,1,59,34,"(2, 0, 1)",3-cycle,0
38,3,1,59,42,"(2, 0, 1)",3-cycle,0
38,4,0,59,4,"(0, 1, 2)",id,0
38,7,0,59,7,"(0, 1, 2)",id,0
38,8,1,59,50,"(0, 1, 2)",id,0
38,11,0,59,11,"(0, 1, 2)",id,0
38,12,1,59,54,"(1, 0, 2)",transposition,1
38,13,0,59,13,"(0, 1, 2)",id,0
38,14,1,59,58,"(1, 0, 2)",transposition,1
38,15,0,59,15,"(0, 1, 2)",id,0
38,16,1,59,56,"(0, 1, 2)",id,0
38,17,1,59,37,"(2, 1, 0)",transposition,1
38,18,0,59,18,"(0, 1, 2)",id,0
38,19,1,59,84,"(1, 0, 2)",transposition,1
38,20,0,59,20,"(1, 0, 2)",transposition,1
38,21,0,59,21,"(0, 1, 2)",id,0
38,22,1,59,65,"(1, 0, 2)",transposition,1
38,25,0,59,25,"(0, 1, 2)",id,0
38,26,1,59,40,"(1, 2, 0)",3-cycle,0
38,29,0,59,29,"(0, 1, 2)",id,0
38,30,1,59,70,"(1, 0, 2)",transposition,1
38,31,1,59,83,"(1, 0, 2)",transposition,1
38,32,0,59,32,"(0, 2, 1)",transposition,1
38,33,0,59,51,"(2, 1, 0)",transposition,1
38,34,1,59,46,"(0, 1, 2)",id,0
38,36,0,59,55,"(0, 1, 2)",id,0
38,37,0,59,57,"(2, 0, 1)",3-cycle,0
38,40,1,59,88,"(0, 1, 2)",id,0
38,41,0,59,64,"(0, 1, 2)",id,0
38,42,1,59,79,"(0, 1, 2)",id,0
38,44,0,59,71,"(0, 1, 2)",id,0
39,1,0,61,1,"(0, 1, 2)",id,0
39,2,1,61,34,"(2, 1, 0)",transposition,1
39,5,0,61,5,"(0, 1, 2)",id,0
39,6,1,61,49,"(0, 1, 2)",id,0
39,7,1,61,43,"(1, 2, 0)",3-cycle,0
39,8,0,61,8,"(0, 1, 2)",id,0
39,9,0,61,9,"(0, 1, 2)",id,0
39,10,1,61,39,"(2, 1, 0)",transposition,1
39,11,0,61,11,"(0, 1, 2)",id,0
39,12,1,61,54,"(0, 1, 2)",id,0
39,13,1,61,74,"(0, 2, 1)",transposition,1
39,14,0,61,14,"(1, 0, 2)",transposition,1
39,19,0,61,19,"(0, 1, 2)",id,0
39,20,1,61,60,"(0, 1, 2)",id,0
39,21,0,61,21,"(0, 1, 2)",id,0
39,22,1,61,65,"(0, 2, 1)",transposition,1
39,23,0,61,23,"(0, 1, 2)",id,0
39,24,1,61,62,"(0, 2, 1)",transposition,1
39,25,1,61,38,"(2, 0, 1)",3-cycle,0
39,26,0,61,26,"(0, 2, 1)",transposition,1
39,27,0,61,27,"(0, 1, 2)",id,0
39,28,1,61,66,"(0, 1, 2)",id,0
39,31,1,61,83,"(0, 2, 1)",transposition,1
39,32,0,61,32,"(2, 1, 0)",transposition,1
39,33,0,61,51,"(0, 1, 2)",id,0
39,34,1,61,46,"(0, 1, 2)",id,0
39,36,0,61,55,"(0, 1, 2)",id,0
39,37,1,61,77,"(2, 1, 0)",transposition,1
39,40,0,61,63,"(0, 1, 2)",id,0
39,41,0,61,64,"(0, 1, 2)",id,0
39,42,0,61,67,"(0, 1, 2)",id,0
39,44,1,61,80,"(0, 1, 2)",id,0
40,1,0,63,1,"(0, 1, 2)",id,0
40,2,1,63,34,"(2, 0, 1)",3-cycle,0
40,3,0,63,3,"(0, 1, 2)",id,0
40,4,1,63,48,"(2, 1, 0)",transposition,1
40,5,1,63,44,"(0, 2, 1)",transposition,1
40,6,0,63,6,"(0, 1, 2)",id,0
40,9,0,63,9,"(0, 1, 2)",id,0
40,10,1,63,39,"(1, 0, 2)",transposition,1
40,11,1,63,72,"(2, 1, 0)",transposition,1
40,12,0,63,12,"(2, 1, 0)",transposition,1
40,15,0,63,15,"(0, 1, 2)",id,0
40,16,1,63,56,"(1, 2, 0)",3-cycle,0
40,19,0,63,19,"(0, 2, 1)",transposition,1
40,20,1,63,60,"(2, 1, 0)",transposition,1
40,21,0,63,21,"(2, 0, 1)",3-cycle,0
40,22,1,63,65,"(2, 1, 0)",transposition,1
40,23,0,63,23,"(1, 0, 2)",transposition,1
40,24,1,63,62,"(1, 2, 0)",3-cycle,0
40,25,1,63,38,"(2, 0, 1)",3-cycle,0
40,26,0,63,26,"(0, 1, 2)",id,0
40,29,1,63,81,"(2, 1, 0)",transposition,1
40,30,0,63,30,"(0, 2, 1)",transposition,1
40,31,0,63,31,"(0, 1, 2)",id,0
40,32,1,63,69,"(1, 2, 0)",3-cycle,0
40,34,0,63,53,"(2, 0, 1)",3-cycle,0
40,35,1,63,47,"(2, 1, 0)",transposition,1
40,37,0,63,57,"(0, 1, 2)",id,0
40,38,1,63,75,"(0, 1, 2)",id,0
40,39,0,63,61,"(0, 1, 2)",id,0
40,41,0,63,64,"(0, 2, 1)",transposition,1
40,42,1,63,79,"(2, 1, 0)",transposition,1
40,43,0,63,68,"(0, 1, 2)",id,0
41,1,0,64,1,"(0, 1, 2)",id,0
41,2,1,64,34,"(2, 1, 0)",transposition,1
41,3,1,64,42,"(2, 1, 0)",transposition,1
41,4,0,64,4,"(0, 1, 2)",id,0
41,7,0,64,7,"(0, 1, 2)",id,0
41,8,1,64,50,"(0, 2, 1)",transposition,1
41,9,0,64,9,"(2, 1, 0)",transposition,1
41,10,1,64,39,"(2, 1, 0)",transposition,1
41,13,0,64,13,"(0, 1, 2)",id,0
41,14,1,64,58,"(1, 0, 2)",transposition,1
41,15,1,64,76,"(1, 0, 2)",transposition,1
41,16,0,64,16,"(0, 2, 1)",transposition,1
41,19,0,64,19,"(0, 1, 2)",id,0
41,20,1,64,60,"(1, 0, 2)",transposition,1
41,21,0,64,21,"(2, 1, 0)",transposition,1
41,22,1,64,65,"(1, 0, 2)",transposition,1
41,23,0,64,23,"(1, 2, 0)",3-cycle,0
41,24,1,64,62,"(1, 0, 2)",transposition,1
41,25,1,64,38,"(2, 1, 0)",transposition,1
41,26,0,64,26,"(0, 1, 2)",id,0
41,27,1,64,78,"(1, 0, 2)",transposition,1
41,28,0,64,28,"(1, 0, 2)",transposition,1
41,29,0,64,29,"(0, 1, 2)",id,0
41,30,1,64,70,"(1, 0, 2)",transposition,1
41,33,1,64,45,"(2, 1, 0)",transposition,1
41,35,0,64,52,"(0, 1, 2)",id,0
41,36,1,64,73,"(1, 0, 2)",transposition,1
41,38,0,64,59,"(0, 1, 2)",id,0
41,39,0,64,61,"(0, 1, 2)",id,0
41,40,0,64,63,"(0, 2, 1)",transposition,1
41,43,1,64,82,"(0, 1, 2)",id,0
41,44,0,64,71,"(0, 1, 2)",id,0
42,1,0,67,1,"(0, 1, 2)",id,0
42,2,1,67,34,"(1, 2, 0)",3-cycle,0
42,5,0,67,5,"(0, 1, 2)",id,0
42,6,1,67,49,"(1, 0, 2)",transposition,1
42,7,1,67,43,"(0, 1, 2)",id,0
42,8,0,67,8,"(0, 1, 2)",id,0
42,9,1,67,36,"(1, 2, 0)",3-cycle,0
42,10,0,67,10,"(0, 1, 2)",id,0
42,11,0,67,11,"(0, 1, 2)",id,0
42,12,1,67,54,"(0, 1, 2)",id,0
42,15,1,67,76,"(0, 2, 1)",transposition,1
42,16,0,67,16,"(2, 1, 0)",transposition,1
42,17,0,67,17,"(0, 1, 2)",id,0
42,18,1,67,41,"(2, 1, 0)",transposition,1
42,19,0,67,19,"(0, 1, 2)",id,0
42,20,1,67,60,"(0, 1, 2)",id,0
42,21,1,67,87,"(0, 2, 1)",transposition,1
42,22,0,67,22,"(1, 0, 2)",transposition,1
42,27,0,67,27,"(0, 2, 1)",transposition,1
42,28,1,67,66,"(0, 1, 2)",id,0
42,29,0,67,29,"(1, 2, 0)",3-cycle,0
42,30,1,67,70,"(0, 2, 1)",transposition,1
42,31,0,67,31,"(0, 1, 2)",id,0
42,32,1,67,69,"(0, 2, 1)",transposition,1
42,33,1,67,45,"(1, 2, 0)",3-cycle,0
42,35,0,67,52,"(0, 2, 1)",transposition,1
42,36,0,67,55,"(0, 1, 2)",id,0
42,38,1,67,75,"(0, 1, 2)",id,0
42,39,0,67,61,"(0, 1, 2)",id,0
42,40,1,67,88,"(2, 1, 0)",transposition,1
42,43,0,67,68,"(0, 1, 2)",id,0
42,44,0,67,71,"(1, 0, 2)",transposition,1
43,1,0,68,1,"(0, 1, 2)",id,0
43,2,1,68,34,"(2, 0, 1)",3-cycle,0
43,3,0,68,3,"(0, 1, 2)",id,0
43,4,1,68,48,"(0, 1, 2)",id,0
43,5,1,68,44,"(0, 1, 2)",id,0
43,6,0,68,6,"(0, 1, 2)",id,0
43,9,1,68,36,"(2, 1, 0)",transposition,1
43,10,0,68,10,"(0, 1, 2)",id,0
43,13,1,68,74,"(2, 1, 0)",transposition,1
43,14,0,68,14,"(0, 2, 1)",transposition,1
43,15,0,68,15,"(0, 2, 1)",transposition,1
43,16,1,68,56,"(1, 2, 0)",3-cycle,0
43,17,0,68,17,"(0, 1, 2)",id,0
43,18,1,68,41,"(2, 0, 1)",3-cycle,0
43,19,1,68,84,"(2, 1, 0)",transposition,1
43,20,0,68,20,"(2, 1, 0)",transposition,1
43,23,0,68,23,"(0, 1, 2)",id,0
43,24,1,68,62,"(1, 2, 0)",3-cycle,0
43,27,0,68,27,"(0, 1, 2)",id,0
43,28,1,68,66,"(2, 1, 0)",transposition,1
43,29,0,68,29,"(0, 1, 2)",id,0
43,30,1,68,70,"(2, 1, 0)",transposition,1
43,31,0,68,31,"(0, 1, 2)",id,0
43,32,1,68,69,"(1, 2, 0)",3-cycle,0
43,33,0,68,51,"(2, 0, 1)",3-cycle,0
43,34,1,68,46,"(0, 1, 2)",id,0
43,36,1,68,73,"(0, 1, 2)",id,0
43,37,0,68,57,"(0, 1, 2)",id,0
43,40,0,68,63,"(0, 1, 2)",id,0
43,41,1,68,86,"(0, 1, 2)",id,0
43,42,0,68,67,"(0, 1, 2)",id,0
43,44,0,68,71,"(0, 1, 2)",id,0
44,1,0,71,1,"(0, 1, 2)",id,0
44,2,1,71,34,"(2, 1, 0)",transposition,1
44,3,1,71,42,"(2, 0, 1)",3-cycle,0
44,4,0,71,4,"(0, 1, 2)",id,0
44,7,0,71,7,"(0, 1, 2)",id,0
44,8,1,71,50,"(0, 1, 2)",id,0
44,9,1,71,36,"(2, 1, 0)",transposition,1
44,10,0,71,10,"(0, 1, 2)",id,0
44,11,1,71,72,"(1, 0, 2)",transposition,1
44,12,0,71,12,"(1, 0, 2)",transposition,1
44,13,0,71,13,"(0, 1, 2)",id,0
44,14,1,71,58,"(1, 0, 2)",transposition,1
44,17,0,71,17,"(2, 0, 1)",3-cycle,0
44,18,1,71,41,"(1, 2, 0)",3-cycle,0
44,21,0,71,21,"(0, 1, 2)",id,0
44,22,1,71,65,"(1, 0, 2)",transposition,1
44,23,1,71,89,"(1, 0, 2)",transposition,1
44,24,0,71,24,"(0, 2, 1)",transposition,1
44,27,0,71,27,"(2, 0, 1)",3-cycle,0
44,28,1,71,66,"(1, 0, 2)",transposition,1
44,29,0,71,29,"(2, 1, 0)",transposition,1
44,30,1,71,70,"(1, 0, 2)",transposition,1
44,31,0,71,31,"(0, 1, 2)",id,0
44,32,1,71,69,"(0, 1, 2)",id,0
44,34,0,71,53,"(0, 1, 2)",id,0
44,35,1,71,47,"(0, 1, 2)",id,0
44,37,1,71,77,"(0, 2, 1)",transposition,1
44,38,0,71,59,"(0, 1, 2)",id,0
44,39,1,71,85,"(0, 1, 2)",id,0
44,41,0,71,64,"(0, 1, 2)",id,0
44,42,0,71,67,"(1, 0, 2)",transposition,1
44,43,0,71,68,"(0, 1, 2)",id,0
