u,v
0,33
1,35
2,34
3,42
4,48
5,44
6,49
7,43
8,50
9,36
10,39
11,72
12,54
13,74
14,58
15,76
16,56
17,37
18,41
19,84
20,60
21,87
22,65
23,89
24,62
25,38
26,40
27,78
28,66
29,81
30,70
31,83
32,69
45,51
46,53
47,52
55,73
57,77
59,75
61,85
63,88
64,86
67,79
68,82
71,80
