triad_from,triad_to,component_id,shared_pair,dropped_w33,added_w33,drop_idx_in_sorted_prev,hol_from,hol_to,hol_flip,comm_k4_mod12,comm_phase_complex,comm_phase_angle_rad
114,336,40,20 29,4,38,0,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
114,115,40,4 20,29,38,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
114,125,40,4 29,20,38,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
115,336,40,20 38,4,29,0,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
115,114,40,4 20,38,29,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
115,125,40,4 38,20,29,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
116,117,41,4 21,30,39,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
116,126,41,4 30,21,39,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
116,343,41,21 30,4,39,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
117,116,41,4 21,39,30,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
117,126,41,4 39,21,30,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
117,343,41,21 39,4,30,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
118,100,33,4 22,31,13,2,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
118,101,33,4 31,22,13,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
118,279,33,22 31,4,13,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
119,292,34,23 32,4,14,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
119,102,34,4 23,32,14,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
119,103,34,4 32,23,14,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
120,104,35,4 24,33,15,2,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
120,105,35,4 33,24,15,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
120,302,35,24 33,4,15,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
121,106,36,4 25,34,16,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
121,107,36,4 34,25,16,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
121,309,36,25 34,4,16,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
122,108,37,4 26,35,17,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
122,109,37,4 35,26,17,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
122,316,37,26 35,4,17,0,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
123,322,38,27 36,4,18,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
123,110,38,4 27,36,18,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
123,111,38,4 36,27,18,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
124,112,39,4 28,37,19,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
124,113,39,4 37,28,19,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
124,330,39,28 37,4,19,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
125,336,40,29 38,4,20,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
125,114,40,4 29,38,20,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
125,115,40,4 38,29,20,1,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
126,116,41,4 30,39,21,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
126,117,41,4 39,30,21,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
126,343,41,30 39,4,21,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
127,80,25,7 12,5,3,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
127,76,25,5 7,12,3,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
127,77,25,5 12,7,3,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
128,32,9,8 11,5,1,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
128,28,9,5 8,11,1,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
128,29,9,5 11,8,1,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
129,57,17,9 10,5,2,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
129,52,17,5 9,10,2,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
129,53,17,5 10,9,2,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
130,280,42,13 23,5,33,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
130,131,42,5 13,23,33,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
130,143,42,5 23,13,33,1,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
131,280,42,13 33,5,23,0,9,9,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
131,130,42,5 13,33,23,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
131,143,42,5 33,13,23,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
132,144,43,5 24,14,31,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
132,293,43,14 24,5,31,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
132,133,43,5 14,24,31,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
133,144,43,5 31,14,24,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
133,132,43,5 14,31,24,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
133,293,43,14 31,5,24,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
134,300,44,15 22,5,32,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
134,142,44,5 22,15,32,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
134,135,44,5 15,22,32,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
135,142,44,5 32,15,22,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
135,300,44,15 32,5,22,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
135,134,44,5 15,32,22,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
136,137,45,5 19,29,39,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
136,146,45,5 29,19,39,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
136,331,45,19 29,5,39,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
137,136,45,5 19,39,29,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
137,146,45,5 39,19,29,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
137,331,45,19 39,5,29,0,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
138,337,46,20 30,5,37,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
138,139,46,5 20,30,37,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
138,147,46,5 30,20,37,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
139,337,46,20 37,5,30,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
139,138,46,5 20,37,30,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
139,147,46,5 37,20,30,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
140,145,47,5 28,21,38,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
140,141,47,5 21,28,38,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
140,342,47,21 28,5,38,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
141,145,47,5 38,21,28,1,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
141,140,47,5 21,38,28,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
141,342,47,21 38,5,28,0,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
142,300,44,22 32,5,15,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
142,134,44,5 22,32,15,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
142,135,44,5 32,22,15,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
143,280,42,23 33,5,13,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
143,130,42,5 23,33,13,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
143,131,42,5 33,23,13,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
144,293,43,24 31,5,14,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
144,132,43,5 24,31,14,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
144,133,43,5 31,24,14,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
145,140,47,5 28,38,21,2,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
145,141,47,5 38,28,21,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
145,342,47,28 38,5,21,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
146,136,45,5 29,39,19,2,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
146,137,45,5 39,29,19,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
146,331,45,29 39,5,19,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
147,337,46,30 37,5,20,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
147,138,46,5 30,37,20,2,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
147,139,46,5 37,30,20,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
148,56,18,7 11,6,2,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
148,54,18,6 7,11,2,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
148,55,18,6 11,7,2,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
149,81,26,8 10,6,3,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
149,78,26,6 8,10,3,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
149,79,26,6 10,8,3,1,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
150,33,10,9 12,6,1,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
150,30,10,6 9,12,1,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
150,31,10,6 12,9,1,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
151,152,48,6 13,24,32,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
151,281,48,13 24,6,32,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
151,165,48,6 24,13,32,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
152,281,48,13 32,6,24,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
152,165,48,6 32,13,24,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
152,151,48,6 13,32,24,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
153,291,49,14 22,6,33,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
153,154,49,6 14,22,33,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
153,163,49,6 22,14,33,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
154,153,49,6 14,33,22,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
154,163,49,6 33,14,22,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
154,291,49,14 33,6,22,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
155,164,50,6 23,15,31,1,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
155,156,50,6 15,23,31,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
155,301,50,15 23,6,31,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
156,155,50,6 15,31,23,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
156,164,50,6 31,15,23,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
156,301,50,15 31,6,23,0,9,9,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
157,168,51,6 27,16,35,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
157,310,51,16 27,6,35,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
157,158,51,6 16,27,35,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
158,168,51,6 35,16,27,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
158,157,51,6 16,35,27,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
158,310,51,16 35,6,27,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
159,160,52,6 17,25,36,2,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
159,315,52,17 25,6,36,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
159,166,52,6 25,17,36,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
160,315,52,17 36,6,25,0,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
160,166,52,6 36,17,25,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
160,159,52,6 17,36,25,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
161,321,53,18 26,6,34,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
161,162,53,6 18,26,34,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
161,167,53,6 26,18,34,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
162,321,53,18 34,6,26,0,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
162,161,53,6 18,34,26,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
162,167,53,6 34,18,26,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
163,153,49,6 22,33,14,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
163,154,49,6 33,22,14,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
163,291,49,22 33,6,14,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
164,155,50,6 23,31,15,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
164,156,50,6 31,23,15,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
164,301,50,23 31,6,15,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
165,152,48,6 32,24,13,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
165,281,48,24 32,6,13,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
165,151,48,6 24,32,13,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
166,160,52,6 36,25,17,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
166,315,52,25 36,6,17,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
166,159,52,6 25,36,17,2,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
167,321,53,26 34,6,18,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
167,161,53,6 26,34,18,2,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
167,162,53,6 34,26,18,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
168,310,51,27 35,6,16,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
168,157,51,6 27,35,16,2,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
168,158,51,6 35,27,16,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
169,3,1,7 8,9,0,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
169,4,1,7 9,8,0,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
169,5,1,8 9,7,0,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
170,184,54,7 25,13,37,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
170,282,54,13 25,7,37,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
170,171,54,7 13,25,37,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
171,184,54,7 37,13,25,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
171,170,54,7 13,37,25,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
171,282,54,13 37,7,25,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
172,185,55,7 26,14,38,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
172,173,55,7 14,26,38,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
172,295,55,14 26,7,38,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
173,185,55,7 38,14,26,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
173,172,55,7 14,38,26,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
173,295,55,14 38,7,26,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
174,186,56,7 28,16,31,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
174,311,56,16 28,7,31,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
174,175,56,7 16,28,31,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
175,186,56,7 31,16,28,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
175,174,56,7 16,31,28,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
175,311,56,16 31,7,28,0,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
176,177,57,7 17,29,32,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
176,187,57,7 29,17,32,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
176,317,57,17 29,7,32,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
177,176,57,7 17,32,29,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
177,187,57,7 32,17,29,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
177,317,57,17 32,7,29,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
178,326,58,19 22,7,34,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
178,179,58,7 19,22,34,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
178,182,58,7 22,19,34,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
179,326,58,19 34,7,22,0,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
179,178,58,7 19,34,22,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
179,182,58,7 34,19,22,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
180,333,59,20 23,7,35,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
180,181,59,7 20,23,35,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
180,183,59,7 23,20,35,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
181,180,59,7 20,35,23,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
181,333,59,20 35,7,23,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
181,183,59,7 35,20,23,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
182,178,58,7 22,34,19,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
182,179,58,7 34,22,19,1,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
182,326,58,22 34,7,19,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
183,333,59,23 35,7,20,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
183,180,59,7 23,35,20,2,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
183,181,59,7 35,23,20,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
184,282,54,25 37,7,13,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
184,170,54,7 25,37,13,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
184,171,54,7 37,25,13,1,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
185,172,55,7 26,38,14,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
185,173,55,7 38,26,14,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
185,295,55,26 38,7,14,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
186,311,56,28 31,7,16,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
186,174,56,7 28,31,16,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
186,175,56,7 31,28,16,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
187,176,57,7 29,32,17,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
187,177,57,7 32,29,17,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
187,317,57,29 32,7,17,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
188,202,60,8 26,13,39,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
188,283,60,13 26,8,39,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
188,189,60,8 13,26,39,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
189,202,60,8 39,13,26,1,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
189,283,60,13 39,8,26,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
189,188,60,8 13,39,26,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
190,296,61,14 27,8,37,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
190,203,61,8 27,14,37,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
190,191,61,8 14,27,37,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
191,296,61,14 37,8,27,0,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
191,203,61,8 37,14,27,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
191,190,61,8 14,37,27,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
192,193,62,8 17,30,31,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
192,205,62,8 30,17,31,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
192,318,62,17 30,8,31,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
193,192,62,8 17,31,30,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
193,205,62,8 31,17,30,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
193,318,62,17 31,8,30,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
194,323,63,18 28,8,32,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
194,195,63,8 18,28,32,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
194,204,63,8 28,18,32,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
195,194,63,8 18,32,28,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
195,323,63,18 32,8,28,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
195,204,63,8 32,18,28,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
196,201,64,8 23,19,36,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
196,197,64,8 19,23,36,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
196,327,64,19 23,8,36,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
197,201,64,8 36,19,23,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
197,196,64,8 19,36,23,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
197,327,64,19 36,8,23,0,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
198,200,65,8 22,21,35,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
198,338,65,21 22,8,35,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
198,199,65,8 21,22,35,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
199,200,65,8 35,21,22,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
199,338,65,21 35,8,22,0,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
199,198,65,8 21,35,22,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
200,338,65,22 35,8,21,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
200,198,65,8 22,35,21,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
200,199,65,8 35,22,21,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
201,196,64,8 23,36,19,2,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
201,197,64,8 36,23,19,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
201,327,64,23 36,8,19,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
202,283,60,26 39,8,13,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
202,188,60,8 26,39,13,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
202,189,60,8 39,26,13,1,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
203,296,61,27 37,8,14,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
203,190,61,8 27,37,14,2,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
203,191,61,8 37,27,14,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
204,323,63,28 32,8,18,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
204,194,63,8 28,32,18,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
