Q12r,count,mean,max,median
0.111111,27,0.0077452725519904335,0.0289224852445542,0.0045513787770723
0.333333,12,0.0055971772513432995,0.0154435083393667,0.0031613091063921
1.0,1,0.0012889051225446,0.0012889051225446,0.0012889051225446
